,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloSFR,SubhaloVel,SubhaloVelDisp,SubhaloHalfmassRad,SubhaloMassInHalfRad,SubhaloVmax,SubhaloStellarPhotometrics,SubhaloBHMass,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH,SubhaloMassInHalfRadGas,SubhaloMassInHalfRadDM,SubhaloMassInHalfRadNone,SubhaloMassInHalfRadTracers,SubhaloMassInHalfRadStellar,SubhaloMassInHalfRadBH,SubhalosSFR,SubhaloGasFraction
429314,4371211,1729550933837.8906,True,429403,0.0,[170.66856    27.442556   -1.6156749],119.18231,97.95101,26981401443.481445,252.38971,"[-19.224072 -19.685028 -20.579527 -23.593557 -20.15138  -20.92967
 -21.302107 -21.570007]",153118381.27672672,52084398269.65332,1643910217285.1562,0.0,0.0,33403158187.86621,153129277.75084972,670171.4301016182,10126652717.590332,0.0,0.0,16700949668.884277,0.015312928,0.0,4.012774383424566e-05
429435,4371211,2182190093994.1406,True,557777,0.00463571,[  -5.5069404 -102.57943    174.0259   ],127.014404,109.03401,41200995445.251465,232.60141,"[-19.659977 -20.092392 -20.970446 -23.934555 -20.55241  -21.314991
 -21.678865 -21.938002]",189188700.16932487,81146764755.24902,2055973510742.1875,0.0,0.0,44880585670.47119,189188700.16932487,12146875.960752368,18559632301.330566,0.0,0.0,22440025806.427002,0.01891887,0.00010328986875502077,0.0005413040103221899
429556,4371211,2039353637695.3125,True,519938,0.0,[143.82672   24.280874 -65.97789 ],136.22482,85.31008,40672664642.333984,227.21625,"[-19.533716 -19.970871 -20.850533 -23.803694 -20.431849 -21.195042
 -21.558086 -21.81717 ]",158806163.81764412,78262214660.64453,1919923400878.9062,0.0,0.0,41009244918.82324,158806163.81764412,13982113.45076561,19995462894.439697,0.0,0.0,20504412651.06201,0.015880616,0.0,0.000681907533208049
429678,4371211,1658281555175.7812,True,434005,0.039148558,[224.60062  -57.422707 140.30708 ],134.09631,88.04138,36474821567.5354,220.71819,"[-19.708431 -20.117237 -20.960869 -23.893974 -20.56424  -21.293436
 -21.642082 -21.896383]",127095002.68101692,71122450828.55225,1550267791748.0469,0.0,0.0,36764230728.149414,127095002.68101692,32965620.048344135,17932720184.32617,0.0,0.0,18382041454.315186,0.0127095,0.0010648545381152159,0.0017933601189113549
429758,4371211,1064758529663.0859,True,310055,1.3603126,[-257.75604    10.750682   33.75053 ],105.35392,71.81471,47885284423.828125,196.502,"[-20.637894 -20.689625 -21.308985 -23.945255 -21.04709  -21.577366
 -21.85172  -22.054989]",83381049.3350029,75697336196.89941,957689132690.4297,0.0,0.0,31288661956.78711,83381049.3350029,195438787.34111786,31962406635.284424,0.0,0.0,15644059181.213379,0.008338105,0.04347621457705829,0.012492843773936639
429862,4371211,1781973876953.125,True,490178,0.016299758,[-302.90494  -48.89561  225.39178],129.11287,82.394196,70009889602.66113,235.52924,"[-19.87477  -20.280802 -21.136223 -24.036745 -20.732569 -21.472546
 -21.82389  -22.074032]",138927325.60634613,93422393798.82812,1639911193847.6562,0.0,0.0,48501415252.68555,138927325.60634613,93407146.63267136,45526967048.64502,0.0,0.0,24250588417.053223,0.013892733,0.00033606768011924316,0.0038517476370588453
429989,4371211,1984892272949.2188,True,580856,0.07144716,[ 157.64789 -134.99219 -186.2042 ],135.04747,80.88147,86643095016.47949,269.89825,"[-20.516956 -20.939743 -21.802446 -24.75607  -21.394356 -22.140629
 -22.495863 -22.754293]",243513341.9930935,101595830917.3584,1800648345947.2656,0.0,0.0,82404499053.95508,243513341.9930935,49735088.83267641,45147786140.441895,0.0,0.0,41202058792.11426,0.024351334,0.0008670298004348702,0.0012071020305955027
430070,4371211,1767334442138.6719,True,500924,3.9972727,[-237.56961   -47.666897  326.4681  ],119.20021,102.73272,69112443923.9502,215.35336,"[-21.494822 -21.503496 -22.072386 -24.630407 -21.842697 -22.322956
 -22.574442 -22.762463]",138242067.7691698,108329963684.08203,1608767700195.3125,0.0,0.0,50098538398.742676,138242067.7691698,491618476.80807114,43433885574.34082,0.0,0.0,25048694610.595703,0.013824207,0.07978821054735555,0.019626510860175302
430394,4371211,2043047180175.7812,True,536102,0.4623012,[-56.19192 156.44307 -66.67059],131.42163,93.32773,51381964683.532715,238.48021,"[-20.117214 -20.39343  -21.185163 -24.042852 -20.817835 -21.50638
 -21.84367  -22.085602]",241174269.46759224,89380416870.11719,1907951507568.3594,0.0,0.0,45474200248.71826,241174269.46759224,646711.6327257827,28403162956.237793,0.0,0.0,22736980915.06958,0.024117427,0.010166230349061424,2.8443162051350283e-05
430589,4371211,1660738067626.9531,True,426754,0.009517328,[ 269.39853 -412.4417  -257.74802],116.383965,93.81834,22893130779.266357,247.23296,"[-18.937273 -19.39328  -20.287468 -23.300674 -19.85897  -20.638706
 -21.01315  -21.281445]",187306050.21119118,75805606842.04102,1556870574951.1719,0.0,0.0,27874670028.686523,187306050.21119118,1965893.607120961,8766658306.121826,0.0,0.0,13937200307.84607,0.018730605,0.00034143284467780136,0.00014105369541214414
430683,4371211,1574759979248.0469,True,427208,0.0,[-25.434052  83.79854   69.48656 ],113.3605,95.21048,60384712219.23828,205.72874,"[-20.20288  -20.609087 -21.456789 -24.360037 -21.058783 -21.788048
 -22.13183  -22.381788]",102928336.70973778,56039190292.3584,1466332244873.0469,0.0,0.0,52285532951.35498,102928336.70973778,129787102.34165192,34009983539.5813,0.0,0.0,26142013072.96753,0.010292834,0.0,0.004964694263574517
430850,4371211,1188063964843.75,True,371026,4.5446815,[-157.10083    41.929585 -347.18173 ],106.47197,77.628334,57490220069.885254,206.91148,"[-21.384867 -21.277374 -21.805851 -24.425583 -21.598425 -22.050827
 -22.310747 -22.514849]",102185597.64325619,100142221450.80566,1044445724487.3047,0.0,0.0,43373808860.77881,102185597.64325619,2050449699.163437,33651025295.25757,0.0,0.0,21686561107.635498,0.01021856,0.10477939725468377,0.0945493243021138
430972,4371211,2187502288818.3594,True,528432,0.0,[153.3754  -81.2545   92.86923],122.882484,111.3408,32156803607.940674,235.93776,"[-19.527168 -19.951725 -20.827173 -23.783825 -20.410437 -21.171326
 -21.534578 -21.791824]",184887535.87007523,52379031181.33545,2095145416259.7656,0.0,0.0,39792923927.30713,184887535.87007523,2470923.645887524,12073113918.304443,0.0,0.0,19896330833.43506,0.018488754,0.0,0.0001241899155463995
431106,4371211,1738915710449.2188,True,435319,0.0,[336.28464 189.71638 470.65488],121.62574,90.46478,44458560943.603516,234.28142,"[-20.094791 -20.498863 -21.352768 -24.252983 -20.950611 -21.686747
 -22.033646 -22.281837]",168141461.9088173,28807141780.85327,1659825744628.9062,0.0,0.0,50114727020.26367,168141461.9088173,6069802.911952138,19226990938.186646,0.0,0.0,25057358741.760254,0.016814146,0.0,0.00024223634160755686
431201,4371211,1785050964355.4688,True,527618,1.9444548,[ -82.618034     7.3451686 -120.27443  ],131.49973,75.30746,101951570510.86426,253.86935,"[-21.063808 -21.233637 -21.967375 -24.808352 -21.634146 -22.272757
 -22.595001 -22.836226]",133178532.12356567,89133195877.0752,1617524261474.6094,0.0,0.0,78260254859.92432,133178532.12356567,917213857.1739197,61771068572.99805,0.0,0.0,39130110740.66162,0.013317853,0.024846006349481014,0.023440103792520248
431282,4371211,1897370452880.8594,True,559794,0.54004306,[239.66435  280.68616  -28.531425],131.17168,79.32115,71615509986.87744,247.33582,"[-20.616499 -20.890379 -21.65781  -24.470411 -21.306175 -21.969788
 -22.293217 -22.525156]",201005134.73153114,129172821044.92188,1705625610351.5625,0.0,0.0,62371015548.706055,201005134.73153114,15878116.246312857,40213379859.92432,0.0,0.0,31185245513.916016,0.020100513,0.008658558005833266,0.0005091547616396815
431390,4371211,1635416870117.1875,True,395562,0.0,[-223.07172    62.719677 -168.77504 ],122.297066,83.85325,26304373741.149902,233.77147,"[-19.160624 -19.622478 -20.517597 -23.525755 -20.08915  -20.867887
 -21.240206 -21.507698]",171027816.83206558,35679230690.00244,1567568511962.8906,0.0,0.0,31998150348.66333,171027816.83206558,2854842.459782958,10131708383.56018,0.0,0.0,15998783111.572266,0.017102782,0.0,0.00017844122517780673
431536,4371211,2328694000244.1406,True,573331,0.0,[  60.391174   75.50536  -535.86615 ],139.62291,86.694954,62892251014.70947,255.12576,"[-19.860067 -20.323639 -21.218025 -24.211475 -20.790491 -21.567207
 -21.936867 -22.20401 ]",237677358.09087753,35082242488.861084,2231791992187.5,0.0,0.0,61581783294.677734,237895138.56172562,22949087.43351698,31841068267.822266,0.0,0.0,30790338516.23535,0.023789514,0.0,0.0007453340411121566
431635,4371211,1589346466064.4531,True,456643,1.0791417,[ -12.780693  -20.677372 -181.81738 ],118.841415,87.20685,69800992012.02393,230.8733,"[-20.794691 -20.97635  -21.704504 -24.49631  -21.37572  -22.006308
 -22.319927 -22.550135]",144026950.0017166,81499900817.8711,1449365234375.0,0.0,0.0,58337292671.20361,144026950.0017166,63245138.1534338,40425720214.84375,0.0,0.0,29167997837.06665,0.014402695,0.01849831705617123,0.0021683057749360486
431751,4371211,2123968811035.1562,True,554136,0.19371377,[ -69.32978   68.91466 -260.2876 ],130.48128,91.75396,56371216773.98682,245.56119,"[-20.336365 -20.683426 -21.494535 -24.359812 -21.116976 -21.81869
 -22.157742 -22.400076]",218863189.22042847,71725573539.73389,1993722076416.0156,0.0,0.0,58302278518.67676,218863189.22042847,3865489.852614701,26997666358.947754,0.0,0.0,29150822162.628174,0.021886319,0.003322576308138941,0.0001326031159961698
431868,4371211,2279818420410.1562,True,558853,0.019613959,[-198.14398   -98.961784   57.817894],136.3817,95.54318,40752458572.387695,267.70868,"[-19.522089 -19.996016 -20.897507 -23.925207 -20.465069 -21.249989
 -21.625505 -21.897171]",282071512.1924877,54359827041.62598,2177594451904.2969,0.0,0.0,47582116127.01416,282071512.1924877,5724084.33072269,16673840284.347534,0.0,0.0,23790822029.11377,0.028207151,0.0004122128331335577,0.0002406005275361188
431986,4371211,2049189453125.0,True,512458,0.0,[  86.88625  -177.43562   -59.255043],125.82569,104.802536,38533499240.875244,248.71957,"[-19.360178 -19.79408  -20.674856 -23.624733 -20.255272 -21.02063
 -21.385841 -21.644234]",161652415.99082947,71407690048.21777,1940621643066.4062,0.0,0.0,36998383998.87085,161652415.99082947,4103622.632101178,19869070053.100586,0.0,0.0,18498674631.118774,0.016165242,0.0,0.0002218333320592599
432130,4371211,1930136566162.1094,True,497596,0.0,[ 198.52711 -118.79593  194.25366],128.54697,89.82096,87570228576.66016,239.18292,"[-20.094141 -20.557411 -21.44982  -24.442215 -21.023754 -21.797731
 -22.165918 -22.43243 ]",224350634.96232033,22954092025.756836,1835442047119.1406,0.0,0.0,71516132354.73633,224350634.96232033,39687673.561275005,51548357009.887695,0.0,0.0,35757837295.53223,0.022435063,0.0,0.001109901396811652
432254,4371211,2057705078125.0,True,529815,0.0025317753,[-111.997604   29.121122 -474.6336  ],135.2859,83.58489,77108964920.04395,260.35608,"[-20.013145 -20.449049 -21.322329 -24.260746 -20.907928 -21.664034
 -22.021963 -22.280096]",173590108.75225067,49484376907.34863,1945540924072.2656,0.0,0.0,62506260871.88721,173590108.75225067,18958870.78717351,45663471221.92383,0.0,0.0,31252946853.637695,0.01735901,4.0504346893694194e-05,0.0006066266607101335
432379,4371211,1747105712890.625,True,451811,0.08727389,[-123.67357   26.69047   74.66374],125.28589,85.431496,45238108634.94873,252.82178,"[-19.842869 -20.237259 -21.091528 -24.011593 -20.688164 -21.428034
 -21.779839 -22.032568]",138103291.39232635,56207413673.40088,1644916381835.9375,0.0,0.0,45843834877.01416,138103291.39232635,9091320.680454373,22169432640.075684,0.0,0.0,22921483516.693115,0.013810329,0.001903721373311356,0.000396628807809643
432485,4371211,1746931152343.75,True,448379,0.0,[-132.57559  446.51862 -102.49499],124.06023,85.2902,58684482574.46289,226.82896,"[-19.871853 -20.309504 -21.186605 -24.138308 -20.770018 -21.529139
 -21.889482 -22.148195]",155977401.88241005,40911679267.8833,1654345245361.3281,0.0,0.0,51518287658.69141,155977401.88241005,18796933.58205259,32751102447.509766,0.0,0.0,25758607387.542725,0.01559774,0.0,0.0007297340768174869
432711,4371211,2002250213623.0469,True,556463,1.0197021,[ 12.190945 173.314    194.8238  ],133.26967,84.591545,107273139953.61328,254.94986,"[-20.56516  -20.789074 -21.562841 -24.423641 -21.205116 -21.880991
 -22.216965 -22.463152]",177357848.73366356,88478021621.7041,1845371398925.7812,0.0,0.0,68223319053.6499,177357848.73366356,166578888.89312744,72817864418.02979,0.0,0.0,34111335277.557373,0.017735785,0.014946532813949528,0.00488338810362324
432831,4371211,2251139068603.5156,True,552271,0.36214724,[ 177.22952 -334.9253   -75.50829],137.135,88.928665,34754312038.42163,277.45435,"[-19.6977   -19.983866 -20.799202 -23.719713 -20.415766 -21.130644
 -21.482162 -21.735956]",231025293.46942902,68446145057.67822,2142280120849.6094,0.0,0.0,40181813240.05127,231025293.46942902,3480027.3715518415,14429090023.040771,0.0,0.0,20090715885.162354,0.02310253,0.009012715271640732,0.0001732156978100494
432927,4371211,2529230499267.578,True,560709,0.0,[ 60.093967 270.681    264.71082 ],138.40681,96.52681,36387012004.852295,239.85034,"[-19.4201   -19.813686 -20.673494 -23.560957 -20.266216 -21.01315
 -21.369377 -21.615597]",246927868.5748577,16514240503.311157,2477035980224.6094,0.0,0.0,35433366298.67554,246927868.5748577,5465535.796247423,18418071269.989014,0.0,0.0,17716547250.74768,0.024692787,0.0,0.0003084989258286072
433038,4371211,1368858489990.2344,True,394406,0.3375406,[-306.2551  -814.2539   -71.12461],135.5093,65.528275,74587330818.17627,228.77444,"[-19.937006 -20.282698 -21.111954 -24.024757 -20.72243  -21.443699
 -21.79407  -22.047916]",145746804.77380753,76692008972.16797,1245173873901.3672,0.0,0.0,46846899986.26709,145746804.77380753,471419915.55690765,50547318458.55713,0.0,0.0,23422849178.31421,0.0145746805,0.007205185333981644,0.02012649750540881
433111,4371211,1585642547607.4219,True,469759,1.278395,[  54.619423  174.83833  -344.84094 ],120.617714,76.03651,93722324371.33789,225.83475,"[-20.859241 -21.078943 -21.811268 -24.589802 -21.480917 -22.112347
 -22.422861 -22.65015 ]",119193410.50088406,91522922515.86914,1432003784179.6875,0.0,0.0,61996703147.88818,119193410.50088406,1031032279.1337967,61573891639.70947,0.0,0.0,30998201370.239258,0.011919341,0.020620371597422513,0.03326103559426741
433217,4371211,2079154968261.7188,True,517446,0.0,[-341.49054    51.290382 -151.14949 ],132.3541,83.731674,46188602447.509766,271.36063,"[-19.7587   -20.228556 -21.130623 -24.174118 -20.697172 -21.484459
 -21.862799 -22.135406]",314675159.7523689,28820552825.927734,1989990997314.4531,0.0,0.0,60028738975.5249,314675159.7523689,0.0,15859866142.27295,0.0,0.0,30014059543.60962,0.031467516,0.0,0.0
433537,4371211,2034318389892.5781,True,495693,0.0,[ 251.76729 -114.15321 -259.9918 ],127.7228,94.13992,48936886787.41455,227.27898,"[-19.651009 -20.049332 -20.90631  -23.803612 -20.501194 -21.244137
 -21.59754  -21.845488]",219395142.04859734,48425488471.98486,1945111083984.375,0.0,0.0,40562415122.98584,219395142.04859734,18238143.529742956,28418331146.240234,0.0,0.0,20280923843.38379,0.021939514,0.0,0.0008992757761226324
433656,4371211,2262812500000.0,True,569324,0.0,[459.28885  56.8307  144.20744],147.1365,78.47721,72634248733.52051,305.3988,"[-20.06796  -20.53094  -21.427681 -24.440096 -20.998074 -21.778948
 -22.152895 -22.421444]",390017181.63490295,21209223270.41626,2164398956298.8281,0.0,0.0,76814332008.36182,390017181.63490295,9631906.286813319,33827977180.480957,0.0,0.0,38406622409.82056,0.03900172,0.0,0.0002507876424027968
433813,4371211,2275765380859.375,True,546248,0.0,[293.96225 151.61458 107.40685],132.44609,97.41838,25158684253.692627,262.3978,"[-19.207    -19.65937  -20.552519 -23.552803 -20.124617 -20.903357
 -21.276356 -21.542797]",226671025.1569748,56700305938.7207,2182938385009.7656,0.0,0.0,35899522304.53491,227244086.5635872,5175127.298571169,6976925134.658813,0.0,0.0,17949339151.382446,0.022724409,0.0,0.0002883185422552219
433936,4371211,1664749145507.8125,True,486880,0.80474365,[-254.20822  -33.54013   70.03505],122.684425,83.93585,77154531478.88184,230.05121,"[-20.810307 -21.027485 -21.762428 -24.538439 -21.430845 -22.063437
 -22.373217 -22.600021]",154405394.56903934,103285140991.21094,1503810577392.5781,0.0,0.0,57499036788.94043,154405394.56903934,625927746.295929,47625098228.45459,0.0,0.0,28749101161.956787,0.015440539,0.01399577614716088,0.02177208055200727
434026,4371211,1869379425048.8281,True,519721,0.12003179,[ -77.626785  161.95486  -237.50687 ],126.74502,81.94971,87936811447.14355,237.66704,"[-20.510355 -20.859814 -21.693642 -24.599535 -21.302309 -22.02424
 -22.37018  -22.620716]",127239590.51072598,65645041465.75928,1732557678222.6562,0.0,0.0,71049594879.15039,127239590.51072598,155360810.45866013,52129764556.884766,0.0,0.0,35524446964.263916,0.012723959,0.0016894084920450626,0.004373349164730038
434152,4371211,1904229125976.5625,True,479212,0.0,[-198.36076  -82.23978  188.61021],124.28244,99.81305,25749955177.30713,280.21103,"[-19.245583 -19.72729  -20.634108 -23.690144 -20.198072 -20.988764
 -21.368034 -21.643242]",183343365.78845978,64440808296.20361,1802175140380.8594,0.0,0.0,37429742813.11035,183343365.78845978,1478325.284551829,6850531697.273254,0.0,0.0,18714603185.653687,0.018334337,0.0,7.899314080488169e-05
434410,4371211,1595269012451.1719,True,422172,1.098454,[-316.62277     9.222136  204.13762 ],118.59019,97.50886,58397579193.115234,208.27632,"[-20.604092 -20.749449 -21.419823 -24.0951   -21.127378 -21.702076
 -21.98989  -22.199524]",126345977.18715668,72614521980.28564,1485129547119.1406,0.0,0.0,37398545742.03491,126345977.18715668,420694164.93177414,39151673316.95557,0.0,0.0,18698863983.154297,0.012634598,0.0293715698504031,0.022498380934305697
434541,4371211,2049209594726.5625,True,509836,0.0,[ -32.184307 -320.23596  -400.3556  ],132.62032,94.65853,19193648099.899292,285.36627,"[-18.828709 -19.297846 -20.20211  -23.254513 -19.766663 -20.557814
 -20.939177 -21.21384 ]",252769812.9415512,82149896621.7041,1938786468505.8594,0.0,0.0,28020524978.637695,252769812.9415512,1692482.4740272015,4929349422.454834,0.0,0.0,14009836912.155151,0.025276981,0.0,0.00012080672206532094
434681,4371211,2121809387207.0312,True,523039,0.14157023,[ -92.942474 -203.20932  -197.18481 ],140.2205,80.45551,84948482513.42773,261.75278,"[-19.985415 -20.346535 -21.199194 -24.125404 -20.795622 -21.537872
 -21.895    -22.15138 ]",194348394.87075806,33956429958.343506,2030618896484.375,0.0,0.0,57039628028.86963,194348394.87075806,19809603.691101074,56214804649.35303,0.0,0.0,28519513607.025146,0.01943484,0.0024819626328270584,0.0006945982306732405
434787,4371211,1401561584472.6562,True,320188,0.0,[-241.06554   32.36783  416.86942],118.683174,80.44338,21045639514.923096,220.68352,"[-19.116915 -19.545902 -20.42173  -23.379507 -20.005102 -20.765604
 -21.128458 -21.386015]",136670032.51612186,8390368819.236755,1366294250488.2812,0.0,0.0,26740245819.091797,136670032.51612186,1082171.5841302648,7538112998.008728,0.0,0.0,13369774818.42041,0.013667003,0.0,8.094164627509556e-05
434938,4371211,1905670471191.4062,True,533445,1.880758,[ 71.16373  -14.022399 279.25085 ],135.58147,81.91121,94835062026.97754,252.93825,"[-21.39807  -21.548931 -22.22677  -24.959776 -21.929539 -22.511875
 -22.805391 -23.025509]",156775359.0643406,64713420867.91992,1761066894531.25,0.0,0.0,79733304977.41699,156775359.0643406,58857365.511357784,54753694534.30176,0.0,0.0,39865736961.364746,0.015677536,0.023588110986200464,0.001476389752142259
435020,4371211,1630811614990.2344,True,437806,0.05555759,[274.20673  163.14822   83.630424],119.049484,91.52647,35220794677.734375,239.62764,"[-19.911354 -20.305475 -21.148277 -24.050089 -20.752363 -21.479853
 -21.82485  -22.072737]",180719383.06093216,72908282279.96826,1515812835693.3594,0.0,0.0,41909742355.34668,180719383.06093216,0.0,14085299968.719482,0.0,0.0,20954775810.2417,0.018071938,0.0013256485689392896,0.0
435126,4371211,1636297454833.9844,True,497274,4.547551,[122.91943  68.41787 622.8846 ],126.03744,89.7567,39401466846.466064,232.5408,"[-21.511883 -21.414516 -21.899544 -24.403376 -21.721596 -22.125275
 -22.35427  -22.533932]",137506378.81457806,151449823379.5166,1444203338623.0469,0.0,0.0,40506844520.56885,137506378.81457806,82117142.15576649,18928701877.593994,0.0,0.0,20253143310.546875,0.013750638,0.11226624065424659,0.004054538147320756
435223,4371211,1566268005371.0938,True,450567,0.008567943,[207.01448 235.95409 109.09728],122.033554,95.35808,26039447784.42383,214.35448,"[-19.699875 -20.078783 -20.911163 -23.800829 -20.521748 -21.23891
 -21.577715 -21.82212 ]",213986691.08748436,124865131378.17383,1410754547119.1406,0.0,0.0,30434415340.423584,213986691.08748436,22035557.77668953,10586725473.40393,0.0,0.0,15216699838.638306,0.02139867,0.00028152153218273957,0.001448116740841319
435309,4371211,1714058227539.0625,True,511152,0.66951805,[ -97.62145 -203.59578  323.88257],123.88617,81.55967,93436565399.16992,246.96371,"[-20.74297  -21.032654 -21.825151 -24.696316 -21.458038 -22.145098
 -22.479897 -22.725243]",130788898.09548855,86036291122.43652,1550212097167.9688,0.0,0.0,77678976058.95996,130788898.09548855,243911463.76729012,54222841262.81738,0.0,0.0,38839025497.43652,0.01307889,0.008619038091123505,0.006280061372378895
435417,4371211,1810007476806.6406,True,503838,2.5324411,[217.29752 181.43332 176.03667],121.38498,96.07186,92324924468.99414,236.03607,"[-21.435745 -21.56089  -22.191545 -24.847233 -21.924917 -22.458961
 -22.730318 -22.936207]",124087957.66532421,82779750823.97461,1664936981201.1719,0.0,0.0,62166538238.52539,124087957.66532421,863243192.4343109,60254344940.18555,0.0,0.0,31083247661.590576,0.012408796,0.04073640274941038,0.027771975497303536
435547,4371211,1095808410644.5312,True,254575,0.0,[169.1448    79.11516   47.061867],105.70013,74.25893,26235892772.67456,204.18857,"[-19.103912 -19.525478 -20.39821  -23.335842 -19.98357  -20.740849
 -21.101688 -21.356346]",126334391.53432846,2952876985.0730896,1066726379394.5312,0.0,0.0,26002793312.072754,126334391.53432846,8927525.486797094,13099429607.391357,0.0,0.0,13001199960.708618,0.012633439,0.0,0.0006866693469662248
435685,4371211,1585391540527.3438,True,407819,0.106036596,[-125.059685 -293.954    -217.05392 ],120.72453,101.125534,35111193656.92139,224.22568,"[-19.804716 -20.165962 -21.004934 -23.915451 -20.61046  -21.337471
 -21.686165 -21.936779]",116503695.02604008,53588862419.12842,1492344055175.7812,0.0,0.0,39342026710.510254,116503695.02604008,0.0,15323957204.818726,0.0,0.0,19670733213.424683,0.0116503695,0.0026952499620937626,0.0
435782,4371211,2144124755859.375,True,549495,0.0024174482,[-205.01825   -82.31112    61.010773],135.5206,88.22963,66046066284.17969,238.30669,"[-19.938211 -20.351377 -21.211716 -24.11749  -20.80522  -21.54919
 -21.900826 -22.151295]",208600759.5062256,70886864662.17041,2020830993652.3438,0.0,0.0,52198209762.57324,208600759.5062256,41094156.9134593,39697694778.44238,0.0,0.0,26098675727.84424,0.020860076,4.6312856716630166e-05,0.0015745686617201285
435868,4371211,1447914276123.0469,True,390188,0.0,[-145.21344  180.30846  -95.5165 ],104.69681,106.1935,20383644104.003906,227.9363,"[-19.07621  -19.535843 -20.42876  -23.453207 -20.001549 -20.778355
 -21.150908 -21.419596]",138414399.69837666,84142980575.56152,1336035766601.5625,0.0,0.0,27597126960.754395,138414399.69837666,837658.8084502146,6446072459.220886,0.0,0.0,13798320293.426514,0.01384144,0.0,6.0707302819262226e-05
436003,4371211,1854065856933.5938,True,510342,2.4617865,[-166.05644  -59.00491 -243.19972],125.34179,92.07346,40629882812.5,283.51434,"[-20.92477  -20.968113 -21.584682 -24.287663 -21.323025 -21.855913
 -22.139956 -22.3544  ]",192196629.94146347,101914272308.34961,1704513397216.7969,0.0,0.0,47445950508.117676,192196629.94146347,5779096.973128617,16709229946.136475,0.0,0.0,23722677230.83496,0.019219663,0.05188612478401051,0.00024361065645731131
436127,4371211,1540484466552.7344,True,512419,4.046518,[ -74.14427 -184.21696 -392.0614 ],107.25687,103.90666,37737910747.528076,228.62488,"[-21.64766  -21.681566 -22.21156  -24.709337 -22.0103   -22.440546
 -22.65907  -22.826815]",133617352.694273,194391250610.35156,1306575927734.375,0.0,0.0,39383707046.50879,133617352.694273,1861042678.3561707,16051983833.312988,0.0,0.0,19691267013.549805,0.013361735,0.10274598691763359,0.09451106813368404
436233,4371211,2071376647949.2188,True,515995,0.10578631,[  0.3485809 -27.187698  -21.338474 ],130.4252,95.05725,24634685516.35742,255.92993,"[-19.747341 -20.0925   -20.923954 -23.812181 -20.533419 -21.255133
 -21.601173 -21.845938]",186598394.06609535,69100894927.97852,1964267425537.1094,0.0,0.0,37821784019.470215,186598394.06609535,1400611.2178321928,5536038279.533386,0.0,0.0,18910647630.69153,0.01865984,0.0027969677102419213,7.40646880627734e-05
436349,4371211,1806541748046.875,True,503107,0.78564537,[ -89.111984 -131.61565  -149.46672 ],139.77702,76.76513,61231002807.61719,234.95695,"[-20.54836  -20.779839 -21.53982  -24.401775 -21.191315 -21.85174
 -22.180273 -22.424381]",121771590.78419209,89118404388.42773,1660912628173.8281,0.0,0.0,56388897895.81299,121771590.78419209,245147310.19735336,32670211791.992188,0.0,0.0,28193871974.94507,0.012177159,0.013932624949801738,0.008695056514947909
436458,4371211,1531257019042.9688,True,446365,0.38146862,[ 394.1043  -312.51334 -297.9269 ],128.16104,80.63839,53764314651.48926,224.3997,"[-20.408283 -20.720213 -21.5038   -24.339886 -21.143333 -21.818226
 -22.142464 -22.378817]",152699453.7562132,102185840606.68945,1380455474853.5156,0.0,0.0,48463096618.65234,152699453.7562132,66888807.34145641,29313197135.925293,0.0,0.0,24231529235.839844,0.015269945,0.007871321696140916,0.0027604038808464455
436551,4371211,1485767517089.8438,True,395114,0.011072075,[131.2551  -59.886   158.85318],110.47457,106.8501,32438459396.362305,220.8548,"[-19.731487 -20.124687 -20.970442 -23.876781 -20.573093 -21.30214
 -21.646952 -21.894413]",132642341.7776823,74815521240.23438,1378417968750.0,0.0,0.0,32401368618.011475,132642341.7776823,23690885.864198208,16082317829.13208,0.0,0.0,16199809312.820435,0.013264234,0.00034171627516653826,0.0014624175758321662
436642,4371211,2174628295898.4375,True,522706,0.0,[244.29561  119.663536 438.5289  ],138.03442,84.386284,40914621353.149414,273.56882,"[-19.688269 -20.136703 -21.025509 -24.011305 -20.600853 -21.373827
 -21.742872 -22.006405]",233615878.96943092,29303028583.52661,2094437561035.1562,0.0,0.0,50654101371.76514,233615878.96943092,0.0,15354291200.637817,0.0,0.0,25326712131.500244,0.023361588,0.0,0.0
436797,4371211,2179670257568.3594,True,515045,0.0,[  71.04146 -145.87726  256.48712],139.39275,80.17315,32094342708.587646,256.58792,"[-19.32047  -19.747314 -20.62681  -23.576853 -20.207314 -20.973328
 -21.339912 -21.597824]",234713591.6352272,41572465896.606445,2100458984375.0,0.0,0.0,37404048442.840576,234713591.6352272,2686769.003048539,13155043125.152588,0.0,0.0,18701900243.759155,0.02347136,0.0,0.00014366288815732063
436917,4371211,1805192108154.2969,True,525215,2.098783,[-150.14952    47.864044   66.46241 ],135.19698,75.15261,88056058883.66699,252.42955,"[-21.249708 -21.322184 -21.969189 -24.700031 -21.688738 -22.249866
 -22.54568  -22.766945]",185548625.88644028,93492002487.18262,1639178009033.2031,0.0,0.0,72336521148.68164,185548644.51289177,22927045.356482267,51679806709.28955,0.0,0.0,36167776584.625244,0.018554864,0.029014154715720455,0.0006339080673880421
