,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloSFR,SubhaloVel,SubhaloVelDisp,SubhaloHalfmassRad,SubhaloMassInHalfRad,SubhaloVmax,SubhaloStellarPhotometrics,SubhaloBHMass,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH,SubhaloMassInHalfRadGas,SubhaloMassInHalfRadDM,SubhaloMassInHalfRadNone,SubhaloMassInHalfRadTracers,SubhaloMassInHalfRadStellar,SubhaloMassInHalfRadBH,SubhalosSFR,SubhaloGasFraction
531201,4371211,345320549011.23047,True,117031,1.4023355,[-390.4198   634.116    398.08875],80.723206,37.955067,14965230226.516724,168.34064,"[-20.291027 -20.148212 -20.657112 -23.255836 -20.461784 -20.896008
 -21.149204 -21.347784]",41307876.81788206,38820283412.93335,291453475952.14844,0.0,0.0,15005487203.598022,41307876.81788206,677159652.1139145,6744360923.76709,0.0,0.0,7502400875.091553,0.0041307877,0.09345484791875124,0.09025906018460404
531279,4371211,348648109436.03516,True,107997,2.2639883,[-73.00137  -49.650818 178.5047  ],80.22918,36.91595,11365301609.039307,160.23218,"[-20.31368  -20.041758 -20.41638  -22.774353 -20.307571 -20.608328
 -20.80469  -20.962706]",33547037.74675727,36717450618.7439,302606430053.71094,0.0,0.0,9290684461.593628,33547040.075063705,437688976.5262604,6248898506.164551,0.0,0.0,4645166993.141174,0.003354704,0.24368368830234996,0.09422459454580007
531300,4371211,522521324157.71484,True,160111,1.299143,[  74.525925 -161.73314   200.07407 ],86.27326,52.395054,11268501281.738281,215.82866,"[-20.370012 -20.202171 -20.674212 -23.275858 -20.50249  -20.901125
 -21.147123 -21.347845]",111586274.57916737,45100426673.88916,462575187683.10547,0.0,0.0,14734112024.307251,111586274.57916737,327205508.94737244,3463183939.4569397,0.0,0.0,7366524934.768677,0.011158627,0.08817246364018906,0.04441789199721854
531332,4371211,599567489624.0234,True,150177,0.0,[ 347.10834 -169.6914   124.95004],89.2862,57.70222,16766998767.852783,186.51479,"[-18.996008 -19.391224 -20.238882 -23.134872 -19.840326 -20.571201
 -20.91527  -21.16163 ]",96836322.91853428,11372351646.42334,570727653503.418,0.0,0.0,17370642423.62976,96836322.91853428,7229158.072732389,7977962493.896484,0.0,0.0,8684971332.550049,0.009683632,0.0,0.0008323755825927166
531391,4371211,462669639587.40234,True,129012,0.0,[-683.8001   122.66226 -132.18263],89.06969,46.030674,19055989980.69763,204.04565,"[-19.450537 -19.815788 -20.602442 -23.490818 -20.24095  -20.916544
 -21.242508 -21.487162]",102404179.05151844,11493901014.328003,429262924194.33594,0.0,0.0,21810421943.66455,102404179.05151844,0.0,8048743009.567261,0.0,0.0,10904842615.127563,0.010240418,0.0,0.0
531429,4371211,515385856628.41797,True,151936,1.5409237,[161.03008   73.81673   46.977066],92.79493,50.540707,10674688816.070557,173.45119,"[-20.448242 -20.175703 -20.543514 -22.943113 -20.439798 -20.731253
 -20.926573 -21.091412]",61194524.1689682,45918717384.33838,459263687133.78906,0.0,0.0,10142272710.80017,61194524.1689682,396082252.2640228,5146746635.437012,0.0,0.0,5070665478.70636,0.0061194524,0.1519308106354582,0.07811247930421004
531474,4371211,533801193237.3047,True,160396,3.0585554,[-160.47087   262.19003   -97.813225],85.46663,53.91288,13538432121.276855,167.9218,"[-20.604708 -20.403376 -20.834436 -23.25982  -20.690016 -21.04258
 -21.251123 -21.417042]",51123653.538525105,50182075500.48828,471053695678.71094,0.0,0.0,12514307498.931885,51123653.538525105,81904130.05650043,7148820757.865906,0.0,0.0,6256584525.108337,0.0051123654,0.24440468358874967,0.013090869263862812
531639,4371211,527262306213.3789,True,159130,1.0383613,[249.83661   129.34515    -1.0643075],98.00577,38.88303,21524155139.923096,201.10326,"[-20.022934 -20.112112 -20.749828 -23.52341  -20.47663  -21.025108
 -21.319551 -21.548899]",86735421.7916727,37721059322.35718,469572334289.5508,0.0,0.0,19882156848.90747,86735421.7916727,950592011.2133026,10546280145.645142,0.0,0.0,9940548539.161682,0.008673542,0.05222578811996046,0.09562772189767599
531900,4371211,585299072265.625,True,144794,0.019589627,[  56.39124  410.60562 -396.8424 ],89.441956,57.70505,11397840976.715088,189.72736,"[-18.418312 -18.841375 -19.712288 -22.681202 -19.298086 -20.055283
 -20.417309 -20.675154]",102037414.90840912,13723907470.703125,557749557495.1172,0.0,0.0,13723394870.758057,102211572.22986221,856978.5859435797,4433886706.829071,0.0,0.0,6860885620.1171875,0.010221157,0.0014274621801755349,0.0001249078666215896
531974,4371211,519969673156.7383,True,159633,2.1064925,[  8.395566 163.32088  239.50679 ],86.619286,49.039394,18274488449.09668,166.20013,"[-20.504387 -20.455215 -20.95812  -23.420935 -20.770628 -21.185474
 -21.409122 -21.579184]",44153602.79381275,48825764656.066895,456210021972.65625,0.0,0.0,14889730215.072632,44153602.79381275,740437209.6061707,10045760869.979858,0.0,0.0,7444136738.777161,0.0044153603,0.14147284665012225,0.099465826003594
532001,4371211,599041671752.9297,True,160860,0.0,[-139.04955  -214.3261    -69.816765],102.88032,41.560146,28161480426.78833,217.55116,"[-19.214552 -19.681475 -20.57441  -23.600365 -20.147814 -20.922537
 -21.29293  -21.563059]",93282200.39606094,3659703135.4904175,566040992736.8164,0.0,0.0,29247710704.803467,93282200.39606094,1132176.6942273825,13443220853.805542,0.0,0.0,14623845815.65857,0.00932822,0.0,7.741990092750415e-05
532043,4371211,512504386901.85547,True,155349,0.2245541,[ 31.536747  98.25568  227.45538 ],88.62505,45.80784,13867595195.770264,182.07162,"[-19.042168 -19.31275  -20.091318 -22.946854 -19.732512 -20.40668
 -20.735266 -20.975079]",60724667.27346182,45978827476.501465,452150268554.6875,0.0,0.0,14314576387.405396,60724667.27346182,1926220.2840764076,6648302078.24707,0.0,0.0,7156642675.39978,0.0060724667,0.015687094086186494,0.00026915138444701044
532179,4371211,514875221252.4414,True,155255,1.0223485,[-215.4389   140.26476  -66.4691 ],82.009285,54.492428,11107209920.883179,171.20323,"[-20.053251 -19.984053 -20.539474 -23.173487 -20.315826 -20.790712
 -21.052351 -21.252817]",68658106.02903366,43357543945.3125,457928962707.51953,0.0,0.0,13520042896.270752,68658106.02903366,446560047.5668907,3832253217.6971436,0.0,0.0,6759738326.072693,0.0068658106,0.07561725439657807,0.06606173582851327
532205,4371211,547076797485.35156,True,146550,1.0692686,[ 424.06064  134.66403 -751.1327 ],97.15973,44.448914,19680875539.779663,197.20609,"[-20.349985 -20.370735 -20.928509 -23.535065 -20.705793 -21.176376
 -21.430954 -21.628942]",101036010.31005383,16806974411.010742,510301399230.95703,0.0,0.0,19867362976.07422,101036010.31005383,0.0,9646357297.897339,0.0,0.0,9933481812.477112,0.010103601,0.05382035781694319,0.0
532226,4371211,644226531982.4219,True,158380,0.0,[ 173.91779 -129.81761  214.66252],99.525116,50.34107,14980628490.447998,237.0246,"[-18.47342  -18.983322 -19.904657 -23.000916 -19.459755 -20.264288
 -20.6511   -20.93413 ]",112427808.34436417,3122339546.6804504,620425605773.9258,0.0,0.0,20566167831.4209,112427808.34436417,0.0,4585558772.087097,0.0,0.0,10282641649.246216,0.011242781,0.0,0.0
532301,4371211,323556404113.76953,True,99230,0.26257488,[121.80169 212.25835 148.39441],68.46929,51.240685,7361845970.153809,149.08965,"[-19.065136 -19.133959 -19.728361 -22.380465 -19.482975 -19.987686
 -20.256119 -20.460098]",47236857.93578625,32495892047.88208,284552383422.85156,0.0,0.0,6460900306.70166,47236857.93578625,251992717.38529205,3832253217.6971436,0.0,0.0,3230363130.569458,0.004723686,0.04064060252452306,0.07800755122563265
532465,4371211,662010879516.6016,True,161835,0.0,[-182.16232    24.822323  183.36356 ],104.42833,48.511932,18752864599.227905,222.07837,"[-18.514967 -19.009926 -19.921099 -22.970982 -19.483059 -20.276077
 -20.654722 -20.931746]",121545055.88114262,4587316811.084747,637185401916.5039,0.0,0.0,20116631984.710693,121545055.88114262,3852219.6700796485,8569484353.065491,0.0,0.0,10057983398.4375,0.012154506,0.0,0.0003830011959134957
532627,4371211,485932006835.9375,True,152467,1.0183678,[115.57209  91.87502 116.25126],81.968376,53.4978,13540782928.466797,156.90105,"[-19.868128 -19.832226 -20.383137 -22.947222 -20.164248 -20.628756
 -20.876413 -21.062721]",45592035.16691923,54896450042.72461,420663108825.6836,0.0,0.0,10326871871.948242,45592035.16691923,414504930.37700653,7917293310.165405,0.0,0.0,5163391828.536987,0.0045592035,0.09861338263528407,0.08027764387086109
532741,4371211,634373893737.793,True,155595,0.0,[-106.53145   289.23514     6.209194],93.673744,54.94728,17222267389.297485,191.4884,"[-18.646427 -19.110018 -20.002733 -23.01544  -19.576101 -20.351284
 -20.721836 -20.990376]",119919572.02553749,7293123006.820679,608640670776.3672,0.0,0.0,18320165872.573853,119919572.02553749,10489948.326721787,7932460904.121399,0.0,0.0,9159396886.825562,0.011991957,0.0,0.0011452662720413424
532774,4371211,513508033752.4414,True,157665,0.31339362,[ 181.28134 -174.91429   69.16373],88.439575,44.389347,22006530761.71875,167.24283,"[-19.336317 -19.489351 -20.171799 -22.88956  -19.87171  -20.458849
 -20.756237 -20.971292]",33700459.17108655,53499479293.82324,447893333435.0586,0.0,0.0,12081531286.239624,33700459.17108655,214531980.45492172,15718305110.931396,0.0,0.0,6039992570.877075,0.003370046,0.025939892486454737,0.035518583497821964
532939,4371211,551658782958.9844,True,151537,0.90474784,[  18.114582  159.5574   -401.36133 ],91.81645,49.914837,15327994823.45581,180.82,"[-19.914211 -19.924957 -20.521574 -23.189041 -20.271914 -20.786839
 -21.063862 -21.273867]",94747617.8407669,25755736827.85034,508344841003.41797,0.0,0.0,17463456392.288208,94747617.8407669,5473454.366438091,6496629714.96582,0.0,0.0,8731144666.671753,0.009474762,0.05180806270068642,0.0006268885209669227
532983,4371211,524926834106.4453,True,160344,0.63919884,[-253.77548   174.59485  -104.328026],93.076385,43.476055,20522086620.33081,193.84735,"[-19.690332 -19.890032 -20.586975 -23.365328 -20.279099 -20.875782
 -21.172401 -21.395054]",58333124.03410673,42814559936.52344,464339637756.34766,0.0,0.0,17714298963.546753,58333124.03410673,656155571.3415146,10950739383.69751,0.0,0.0,8856858611.106873,0.0058333124,0.036083778476350095,0.07408445817557344
533521,4371211,619795341491.6992,True,152247,0.0,[147.84105  155.85126    8.009302],94.41642,55.255085,13226802349.090576,232.14359,"[-18.683428 -19.143671 -20.03617  -23.067116 -19.60911  -20.385422
 -20.757849 -21.02744 ]",130711868.4053421,5983762741.088867,595182266235.3516,0.0,0.0,18498600721.359253,130711868.4053421,0.0,3847420513.6299133,0.0,0.0,9248670339.58435,0.013071187,0.0,0.0
533573,4371211,539297294616.6992,True,158471,0.23687594,[-105.90168  -563.1311     29.224367],85.9858,54.592632,11951878070.831299,193.77556,"[-19.54206  -19.639648 -20.300142 -23.09845  -20.011541 -20.584457
 -20.88569  -21.116173]",92428736.38868332,39507851600.64697,485305824279.78516,0.0,0.0,14391207695.007324,92428736.38868332,104301823.30310345,4560280144.21463,0.0,0.0,7194867730.140686,0.009242874,0.01645976775605481,0.01449669781504989
533667,4371211,633419761657.7148,True,151500,0.0,[  95.36091  106.50362 -196.97922],95.17725,54.1148,13509956598.28186,214.23055,"[-18.28151  -18.750668 -19.64914  -22.675468 -19.218557 -20.000607
 -20.375568 -20.646387]",105785978.95801067,8888906836.509705,609995613098.1445,0.0,0.0,14429439306.259155,105785978.95801067,1593391.498317942,6188229322.433472,0.0,0.0,7214348316.192627,0.010578598,0.0,0.00022086423173408052
533692,4371211,465096549987.79297,True,143798,1.7694609,[ 370.53726 -349.4293   210.41833],87.5628,46.929203,24239947795.86792,191.06209,"[-20.552973 -20.621813 -21.200638 -23.84042  -20.966394 -21.452257
 -21.711765 -21.91408 ]",51730810.66459417,27975184917.44995,413453598022.46094,0.0,0.0,23616046905.51758,51730810.66459417,1111087277.5316238,11269251108.169556,0.0,0.0,11807878017.425537,0.005173081,0.07492621113086263,0.09409711684791552
533992,4371211,451718254089.35547,True,120571,0.21448559,[ 75.61396 180.8408  213.05037],82.31114,50.038395,11317350864.4104,178.09557,"[-19.18276  -19.475914 -20.177872 -22.927422 -19.86887  -20.465282
 -20.75981  -20.979149]",63604041.93401337,18572180271.14868,420738945007.3242,0.0,0.0,12343530654.907227,63604041.93401337,142756756.39510155,4939460754.394531,0.0,0.0,6171529889.1067505,0.006360404,0.017376356221408578,0.023131502068405887
534095,4371211,301332473754.8828,True,93490,0.85867447,[ 12.6118145 -10.2545395 293.6755   ],71.31636,41.774796,6902247667.312622,142.18846,"[-19.296576 -19.1551   -19.586653 -22.005749 -19.442827 -19.794918
 -20.00912  -20.17701 ]",24446111.638098955,37292006015.77759,259435443878.17383,0.0,0.0,4580570459.365845,24446111.638098955,148682743.31092834,4438942372.79892,0.0,0.0,2290176451.2062073,0.0024446112,0.18746015899705945,0.06492195971739165
534122,4371211,584826431274.4141,True,148227,0.0,[-101.72621  -155.1151    -17.121069],89.719666,56.027504,12683714628.219604,195.25139,"[-18.754822 -19.185646 -20.053082 -23.033987 -19.642052 -20.39281
 -20.751007 -21.011827]",94952685.75847149,14472154378.890991,554240875244.1406,0.0,0.0,16018428802.490234,94952685.75847149,0.0,4580503106.117249,0.0,0.0,8008258342.74292,0.009495269,0.0,0.0
534267,4371211,513479614257.8125,True,156778,1.991119,[115.97595   28.221243 157.49118 ],90.96906,42.65087,18573365211.486816,178.85565,"[-20.393185 -20.248331 -20.712269 -23.279125 -20.547045 -20.934198
 -21.175611 -21.372599]",60134790.83776474,45255126953.125,452989501953.125,0.0,0.0,15174832344.055176,60134790.83776474,698049813.5089874,10227768421.173096,0.0,0.0,7587413191.795349,0.006013479,0.13121192919919067,0.09200102800040252
534362,4371211,476132087707.51953,True,145828,1.3942289,[125.97774 100.78762 -67.65906],80.18934,57.124817,9917613267.89856,166.94424,"[-20.247692 -20.132132 -20.603907 -23.140944 -20.435158 -20.8237
 -21.049538 -21.232508]",45373667.96284914,45763597488.40332,418969421386.71875,0.0,0.0,11353706121.444702,45373667.96284914,212140250.9510517,3983925580.9783936,0.0,0.0,5676173567.771912,0.004537367,0.12279945599510467,0.03737381325961177
534489,4371211,569511833190.918,True,150293,0.0,[ 195.49373  -188.48625   -54.535625],90.50138,53.23503,14795546531.677246,176.27167,"[-18.931206 -19.321516 -20.15733  -23.06617  -19.76601  -20.485952
 -20.825788 -21.070871]",85164783.52248669,22513918876.64795,531383857727.0508,0.0,0.0,15528867244.720459,85164783.52248669,0.0,6946590542.793274,0.0,0.0,7763791084.289551,0.008516478,0.0,0.0
534514,4371211,583991928100.5859,True,149480,0.0,[126.24004   27.747938  69.47379 ],92.71148,53.303288,19908652305.603027,188.68726,"[-19.108873 -19.516832 -20.367935 -23.296015 -19.967312 -20.70155
 -21.048588 -21.300339]",65902783.535420895,10134251117.706299,553977966308.5938,0.0,0.0,19813802242.279053,65902783.535420895,6904045.585542917,9929479360.580444,0.0,0.0,9906366467.475891,0.0065902784,0.0,0.0006969301618519716
534539,4371211,551645355224.6094,True,139466,0.0,[-456.31625 -146.9699  -621.96765],92.072235,50.692707,15939654111.862183,198.79301,"[-18.797709 -19.22049  -20.082264 -23.030499 -19.674917 -20.419746
 -20.77317  -21.03023 ]",104213235.89980602,9974477291.107178,524659729003.90625,0.0,0.0,16906939744.94934,104213235.89980602,1088184.3627430499,7381384968.757629,0.0,0.0,8452968001.365662,0.010421324,0.0,0.00012873399764050245
534682,4371211,568854980468.75,True,152709,0.0,[  -1.6936426  201.26942   -161.26164  ],98.48839,43.830273,24139926433.563232,214.28156,"[-19.161581 -19.590492 -20.45529  -23.409182 -20.04611  -20.794088
 -21.149212 -21.406866]",112150376.66261196,9891203045.845032,534402160644.53125,0.0,0.0,24449484348.29712,112150376.66261196,3348583.122715354,11800104379.65393,0.0,0.0,12224323749.542236,0.011215038,0.0,0.00027392788274613133
534699,4371211,421308517456.0547,True,128312,2.508392,[-86.562744  63.271435 124.82073 ],82.44599,49.058918,11325278282.165527,159.26556,"[-20.54028  -20.348574 -20.747557 -23.093302 -20.62575  -20.940895
 -21.129667 -21.281364]",51438841.03745222,39177794456.48193,371182518005.3711,0.0,0.0,10896739959.716797,51438841.03745222,274421274.6620178,5551205873.48938,0.0,0.0,5448212027.549744,0.005143884,0.23019656381989942,0.050369051952156664
534712,4371211,445187416076.66016,True,134699,1.3977027,[-28.498255 214.26613   55.864464],81.178024,52.72849,10957021713.256836,171.49016,"[-20.081959 -20.034082 -20.548336 -23.139019 -20.35298  -20.782053
 -21.025606 -21.219885]",50570918.24710369,38842933177.948,394964752197.2656,0.0,0.0,11329163312.911987,50570918.24710369,464213117.9571152,4777677059.173584,0.0,0.0,5664560794.830322,0.005057092,0.12337210218747839,0.08195041677031208
534859,4371211,468564567565.91797,True,121884,0.0,[-163.73734 -237.6652  -127.6073 ],86.66081,46.869694,12896218299.865723,180.73201,"[-18.70911  -19.123543 -19.981592 -22.93726  -19.576204 -20.318443
 -20.671003 -20.925688]",83244293.92814636,12997233867.645264,440881004333.4961,0.0,0.0,14603071212.768555,83244293.92814636,1200089.2456853762,5510759949.684143,0.0,0.0,7301013469.696045,0.008324429,0.0,0.00016437296694034702
535240,4371211,450536193847.65625,True,136950,0.64382976,[ 159.06598  634.20044 -142.73007],87.24149,43.235466,12860131263.73291,176.08673,"[-19.941904 -19.895512 -20.465239 -23.143454 -20.232534 -20.7219
 -20.994339 -21.204031]",81420196.22027874,37795877456.66504,398756561279.2969,0.0,0.0,13902335166.931152,81420196.22027874,438262708.4851265,5389422178.268433,0.0,0.0,6951026320.4574585,0.00814202,0.04631090785863707,0.06305007178512363
535262,4371211,583630142211.9141,True,148980,0.0,[-182.94962  -78.75406 -166.68152],95.812836,47.795353,18757750988.00659,209.71094,"[-18.908625 -19.344255 -20.21964  -23.180986 -19.803888 -20.56193
 -20.922054 -21.181263]",115835526.95810795,6764546632.766724,555833435058.5938,0.0,0.0,20916333198.547363,115835526.95810795,9039318.53827089,8175136446.95282,0.0,0.0,10457739830.01709,0.011583553,0.0,0.0008643663626365162
535279,4371211,622341346740.7227,True,147403,0.0,[-203.76642     6.071541 -242.5624  ],91.62774,59.75981,11122435331.344604,196.77942,"[-18.235336 -18.701845 -19.597378 -22.610977 -19.168772 -19.947174
 -20.318316 -20.587698]",105635197.83318043,7299642562.866211,601324996948.2422,0.0,0.0,13611060380.935669,105635197.83318043,0.0,4211433827.8770447,0.0,0.0,6805366873.74115,0.01056352,0.0,0.0
535303,4371211,484190521240.2344,True,154465,0.90623575,[  17.212921  214.65158  -123.40699 ],95.68159,39.031376,21832094192.504883,208.03128,"[-20.315123 -20.311886 -20.911179 -23.665882 -20.659815 -21.178131
 -21.463717 -21.68699 ]",96976961.94052696,33466856479.644775,426735038757.3242,0.0,0.0,23891642093.658447,96976961.94052696,542915388.9417648,9246953725.81482,0.0,0.0,11945248842.23938,0.009697696,0.037931078614744554,0.04545032055104382
535372,4371211,422933311462.40234,True,126304,0.07931429,[82.15311  28.51136  33.478546],76.62219,55.97277,9065378308.296204,168.61775,"[-18.687853 -18.948706 -19.726492 -22.598732 -19.367935 -20.041828
 -20.369282 -20.609886]",70345662.53423691,38644325733.184814,374266548156.7383,0.0,0.0,9952117800.712585,70345662.53423691,0.0,4019315540.790558,0.0,0.0,4975717365.74173,0.0070345663,0.007969589294001761,0.0
535452,4371211,449390258789.0625,True,125323,0.36234128,[ 518.27716 -318.19965  337.3493 ],82.33362,48.291718,12585438489.91394,166.03189,"[-19.14609  -19.3298   -20.058207 -22.87395  -19.729038 -20.36004
 -20.674494 -20.907219]",45600268.05847883,27232799530.029297,409570808410.64453,0.0,0.0,12541069984.436035,45600268.05847883,579436.9280920364,6269121170.043945,0.0,0.0,6270138025.283813,0.004560027,0.028892374032006198,9.241214878452514e-05
535709,4371211,567154197692.8711,True,147337,0.13068573,[ 66.46776 236.22623 171.51498],92.64614,49.941597,19110965728.759766,190.20377,"[-19.299612 -19.579134 -20.359093 -23.209026 -19.99945  -20.67546
 -21.004017 -21.24251 ]",77882679.1793108,12381201982.498169,535423393249.5117,0.0,0.0,19271702766.418457,77882679.1793108,8921262.924559414,9388514757.156372,0.0,0.0,9635647535.324097,0.007788268,0.0067812239194728575,0.0009258602384379709
535742,4371211,508132972717.28516,True,152765,0.14893188,[239.64726 143.57948 126.37018],87.577354,48.28662,13496096134.185791,172.12602,"[-19.468939 -19.718443 -20.436075 -23.19509  -20.115877 -20.730068
 -21.029282 -21.248426]",59989076.1077404,42411918640.13672,450598144531.25,0.0,0.0,15062912702.560425,59989076.1077404,19926431.123167276,5884884595.870972,0.0,0.0,7531296014.785767,0.0059989076,0.009887322509650643,0.0026458170126425575
535757,4371211,485330200195.3125,True,146272,1.6429185,[-188.44664  260.96796  114.67456],95.16228,37.67109,16584454774.856567,189.17271,"[-20.418396 -20.30109  -20.816195 -23.384249 -20.617846 -21.053984
 -21.298738 -21.490593]",89520756.15525246,35455174446.10596,431477317810.0586,0.0,0.0,18308173418.045044,89520756.15525246,0.0,7340939044.952393,0.0,0.0,9153994917.869568,0.008952076,0.08973688581638414,0.0
535873,4371211,470008659362.79297,True,131755,0.0,[524.3039    63.423664 471.35556 ],85.980225,50.262466,15550259351.730347,183.80202,"[-19.18869  -19.554419 -20.368229 -23.226124 -19.990505 -20.689806
 -21.020273 -21.257109]",87227290.49623013,20885109901.428223,431386337280.27344,0.0,0.0,17649979591.36963,87227290.49623013,729335.5884030461,6638190746.307373,0.0,0.0,8824113011.360168,0.008722729,0.0,8.265256660517595e-05
535887,4371211,491536560058.59375,True,154495,1.4248482,[ 96.50234   265.61823     0.4247606],90.91598,42.093204,18909519910.812378,188.26848,"[-20.491413 -20.41789  -20.973265 -23.706251 -20.749632 -21.225485
 -21.498953 -21.720535]",55224648.67681265,33357999324.798584,436179161071.77734,0.0,0.0,21944177150.72632,55224648.67681265,1092760339.3793106,6789862513.542175,0.0,0.0,10971672534.942627,0.005522465,0.06493058222707274,0.09959833707204467
535958,4371211,187188529968.26172,True,53571,0.5356272,[ 340.65375  -95.46052 -154.77864],77.68155,25.338701,7639355659.484863,148.14697,"[-19.66401  -19.551954 -20.04407  -22.556276 -19.862492 -20.270323
 -20.499935 -20.679295]",42136078.70042324,10134265422.821045,169706115722.65625,0.0,0.0,7305997014.045715,42136078.70042324,193346161.39531136,3751361370.08667,0.0,0.0,3652511835.0982666,0.004213608,0.07331335959604579,0.05293512249224775
536048,4371211,503756675720.21484,True,151586,1.8167561,[  16.903503 -106.23507  -131.0415  ],88.20089,47.757656,13324402570.724487,185.57303,"[-20.6355   -20.46849  -20.903257 -23.372442 -20.75785  -21.111538
 -21.326252 -21.501211]",75735948.04853201,42781906127.92969,446619262695.3125,0.0,0.0,14279764890.670776,75735948.04853201,285110026.5979767,5824216008.18634,0.0,0.0,7139340639.11438,0.007573595,0.12722591325377847,0.039935064176086714
536143,4371211,471832466125.4883,True,137208,0.7653303,[-244.24911 -144.82217  234.32883],84.90648,46.82758,10634489059.448242,164.7899,"[-19.819904 -19.723179 -20.27288  -22.905663 -20.052036 -20.523987
 -20.784925 -20.984037]",58281896.63589001,36013004779.815674,425011024475.09766,0.0,0.0,10750166177.749634,58281896.63589001,534769706.428051,4666450619.697571,0.0,0.0,5374986529.350281,0.0058281897,0.07119241712005232,0.09949228774954587
536201,4371211,492733917236.3281,True,144966,3.6804051,[ 44.163822  91.208954 171.99826 ],90.24209,44.703304,12897276878.356934,204.94037,"[-20.883188 -20.598991 -20.982164 -23.385975 -20.867151 -21.177912
 -21.379618 -21.54506 ]",102857584.13374424,36545722484.58862,440764732360.83984,0.0,0.0,15320595502.853394,102857584.13374424,246249213.8147354,4888903498.649597,0.0,0.0,7659266591.0720825,0.010285758,0.2402259846386282,0.03215049520560786
536221,4371211,319867744445.8008,True,93971,0.3342722,[-54.872738  89.13328  384.8772  ],75.21187,42.89492,10598288774.490356,176.01978,"[-19.063591 -19.281757 -19.923756 -22.671724 -19.6506   -20.19582
 -20.480162 -20.700727]",57524223.81192446,22199773788.45215,287909393310.5469,0.0,0.0,9701044559.47876,57524223.81192446,245757736.26565933,5445035099.983215,0.0,0.0,4849972128.868103,0.0057524224,0.034457341555349054,0.05067198939203282
536307,4371211,573694763183.5938,True,141724,0.0,[ -23.66544 -242.65817  543.31024],92.80592,48.81534,16983534097.671509,195.24046,"[-18.620722 -19.05421  -19.928911 -22.877338 -19.513466 -20.27153
 -20.631855 -20.889488]",110276881.60538673,7403414845.466614,549291305541.9922,0.0,0.0,16889753341.674805,110276881.60538673,734681.7437792197,8427923321.723938,0.0,0.0,8444599509.239197,0.011027688,0.0,8.700018786863815e-05
536439,4371211,496839752197.2656,True,153082,2.5041282,[437.92444 431.32687 142.41245],87.78737,45.765938,18150628805.160522,171.98006,"[-20.489653 -20.33043  -20.76266  -23.165096 -20.618889 -20.969276
 -21.177177 -21.340462]",68105263.63551617,50536518096.92383,433428840637.20703,0.0,0.0,12806286811.828613,68105263.63551617,572500601.4108658,11107467412.948608,0.0,0.0,6402555108.070374,0.0068105264,0.19553897663639616,0.0894175203098577
536554,4371211,481710243225.09766,True,147351,0.8815182,[ 44.720943 271.6998    99.77202 ],78.61307,55.59068,19090840816.497803,150.96577,"[-20.104998 -20.038877 -20.570204 -23.050114 -20.3638   -20.80763
 -21.041172 -21.213593]",30324426.479637623,47568097114.56299,422791557312.0117,0.0,0.0,11320250034.332275,30324426.479637623,387787558.1383705,13013482093.811035,0.0,0.0,5659245848.655701,0.0030324426,0.07787091119588496,0.0685228329902801
536615,4371211,559509391784.668,True,148066,0.0,[ 69.84745  -34.308765  71.90105 ],93.401306,47.831608,14809801578.521729,212.61205,"[-18.926416 -19.385868 -20.271355 -23.298225 -19.849367 -20.616484
 -20.982183 -21.25168 ]",107755782.08267689,13254587650.299072,525878143310.5469,0.0,0.0,20268900394.439697,107755782.08267689,2505498.12335521,4565335810.184479,0.0,0.0,10134203433.990479,0.010775578,0.0,0.0002472318756649072
536640,4371211,492991142272.9492,True,150322,0.8907398,[-64.23547  69.75713 186.4766 ],84.77655,50.998955,15564877986.907959,166.83156,"[-20.006495 -20.040092 -20.61535  -23.20879  -20.381979 -20.867126
 -21.121431 -21.31358 ]",51799081.26592636,44799757003.78418,434960746765.1367,0.0,0.0,13178863525.390625,51799081.26592636,379736907.78017044,8544205427.1698,0.0,0.0,6589136123.657227,0.005179908,0.06758851374625155,0.05763075775848469
536669,4371211,466584548950.1953,True,135154,0.43539897,[ 300.19452 -255.16316  443.84882],83.402306,57.526134,10864949226.379395,176.90533,"[-20.011934 -20.030407 -20.60003  -23.236511 -20.371042 -20.848385
 -21.100893 -21.298878]",72446111.58967018,32950229644.77539,420749053955.0781,0.0,0.0,12812848091.125488,72446111.58967018,260936673.7306118,4125486314.2967224,0.0,0.0,6406080126.76239,0.007244611,0.03398143511711174,0.04073265843811546
536758,4371211,459618568420.41016,True,128287,0.02074576,[ 408.22464   -376.63885      1.1912534],83.12103,53.1351,14959218502.044678,176.32991,"[-19.548561 -19.839052 -20.54834  -23.282557 -20.235435 -20.83598
 -21.125063 -21.339445]",69616883.9931488,23226759433.746338,420829925537.1094,0.0,0.0,15492273569.107056,69616883.9931488,0.0,7143765091.896057,0.0,0.0,7745836377.14386,0.0069616884,0.0013391036336492057,0.0
