,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH
527996,4371211,59.168713,True,158657,1.0206614,55.6794,0.0,0.0,2.4547422,0.013905912
528028,4371211,47.07288,True,150997,3.8553655,41.12493,0.0,0.0,2.0873282,0.0052540656
528029,4371211,2.6434703,True,13546,0.20778145,1.912082,0.0,0.0,0.52248544,0.0011213344
528038,4371211,52.483547,True,151298,3.9463992,47.218113,0.0,0.0,1.3088287,0.010207943
528078,4371211,56.103073,True,169271,3.8805516,50.06955,0.0,0.0,2.1483815,0.0045913947
528107,4371211,44.05662,True,129272,2.6378286,39.69011,0.0,0.0,1.7234762,0.0052071894
528130,4371211,44.830803,True,140414,5.003136,38.740643,0.0,0.0,1.0844127,0.0026110888
528131,4371211,5.466407,True,18282,0.69842637,4.55573,0.0,0.0,0.21179043,0.0004602506
528151,4371211,54.994923,True,168611,5.673925,48.162525,0.0,0.0,1.154002,0.0044712937
528190,4371211,49.05244,True,161325,5.754381,41.64921,0.0,0.0,1.6429408,0.0059098904
528209,4371211,50.104828,True,156517,4.6477985,43.805992,0.0,0.0,1.6458589,0.005180354
528234,4371211,51.94737,True,161603,5.227153,45.314625,0.0,0.0,1.4011562,0.0044367304
528271,4371211,54.03476,True,164404,5.050011,47.53561,0.0,0.0,1.4456116,0.003524477
528272,4371211,1.1692883,True,4316,0.10857485,0.9580633,0.0,0.0,0.102403,0.00024714333
528296,4371211,39.665787,True,121680,4.516624,34.5919,0.0,0.0,0.55568933,0.0015733045
528297,4371211,10.411067,True,29011,0.5615642,9.511875,0.0,0.0,0.33587626,0.0017516132
528336,4371211,55.97755,True,171140,4.863865,49.438595,0.0,0.0,1.6691921,0.005900911
528358,4371211,25.503584,True,75255,2.9761772,22.298355,0.0,0.0,0.22826818,0.00078370975
528359,4371211,6.4375257,True,22953,1.185517,5.100739,0.0,0.0,0.15065366,0.0006161568
528414,4371211,30.92367,True,98827,4.6101174,26.13263,0.0,0.0,0.18015203,0.0007706346
528415,4371211,4.7415056,True,14441,0.4271139,4.143687,0.0,0.0,0.16982052,0.00088435423
528416,4371211,4.147902,True,13480,0.5689087,3.4894738,0.0,0.0,0.08936192,0.00015738825
528418,4371211,1.0636555,True,3778,0.21071522,0.8341976,0.0,0.0,0.018656557,8.613952e-05
528467,4371211,29.565508,True,78736,0.2906465,27.917307,0.0,0.0,1.3470399,0.010514377
528468,4371211,14.548009,True,53170,1.1005507,12.206586,0.0,0.0,1.2364857,0.004386594
528498,4371211,51.957638,True,160759,5.4465823,45.329792,0.0,0.0,1.1783558,0.0029085602
528499,4371211,1.5970482,True,4424,0.13407546,1.4373478,0.0,0.0,0.025514975,0.00010999548
528531,4371211,55.499012,True,162138,4.858919,49.621105,0.0,0.0,1.0134696,0.005517121
528532,4371211,1.0353297,True,6769,0.12715837,0.6193285,0.0,0.0,0.28884286,0.0
528562,4371211,21.235317,True,66383,2.996272,18.048496,0.0,0.0,0.18972701,0.0008208908
528563,4371211,18.559727,True,53256,1.8432661,16.537334,0.0,0.0,0.1788199,0.00030464685
528564,4371211,7.7105737,True,20407,0.57218844,7.064895,0.0,0.0,0.07310034,0.000389492
528598,4371211,54.586075,True,164123,5.09975,48.182747,0.0,0.0,1.2985673,0.005010935
528626,4371211,58.74532,True,162259,2.7484214,54.037296,0.0,0.0,1.9513793,0.00821955
528654,4371211,52.621586,True,168904,5.72436,45.38389,0.0,0.0,1.5073696,0.005968887
528672,4371211,50.494884,True,154064,5.0819826,44.39549,0.0,0.0,1.0130339,0.004377869
528673,4371211,3.5918648,True,12402,0.40532994,2.986933,0.0,0.0,0.19892381,0.00067802187
528674,4371211,0.09302469,True,591,0.023300748,0.05055743,0.0,0.0,0.019166516,0.0
528694,4371211,47.842113,True,159619,6.9195266,40.065247,0.0,0.0,0.8535545,0.0037863038
528727,4371211,44.305893,True,131432,3.4017446,39.618824,0.0,0.0,1.2766482,0.008677363
528728,4371211,2.5238626,True,5759,0.09190179,2.421701,0.0,0.0,0.010076806,0.00018310615
528730,4371211,1.5583129,True,4920,0.1815263,1.3296604,0.0,0.0,0.04702012,0.00010612081
528760,4371211,35.565598,True,104678,3.1159017,31.656029,0.0,0.0,0.78915536,0.0045107123
528761,4371211,14.95451,True,44492,1.822144,13.041289,0.0,0.0,0.09093587,0.00014097315
528765,4371211,0.32769302,True,1061,0.03699349,0.2775603,0.0,0.0,0.013139233,0.0
528787,4371211,63.769104,True,159933,1.5753843,60.53443,0.0,0.0,1.6469954,0.012291038
528821,4371211,45.816494,True,135504,4.9089856,40.57436,0.0,0.0,0.33141318,0.0017349467
528822,4371211,5.139909,True,15224,0.52224654,4.5016336,0.0,0.0,0.11538057,0.00064816274
528823,4371211,1.9740481,True,5041,0.098733984,1.8387737,0.0,0.0,0.03642288,0.00011756591
528825,4371211,0.29297927,True,1031,0.034347612,0.24065337,0.0,0.0,0.017873144,0.000105155144
528863,4371211,53.626,True,163081,4.7033663,47.233784,0.0,0.0,1.6839643,0.0048842933
528880,4371211,47.23594,True,151296,6.044757,40.244724,0.0,0.0,0.94320196,0.0032554017
528881,4371211,3.9850128,True,12545,0.41493616,3.4277937,0.0,0.0,0.14207576,0.00020713103
528906,4371211,43.800304,True,134634,5.5613775,37.959023,0.0,0.0,0.278959,0.00094467873
528907,4371211,5.180733,True,13806,0.35308427,4.751893,0.0,0.0,0.07526436,0.0004918039
528908,4371211,3.3251529,True,8781,0.24430102,3.0430517,0.0,0.0,0.037703846,9.639742e-05
528909,4371211,0.6560622,True,1880,0.061987754,0.5803993,0.0,0.0,0.013675128,0.0
528911,4371211,0.139773,True,844,0.039899554,0.075836144,0.0,0.0,0.024037296,0.0
528947,4371211,52.43321,True,165506,5.173286,45.513313,0.0,0.0,1.7402519,0.006354759
528966,4371211,62.664417,True,157479,1.1310071,59.69771,0.0,0.0,1.8242173,0.011486114
528967,4371211,2.4232805,True,5232,0.045308013,2.3670988,0.0,0.0,0.010873697,0.0
529002,4371211,48.63123,True,146283,4.3642354,43.117905,0.0,0.0,1.1431493,0.0059411735
529003,4371211,6.328566,True,18303,0.4591667,5.673049,0.0,0.0,0.19584635,0.00050396525
529024,4371211,50.64907,True,156915,3.1072257,45.059814,0.0,0.0,2.4749446,0.0070840516
529041,4371211,42.2527,True,130269,4.914633,36.78862,0.0,0.0,0.54755193,0.0018980555
529042,4371211,7.8766694,True,21690,0.6754668,7.1098914,0.0,0.0,0.091198206,0.000113271104
529043,4371211,1.463756,True,4150,0.15410836,1.295787,0.0,0.0,0.013860621,0.0
529044,4371211,0.5713623,True,2202,0.08069216,0.45097226,0.0,0.0,0.03958437,0.00011352988
529088,4371211,39.44601,True,122458,5.2383547,33.896736,0.0,0.0,0.3097421,0.001181078
529089,4371211,10.142338,True,28705,1.0585712,9.016412,0.0,0.0,0.06723488,0.000119818025
529091,4371211,0.40501404,True,2045,0.122711845,0.2512704,0.0,0.0,0.031031776,0.0
529092,4371211,0.4098002,True,1736,0.06828221,0.3008167,0.0,0.0,0.040571652,0.00012961822
529093,4371211,0.3806295,True,1273,0.054232802,0.3149728,0.0,0.0,0.011423924,0.0
529130,4371211,52.224937,True,160431,4.6495113,45.838398,0.0,0.0,1.7341573,0.0028694847
529154,4371211,44.27202,True,136005,5.3738003,38.364494,0.0,0.0,0.5316499,0.0020750249
529155,4371211,6.5423408,True,21376,0.33261192,5.72664,0.0,0.0,0.4798689,0.0032199388
529180,4371211,67.01612,True,160027,0.2545022,64.88287,0.0,0.0,1.8672644,0.011478435
529202,4371211,50.193443,True,149543,3.834656,44.912186,0.0,0.0,1.437831,0.008769407
529203,4371211,5.11007,True,12814,0.16506723,4.8353124,0.0,0.0,0.10950172,0.00018880142
529218,4371211,55.43838,True,151040,2.1286783,51.34916,0.0,0.0,1.949968,0.010575638
529247,4371211,53.602608,True,167825,5.2061663,46.758545,0.0,0.0,1.6310128,0.006883031
529270,4371211,53.592545,True,166326,5.69572,46.54115,0.0,0.0,1.3515685,0.0041103605
529285,4371211,49.959496,True,161727,5.264389,43.149754,0.0,0.0,1.5370033,0.008348896
529307,4371211,40.438347,True,123219,4.4655895,35.291615,0.0,0.0,0.6772781,0.0038656786
529308,4371211,12.881128,True,39209,1.6143345,11.1302185,0.0,0.0,0.13605076,0.000524632
529309,4371211,0.7273334,True,2157,0.07946727,0.63399017,0.0,0.0,0.01387602,0.0
529329,4371211,65.41661,True,159974,1.1290587,62.64773,0.0,0.0,1.6274629,0.012355097
529330,4371211,1.7099985,True,5204,0.21449772,1.473749,0.0,0.0,0.021656133,9.555753e-05
529358,4371211,53.661427,True,163691,4.384686,47.548756,0.0,0.0,1.7201077,0.007874516
529375,4371211,52.998947,True,155964,5.3506145,47.058857,0.0,0.0,0.5871901,0.0022872228
529376,4371211,1.516771,True,5997,0.13126417,1.2204564,0.0,0.0,0.1642771,0.00077328586
529426,4371211,51.42883,True,162701,5.685613,44.392456,0.0,0.0,1.3476164,0.0031417345
