,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloSFR,SubhaloVel,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH,SubhalosSFR
626188,4371211,14.585623,True,40112,0.37742668,[235.38754 185.40831 -74.49153],1.1535621,13.236441,0.0,0.0,0.19514401,0.0004763153,0.19340931177139284
626195,4371211,13.715812,True,39617,0.31831494,[-143.91428  -69.93631  213.24004],1.2552155,12.274333,0.0,0.0,0.18594272,0.00032072683,0.1711897850036621
626202,4371211,13.575315,True,38789,0.15499625,[-306.2795 -262.8252  260.2169],1.3113253,12.15704,0.0,0.0,0.10649568,0.00045535073,0.14554228782653808
626213,4371211,13.789887,True,39398,0.5206855,[ 122.9862   201.13704 -124.4304 ],1.2298982,12.402243,0.0,0.0,0.15686242,0.0008836501,0.33193769454956057
626236,4371211,14.197719,True,40142,0.28116956,[ -76.94304 -358.84717 -401.38556],1.2005041,12.850182,0.0,0.0,0.14595224,0.0010808042,0.19264490604400636
626256,4371211,13.415746,True,40153,0.32373872,[107.877495 113.06107  163.30241 ],1.5308119,11.708595,0.0,0.0,0.17618392,0.00015451123,0.18375043869018556
626262,4371211,13.711847,True,40022,0.52484196,[268.70242 281.31995  87.04574],1.3213274,12.215686,0.0,0.0,0.17385785,0.0009758939,0.30187993049621586
626273,4371211,14.019846,True,39539,0.19668005,[-166.30296     -6.2276387 -137.86113  ],1.1049491,12.704071,0.0,0.0,0.20947869,0.001347323,0.09389024376869202
626277,4371211,13.187045,True,39226,0.58249587,[-256.1455     68.442116 -177.04248 ],1.372797,11.634275,0.0,0.0,0.17916991,0.0008024997,0.3251080989837647
626287,4371211,13.481478,True,39254,0.20918804,[108.2308  206.36609 100.24643],1.390955,11.976044,0.0,0.0,0.114021964,0.0004564518,0.18346294164657595
626304,4371211,14.052958,True,40002,0.28670377,[213.3694    46.375122 -73.577866],1.2869886,12.594361,0.0,0.0,0.17106359,0.00054368377,0.16760070323944093
626322,4371211,13.659274,True,39044,0.2612792,[-342.48682    79.05173    12.727587],1.2917938,12.204058,0.0,0.0,0.16314735,0.00027531214,0.1601492166519165
626345,4371211,13.8137245,True,39186,0.5576645,[212.44547 -46.65667  43.95538],1.0709462,12.50083,0.0,0.0,0.24101023,0.0009377097,0.23138623237609865
626383,4371211,15.1430025,True,38115,0.19855364,[-204.99883  304.24902  -41.19382],0.2945507,14.373477,0.0,0.0,0.4727443,0.0022300982,0.042000219225883484
626415,4371211,15.04175,True,40179,0.23941045,[-249.28609  -98.85701   78.634  ],1.1355263,13.772855,0.0,0.0,0.1329478,0.0004208314,0.1800785303115845
626437,4371211,14.446601,True,39470,0.2560875,[ -82.48539 -125.21355  259.8013 ],0.85153484,13.257675,0.0,0.0,0.3358951,0.0014966882,0.07624032497406007
626440,4371211,14.560458,True,39894,0.27139184,[ -31.2545 -271.5909   86.4464],1.1832933,13.2248125,0.0,0.0,0.15120314,0.0011494462,0.17948822975158693
626444,4371211,13.102984,True,37756,0.38611746,[-220.17343    -137.1243       -0.86817956],1.3727934,11.597875,0.0,0.0,0.1317684,0.00054814824,0.2930273532867432
626475,4371211,11.602727,True,32300,0.1641648,[-208.30635  -67.21973  444.90265],0.79841995,10.566503,0.0,0.0,0.23720063,0.0006035189,0.06920925974845886
626487,4371211,13.801354,True,39757,0.42261374,[-185.05353 -181.816     65.27049],1.3827581,12.262705,0.0,0.0,0.15549065,0.0004012545,0.27179367542266847
626490,4371211,12.876977,True,37248,0.14127141,[ 59.405796 -35.910046  91.90786 ],1.3297896,11.408284,0.0,0.0,0.13845585,0.0004478866,0.10203354358673096
626497,4371211,14.58328,True,40144,0.26266557,[-91.18682  133.13686    3.043385],1.103141,13.309749,0.0,0.0,0.16949324,0.00089601707,0.15497111082077028
626506,4371211,13.488854,True,39641,0.2590285,[ -33.327515   36.742493 -224.08798 ],1.4940386,11.88959,0.0,0.0,0.104744725,0.00048032973,0.24729502201080322
626527,4371211,13.5614395,True,39431,0.31839556,[31.586716 49.166008 63.26664 ],1.4108496,12.046319,0.0,0.0,0.10386525,0.00040579407,0.3065467596054077
626538,4371211,13.452006,True,38802,0.41023803,[ 194.05513 -145.66771 -342.6591 ],1.2646573,12.004356,0.0,0.0,0.18193997,0.0010525616,0.22547986507415774
626545,4371211,13.100473,True,38195,0.38467738,[  38.90187 -219.5367  -304.52194],1.2145574,11.640848,0.0,0.0,0.24414548,0.0009221965,0.1575607180595398
626552,4371211,13.085415,True,36180,0.39939275,[ 100.91516 -405.56754  346.72476],0.5729141,12.039241,0.0,0.0,0.47079492,0.0024648209,0.08483369946479798
626558,4371211,13.633533,True,38976,0.3035231,[ 99.61064   48.739346 135.16356 ],1.2292497,12.223775,0.0,0.0,0.18006186,0.00044527874,0.16856601238250735
626573,4371211,13.3085165,True,38154,0.37072507,[-41.797558 129.44157   90.958885],1.0792139,11.975538,0.0,0.0,0.25211748,0.0016464599,0.14704456329345703
626579,4371211,14.479696,True,38999,0.39492583,[ 38.477154 -10.855899  83.54142 ],1.1062893,13.221273,0.0,0.0,0.15116057,0.00097262283,0.2612624645233154
626585,4371211,14.308421,True,39666,0.2139426,[  10.136414 -297.7623   -278.42123 ],1.0239898,13.012471,0.0,0.0,0.27111062,0.0008499084,0.07891339659690857
626598,4371211,12.534609,True,36678,0.36969948,[-561.119    -33.58784 -103.06057],1.2673918,11.084717,0.0,0.0,0.18161741,0.0008835664,0.2035594940185547
626608,4371211,13.9109125,True,38770,0.11716708,[107.916985 -41.11974   45.68986 ],1.1772376,12.620146,0.0,0.0,0.112795725,0.0007337394,0.10387545824050903
626620,4371211,11.992818,True,38245,0.49185607,[ 91.39365  -38.482365 107.35061 ],1.1097496,10.4380865,0.0,0.0,0.44306856,0.0019128018,0.11101127862930299
626628,4371211,12.63735,True,38678,0.16219586,[ -56.497837 -389.21475  -364.7854  ],1.527526,10.946694,0.0,0.0,0.16274907,0.00038049606,0.0996600866317749
626676,4371211,13.602268,True,38213,0.2803233,[ 253.68588   64.43578 -467.9412 ],1.2058089,12.261188,0.0,0.0,0.13481902,0.000452939,0.2079256296157837
626681,4371211,13.180042,True,36196,0.41292456,[ -91.8373    76.73012 -246.22585],1.1207958,11.934081,0.0,0.0,0.124957286,0.00020771807,0.330452561378479
626693,4371211,14.953082,True,40133,0.073901184,[ 28.250486 191.11586  -80.69774 ],0.9724161,13.776394,0.0,0.0,0.20283574,0.0014362716,0.03643400669097901
626711,4371211,13.020269,True,37409,0.33002535,[-37.946224 112.5805   224.2312  ],0.9930183,11.6909,0.0,0.0,0.3349035,0.0014470485,0.0985434114933014
626717,4371211,13.57513,True,39548,0.27557072,[  43.966278 -132.84488   165.4314  ],1.2288618,12.084743,0.0,0.0,0.2611507,0.00037541162,0.10552172660827637
626731,4371211,12.500089,True,38842,0.21972516,[164.44781 348.90424 181.61325],1.5699958,10.755082,0.0,0.0,0.17440921,0.000601481,0.12598254680633544
626739,4371211,13.597952,True,37146,0.22657831,[ -57.33293 -110.16021   14.17949],0.939628,12.420949,0.0,0.0,0.23669685,0.00067761,0.0957251012325287
626753,4371211,13.779216,True,36450,0.22565219,[ 177.86754 -181.87761 -298.47   ],0.52553374,12.834003,0.0,0.0,0.41775382,0.001924554,0.05401558876037598
626757,4371211,14.307109,True,36460,0.37683365,[-423.08167 -307.871   -378.66867],0.7122453,13.355756,0.0,0.0,0.23798868,0.0011185115,0.15834099054336548
626765,4371211,12.755853,True,39151,0.2874559,[226.50665 318.83615 156.05524],1.5450658,11.094322,0.0,0.0,0.11574261,0.00072171865,0.24835786819458008
626771,4371211,15.034382,True,40194,0.24421625,[-127.26798   -37.187893  170.32521 ],1.0482112,13.850208,0.0,0.0,0.13531159,0.00065139384,0.1804843544960022
626778,4371211,14.752827,True,38705,0.14759912,[  60.32672  159.58969 -290.0764 ],0.893474,13.690952,0.0,0.0,0.1678592,0.0005418469,0.08793030977249146
626787,4371211,14.354036,True,39324,0.23282933,[  60.40397  103.09788 -108.78878],1.1244118,13.103475,0.0,0.0,0.12530378,0.0008458738,0.18581190109252932
626800,4371211,14.417,True,39858,0.3007637,[185.23608 128.22061  75.12864],1.0780827,13.138359,0.0,0.0,0.19924672,0.0013113499,0.15095038414001466
626809,4371211,11.480481,True,30234,0.21035579,[  39.396667 -223.59808   266.23627 ],0.85553163,10.5240345,0.0,0.0,0.10072483,0.00019028364,0.20884203910827637
626826,4371211,13.323507,True,39469,0.3960563,[ -60.982796 -214.15498  -248.41205 ],1.5291455,11.670172,0.0,0.0,0.123568386,0.0006220907,0.32051587104797363
626854,4371211,14.482171,True,40037,0.31986535,[225.52744 260.7448  180.57727],1.1524721,13.141898,0.0,0.0,0.18676135,0.0010392009,0.17126955986022951
626868,4371211,14.322465,True,40034,0.23199077,[172.44722   -37.46804     7.3211536],1.170596,12.960902,0.0,0.0,0.1900532,0.0009135649,0.12206623554229737
626880,4371211,13.719409,True,39044,0.18364762,[-176.70827    -8.357133  269.7346  ],0.784216,12.46089,0.0,0.0,0.47224754,0.0020554236,0.03888799846172333
626881,4371211,12.721559,True,37695,0.2396521,[ 227.35748 -125.05813  134.53026],1.4534181,11.13679,0.0,0.0,0.13097523,0.0003742799,0.1829751253128052
626893,4371211,11.989587,True,33827,0.24947245,[-368.48492  138.57602  580.0849 ],1.1634897,10.714636,0.0,0.0,0.111267455,0.0001935097,0.22420971393585207
626904,4371211,12.938645,True,39593,0.40433016,[127.22196 -81.12847  26.9779 ],1.0352864,11.464403,0.0,0.0,0.4366551,0.002300934,0.09259714484214783
626912,4371211,12.743637,True,36905,0.4050725,[-65.703415 -89.384995  29.390818],1.2765296,11.322336,0.0,0.0,0.14417994,0.0005911789,0.2809492826461792
626950,4371211,14.704805,True,39578,0.6394969,[  -9.920636 -189.50435   115.32154 ],0.93871784,13.511979,0.0,0.0,0.25296193,0.0011465339,0.2528036117553711
626959,4371211,14.58429,True,39891,0.12431112,[  -8.293633 -416.02936  -122.90999 ],1.2136432,13.231385,0.0,0.0,0.13882877,0.00043292195,0.08954276442527771
626965,4371211,15.014661,True,39199,0.077153355,[ 21.60997  184.73769  -17.667526],0.89848465,13.968007,0.0,0.0,0.14761439,0.00055490155,0.052266824245452884
626984,4371211,13.369902,True,37732,0.16849324,[489.18134 571.81946 165.17079],1.2403872,11.989189,0.0,0.0,0.1399317,0.00039388327,0.1204110622406006
627022,4371211,13.307747,True,39350,0.5170209,[-130.96248  122.5276   153.47282],1.4158679,11.736402,0.0,0.0,0.15472548,0.0007516468,0.33415367603302004
627061,4371211,14.065024,True,39279,0.20261922,[132.2672    69.571106 155.60123 ],1.2586371,12.696993,0.0,0.0,0.10899178,0.000402774,0.18590321540832522
627075,4371211,12.696547,True,37557,0.26902094,[-267.93497   98.56409 -129.55727],1.2057662,11.268745,0.0,0.0,0.22101633,0.0010187638,0.1217199444770813
627087,4371211,13.729755,True,38010,0.24131083,[114.63843  -39.702568 124.30545 ],1.0879046,12.489202,0.0,0.0,0.15201075,0.00063812156,0.15874589681625367
627099,4371211,11.602584,True,36534,0.19360337,[-126.20655  -69.76664 -143.03021],1.1459669,10.059917,0.0,0.0,0.39393872,0.0027605786,0.049145555496215826
627109,4371211,13.725502,True,37829,0.4532257,[-224.4843   154.9744   363.61407],1.0737051,12.4765625,0.0,0.0,0.17388207,0.0013526456,0.2606512069702149
627127,4371211,11.875221,True,33077,0.22160034,[238.92621   62.568066 213.74138 ],0.84308183,10.831929,0.0,0.0,0.19958675,0.00062369247,0.11102958917617799
627135,4371211,13.08802,True,38816,0.33821929,[-285.22662     -1.7789376  263.27823  ],1.3425664,11.522544,0.0,0.0,0.22257137,0.00033842825,0.15195991992950442
627139,4371211,13.420283,True,38902,0.16563848,[71.62271  13.020284 60.6949  ],1.3805016,11.912341,0.0,0.0,0.12718834,0.0002520074,0.1302308678627014
627147,4371211,14.132727,True,38788,0.7112215,[81.581535 76.138016 81.48855 ],0.97932804,12.91894,0.0,0.0,0.23288207,0.001576859,0.3053998708724976
627179,4371211,13.9929,True,39097,0.17945199,[ 361.45828     -3.0006385 -355.03165  ],1.1991757,12.683848,0.0,0.0,0.10911171,0.00076491194,0.16446629762649537
627203,4371211,13.3138895,True,39327,0.2160812,[ 408.44427 -416.78937 -179.64369],1.371275,11.729829,0.0,0.0,0.21202976,0.0007559534,0.10191079378128053
627207,4371211,13.943826,True,39981,0.46536353,[-135.76888  -68.52094  138.64363],1.2292627,12.514986,0.0,0.0,0.19852617,0.0010509046,0.23440916538238527
627210,4371211,13.770242,True,38648,0.1985774,[ 126.62525 -330.3923   329.7097 ],0.993011,12.495774,0.0,0.0,0.27911907,0.002337556,0.0711443305015564
627222,4371211,14.236472,True,39021,0.39854756,[ 160.7408    -53.479042 -131.54222 ],1.123804,12.95433,0.0,0.0,0.15768918,0.00064873416,0.25274248123168946
627304,4371211,13.174019,True,38121,0.3314854,[ -59.07178 -132.26631 -100.97816],1.3082772,11.754097,0.0,0.0,0.110970564,0.0006739275,0.2987147092819214
627315,4371211,14.202857,True,39268,0.19439112,[  37.80252  -133.83205   -23.680649],1.2074875,12.858271,0.0,0.0,0.13692443,0.00017444343,0.141969633102417
627343,4371211,13.476361,True,34261,0.1291762,[ 267.41223  -221.15923    80.114975],0.7521111,12.585767,0.0,0.0,0.13817936,0.000304601,0.09348443746566773
627359,4371211,14.862419,True,39515,0.23296742,[-347.22217     38.400215     4.1640263],0.97998685,13.691458,0.0,0.0,0.19038206,0.00059306575,0.12236837148666382
627406,4371211,11.5376005,True,36689,0.6092933,[120.96245  -56.839977 -31.54736 ],1.0481051,10.013405,0.0,0.0,0.4742016,0.0018894568,0.12848824262619019
627411,4371211,13.94856,True,36626,0.67428803,[ 321.88452 -651.3309   345.13193],0.8102408,12.91439,0.0,0.0,0.22281536,0.0011135469,0.302621865272522
627416,4371211,13.330985,True,38807,0.1706333,[-21.72209 164.54643 -90.11322],1.1302438,11.958349,0.0,0.0,0.24113084,0.0012617932,0.07076377868652343
627422,4371211,14.000121,True,40007,0.34632105,[-306.4095    -76.926956 -172.5825  ],1.2704529,12.541276,0.0,0.0,0.18763827,0.000753682,0.18456845283508302
627479,4371211,13.403278,True,39429,0.36656958,[ -22.694279 -179.7904    219.52705 ],1.481044,11.791004,0.0,0.0,0.13070647,0.0005239397,0.2804525136947632
627484,4371211,14.589397,True,39710,0.2975931,[111.49323 249.2194  127.10485],1.1678802,13.319355,0.0,0.0,0.1014573,0.00070532167,0.2933185577392578
627498,4371211,15.280387,True,38742,0.63977855,[  13.479723   18.250042 -100.79729 ],0.68366504,14.319381,0.0,0.0,0.27680808,0.00053338485,0.23112711906433106
627502,4371211,14.752672,True,39628,0.21790494,[108.18231  -35.525276 -82.481926],0.9114249,13.623205,0.0,0.0,0.21659003,0.0014526348,0.10060709714889526
627532,4371211,11.700334,True,36384,0.42843258,[   7.368194  106.90827  -153.72224 ],1.624762,9.949197,0.0,0.0,0.12622182,0.0001530449,0.3394283056259155
627540,4371211,13.814099,True,38561,0.45339406,[-148.54182  -63.55681  -79.63587],1.1613097,12.521559,0.0,0.0,0.13034362,0.00088726945,0.34784524440765385
627554,4371211,14.954513,True,39111,0.2381782,[ -68.032715   63.039658 -319.0037  ],0.843793,13.883575,0.0,0.0,0.22660506,0.00053870236,0.10510718822479248
627563,4371211,13.535173,True,39108,0.25829443,[-250.71783   -28.08851   -44.216564],1.4255017,11.974527,0.0,0.0,0.13470681,0.00043804743,0.19174563884735107
627574,4371211,13.133989,True,36754,0.43484032,[  91.292   -146.34666  296.2214 ],1.1210792,11.833472,0.0,0.0,0.17916413,0.0002736762,0.24270501136779787
627585,4371211,13.948551,True,38425,0.19881518,[-349.01224     9.360613  115.25601 ],1.195113,12.6312685,0.0,0.0,0.12194169,0.00022801741,0.16304118633270265
627595,4371211,13.561421,True,38193,0.44078255,[162.23051   19.6543    57.632004],1.1518376,12.24147,0.0,0.0,0.16764668,0.000467135,0.262923526763916
627609,4371211,14.030662,True,39431,0.78213835,[  23.469118  -267.10126     -4.8679843],1.064389,12.715699,0.0,0.0,0.24863029,0.0019428474,0.3145788669586182
627626,4371211,13.472511,True,38638,0.34054086,[375.95618  212.55174  -21.072887],0.99971044,12.162095,0.0,0.0,0.30925676,0.0014488961,0.11011589765548707
627632,4371211,14.093264,True,39331,0.36335856,[ 172.69655    97.460075 -160.11188 ],1.0134608,12.831982,0.0,0.0,0.24680598,0.0010157423,0.14722437858581544
627653,4371211,13.7101555,True,37639,0.2169181,[  8.010445 -29.391714 199.33139 ],1.1229178,12.45634,0.0,0.0,0.13049911,0.00039887658,0.16622189283370972
627662,4371211,13.382572,True,39013,0.082297444,[ 163.6364     90.98487  -112.610306],1.444085,11.82791,0.0,0.0,0.11035319,0.0002232073,0.07457640767097473
627692,4371211,11.967225,True,36746,0.10704545,[ 102.16553 -112.55968  125.22817],1.4436926,10.378429,0.0,0.0,0.14498533,0.00011759941,0.07383191585540771
627709,4371211,14.160765,True,37565,0.41203985,[ 64.426025 -21.16818  137.89676 ],0.64242744,13.144426,0.0,0.0,0.37203324,0.0018779538,0.11075350046157838
627715,4371211,13.826851,True,38964,0.19227383,[-77.74742   43.330315 -87.51568 ],1.2691776,12.442689,0.0,0.0,0.114435926,0.0005489088,0.16801875829696655
627775,4371211,12.745532,True,36324,0.17322621,[ -74.15228 -227.61905 -304.0573 ],1.2075279,11.419407,0.0,0.0,0.1179618,0.0006353771,0.14684940576553346
627784,4371211,13.048616,True,34956,0.17700724,[ 141.97954  383.66232 -345.60858],0.92500895,11.957843,0.0,0.0,0.16530366,0.00046057414,0.1070800542831421
627829,4371211,14.680016,True,39402,0.25502363,[ 165.1808   -112.77539     6.696558],0.968843,13.509451,0.0,0.0,0.20122744,0.00049421884,0.12673401832580566
627843,4371211,12.445169,True,35871,0.2577425,[ 205.05576 -101.54673 -153.52759],1.2747313,11.049326,0.0,0.0,0.120920785,0.00019138044,0.21314985752105714
627851,4371211,12.957965,True,36642,0.96849,[ -33.74443 -319.26886 -654.9905 ],0.9484218,11.709101,0.0,0.0,0.30022195,0.00022058087,0.32259132862091067
627877,4371211,12.854991,True,38631,0.20551687,[218.64032  -67.79427   23.506187],0.8794498,11.453786,0.0,0.0,0.52002525,0.0017305306,0.0395205557346344
627888,4371211,13.700478,True,38951,0.36056262,[ -23.073698   14.847588 -193.8626  ],1.2102286,12.330452,0.0,0.0,0.15894926,0.00084829767,0.22684133052825928
627909,4371211,14.676137,True,38863,0.29627252,[ 459.2441   420.63397 -219.22768],0.85012484,13.59186,0.0,0.0,0.23229383,0.0018590193,0.1275421380996704
627910,4371211,12.479022,True,37138,0.34559897,[-143.72142  -270.25104   -27.451544],1.2011715,11.056404,0.0,0.0,0.22032662,0.0011197979,0.15685756206512452
627921,4371211,13.057564,True,37154,0.1869665,[64.979225 23.64757  59.949554],1.2209777,11.674216,0.0,0.0,0.16186367,0.0005060383,0.11550861597061157
627928,4371211,14.058335,True,39550,0.26250863,[-173.64445  -44.28427  162.52457],1.1823156,12.663119,0.0,0.0,0.21175975,0.0011405096,0.12396531105041504
627931,4371211,12.126474,True,34552,0.3350854,[ 222.56435 -308.82285  107.07264],0.73913825,10.984107,0.0,0.0,0.4011897,0.0020391613,0.08352292776107789
627937,4371211,13.943396,True,37880,0.2713217,[ 360.31894  -100.81982    80.321945],1.0199769,12.7687845,0.0,0.0,0.15351616,0.0011184739,0.17673821449279786
627960,4371211,13.692862,True,37807,0.25594848,[ 64.15115 254.95085 152.66649],1.1384274,12.424488,0.0,0.0,0.12973176,0.00021387642,0.1972905397415161
627972,4371211,13.840664,True,38558,0.36623123,[-251.58931  186.68364 -371.65372],1.1737533,12.499819,0.0,0.0,0.16682293,0.00026908898,0.21953291893005372
627987,4371211,11.810709,True,35774,0.517772,[-225.4494       6.8103356  -66.95296  ],1.1698297,10.363262,0.0,0.0,0.27734643,0.00027135375,0.18668782711029053
627998,4371211,9.867046,True,29704,0.052589476,[125.622894 131.14168  318.36008 ],1.0953186,8.647343,0.0,0.0,0.124010615,0.0003744194,0.042407238483428956
628023,4371211,12.643081,True,37331,0.22872975,[-47.32933  -15.043023 138.30545 ],1.343452,11.181281,0.0,0.0,0.11763467,0.00071265566,0.19444077014923097
628042,4371211,13.830126,True,38809,0.47133392,[-145.6097    43.83304  165.16006],1.0292975,12.540265,0.0,0.0,0.25999904,0.00056444603,0.18128294944763185
628047,4371211,11.166408,True,37493,0.50658196,[-174.45729  -278.62756    51.413666],1.7507768,9.204486,0.0,0.0,0.2109632,0.0001820005,0.24012811183929444
628094,4371211,14.1453285,True,38748,0.33274812,[132.61351 -67.15643 163.91647],0.98349005,12.934613,0.0,0.0,0.22626683,0.00095871964,0.1470600485801697
628102,4371211,13.150728,True,37564,0.27060777,[-124.805405    -1.6374258 -117.84324  ],1.2718217,11.725784,0.0,0.0,0.15292466,0.00019748522,0.1769549608230591
628122,4371211,13.218338,True,38213,0.7688848,[ 111.52765 -245.20285  162.69536],1.0763159,11.824877,0.0,0.0,0.3160141,0.0011308723,0.24330711364746094
628134,4371211,13.8274355,True,38456,0.37378576,[ 52.26324   39.275814 121.509026],1.1392949,12.530153,0.0,0.0,0.15735053,0.0006371448,0.2375497341156006
628173,4371211,12.129854,True,37921,0.27426475,[-300.44992 -135.62677   59.562  ],1.6777972,10.349611,0.0,0.0,0.1023216,0.00012386756,0.26804189682006835
628180,4371211,13.921135,True,38407,0.30376136,[-153.87961 -352.41415  156.09888],1.1069772,12.652502,0.0,0.0,0.16121939,0.00043607876,0.18841490745544434
628199,4371211,12.636132,True,37296,0.30742684,[-305.86496    35.004395  276.1681  ],1.3260146,11.138813,0.0,0.0,0.17106508,0.00023940216,0.17971338033676149
628204,4371211,14.239962,True,38817,0.44440976,[ -32.114334  -39.730385 -230.1357  ],1.0115064,13.027638,0.0,0.0,0.1999139,0.0009025835,0.2223005771636963
628208,4371211,13.11769,True,36779,0.5125318,[335.89053  206.17256   66.718666],1.0989504,11.811227,0.0,0.0,0.20681144,0.00070177024,0.24782564640045168
628225,4371211,13.539489,True,38008,0.29051897,[ -82.43609   81.73735 -154.6426 ],1.2218482,12.200519,0.0,0.0,0.11627457,0.00084728614,0.24985597133636475
628244,4371211,12.869663,True,37712,0.54133207,[ 327.65402  -125.944244  110.30848 ],1.2253879,11.394128,0.0,0.0,0.2497685,0.00037887457,0.21673352718353273
628263,4371211,14.813735,True,39148,0.111533046,[132.784   156.70216  69.67357],0.9276498,13.709152,0.0,0.0,0.17594494,0.0009874459,0.06339088082313538
628268,4371211,13.604354,True,37566,0.34860113,[282.87122 101.4679  107.44462],1.0673754,12.386065,0.0,0.0,0.15006283,0.00085098314,0.23230345249176027
628291,4371211,12.873659,True,35628,0.4128336,[-297.5389   -145.09483   -37.538113],1.0785867,11.579168,0.0,0.0,0.21550597,0.00039819913,0.1915648102760315
628296,4371211,13.597068,True,37153,0.20913284,[180.58047  -64.21618  -18.659943],1.0454733,12.423983,0.0,0.0,0.12730946,0.00030259832,0.16427124738693238
628321,4371211,14.008435,True,38781,0.11663264,[ 52.112175   -4.5838366 115.94572  ],1.1186527,12.740472,0.0,0.0,0.14820918,0.0011007013,0.07869461178779602
628326,4371211,13.538786,True,38767,0.17787991,[216.64403   -93.13178    -1.6349775],1.3140444,12.075642,0.0,0.0,0.14891101,0.00018838211,0.11945383548736573
628354,4371211,11.019596,True,27612,0.22135764,[-344.5474  -258.2597   234.91011],0.54369986,10.333433,0.0,0.0,0.14230539,0.00015786008,0.15555113554000854
628377,4371211,12.981007,True,37537,0.20532621,[ 329.50305 -502.30316  -97.00743],1.152981,11.613042,0.0,0.0,0.21418338,0.00080045,0.0958646833896637
628416,4371211,13.873685,True,38866,0.19293647,[133.33478 166.06105 252.26392],0.8975688,12.657558,0.0,0.0,0.3161511,0.0024072705,0.06102666258811951
628430,4371211,12.170852,True,35784,0.33126658,[-84.17996   23.227985 134.5226  ],1.3441291,10.707052,0.0,0.0,0.11951361,0.0001563763,0.277178955078125
628437,4371211,14.895003,True,38823,0.3537749,[-110.867905  -85.57378  -168.31474 ],0.80036944,13.85223,0.0,0.0,0.2412198,0.0011842934,0.14666080474853516
628461,4371211,14.47608,True,39170,0.21299347,[ -86.11298   -13.814704 -285.13156 ],1.0637695,13.251102,0.0,0.0,0.16077094,0.00043701328,0.13248257637023927
628467,4371211,12.236984,True,36378,0.6492093,[126.07588   15.546561 211.81377 ],1.2800273,10.728287,0.0,0.0,0.22842658,0.00024340124,0.28420917987823485
628474,4371211,12.983302,True,38170,0.3899701,[-98.42016   35.020367 250.63383 ],1.1666833,11.559957,0.0,0.0,0.25537455,0.0012878585,0.15270515680313113
628479,4371211,13.118894,True,37907,0.20272061,[-70.88225 274.30527 -44.71788],1.2631387,11.743985,0.0,0.0,0.111091346,0.0006778701,0.18248101472854616
628510,4371211,12.961064,True,38311,0.1797755,[-306.62772 -150.99742  139.427  ],1.4768975,11.363288,0.0,0.0,0.120776735,0.00010192927,0.14884945154190063
628532,4371211,13.329525,True,37660,0.5418195,[-15.361801  75.37406  253.2046  ],1.0856597,11.995761,0.0,0.0,0.24777827,0.00032542224,0.21867113113403322
628543,4371211,11.410164,True,34221,0.28326273,[ -81.95925    89.067314 -200.21255 ],1.3081537,9.978519,0.0,0.0,0.12301861,0.0004718683,0.23026006221771242
628561,4371211,13.326308,True,38361,0.18595731,[ 191.62375  195.56203 -372.99298],1.2614934,11.93307,0.0,0.0,0.13109122,0.000653329,0.14185336828231812
628583,4371211,13.133423,True,37110,0.28336057,[-52.223286 157.75757  207.9325  ],1.1441443,11.858245,0.0,0.0,0.13049832,0.0005355252,0.21713733673095703
628588,4371211,12.565832,True,37121,0.07609147,[-230.38808    -67.28728      3.8297133],1.3881601,11.049831,0.0,0.0,0.12721264,0.0006274148,0.059814393520355225
628604,4371211,13.239815,True,38460,0.3448913,[101.921936  41.195736 248.81828 ],1.1580962,11.839539,0.0,0.0,0.24155182,0.000627893,0.14278149604797363
628628,4371211,10.172825,True,30580,0.28916845,[  92.90528   -61.527554 -257.81088 ],1.1330802,8.90468,0.0,0.0,0.13460886,0.00045598327,0.21482124328613283
628638,4371211,12.239002,True,34616,0.44687963,[  35.013027 -315.12375    15.011314],0.81654626,11.077133,0.0,0.0,0.3445285,0.0007945718,0.12970759868621826
628690,4371211,13.286476,True,35970,0.23349473,[ -64.17046  -314.1003   -106.417625],0.9986316,12.174735,0.0,0.0,0.11278938,0.00032095567,0.20701837539672852
628701,4371211,11.7427,True,35599,0.29671672,[-326.0721   234.19093  320.99203],1.3383622,10.269225,0.0,0.0,0.13449886,0.00061367697,0.22060909271240237
628758,4371211,14.051468,True,39059,0.17686053,[-199.49684  100.13556   79.64445],1.1112001,12.733395,0.0,0.0,0.20643586,0.00043789655,0.08567335605621339
628763,4371211,13.070138,True,38564,0.34513867,[296.88272  -76.95295  -56.576294],1.4247159,11.525578,0.0,0.0,0.119450726,0.0003937466,0.2889381170272827
628768,4371211,13.037211,True,38160,0.24460481,[-384.58392  281.63852 -133.3803 ],0.838716,11.761681,0.0,0.0,0.43482348,0.0019918159,0.0562538206577301
628769,4371211,12.636459,True,36583,0.286813,[ 32.329704 116.80006  125.99798 ],1.2312666,11.288968,0.0,0.0,0.11569785,0.00052655645,0.24789829254150392
628781,4371211,13.316301,True,38231,0.24302143,[ -77.99707   -23.217337 -325.21417 ],1.2676299,11.908297,0.0,0.0,0.13993636,0.0004381918,0.17366567850112916
628802,4371211,13.751124,True,37540,0.0938188,[ -14.046313   11.50372  -306.17685 ],1.1852965,12.463923,0.0,0.0,0.10170884,0.00019545417,0.09224252700805664
