,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloSFR,SubhaloVel,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH,SubhalosSFR
41582,4371211,13758.299,True,44685055,99.81936,[155.11632   69.847466 184.22562 ],2035.624,11625.857,0.0,0.0,96.50457,0.31319907,0.1034348487854004
149169,4371211,5171.0864,True,16256449,24.438118,[ 132.88551  -51.6104  -139.22714],656.4206,4463.0312,0.0,0.0,51.457054,0.17722805,0.04749225974082947
179886,4371211,3930.442,True,12402112,28.416569,[-398.63712    19.967905 -263.8616  ],503.20816,3387.382,0.0,0.0,39.705154,0.14643323,0.07156896591186523
188859,4371211,3383.7944,True,11000572,35.491825,[-807.57904 -236.50764 -187.95346],433.45898,2887.525,0.0,0.0,62.64959,0.16103844,0.056651329994201666
220557,4371211,1766.9647,True,5238849,6.979608,[ -26.40815  131.45012 -287.13892],187.75189,1562.2074,0.0,0.0,16.961252,0.044134155,0.04115031063556671
222267,4371211,2240.0105,True,7077818,18.963142,[  89.6585  -385.8843   192.42729],277.82745,1932.9268,0.0,0.0,29.16338,0.09295137,0.06502381563186646
237941,4371211,1617.9216,True,4844369,9.287155,[-207.86464  -241.24382   -21.764116],174.61218,1425.989,0.0,0.0,17.246733,0.07372253,0.053848779201507574
243186,4371211,1095.3099,True,3229496,5.2858143,[267.08377 104.10697 370.26825],108.067665,973.15466,0.0,0.0,14.026413,0.061120532,0.037684717774391176
244318,4371211,1827.7969,True,5789922,21.824753,[  66.6976  -106.38509  -27.47213],224.09451,1577.6223,0.0,0.0,25.95454,0.12550023,0.08408837914466859
252995,4371211,1082.4343,True,3246307,5.351331,[-264.74493  161.61687  253.98546],120.89548,952.4317,0.0,0.0,9.0702305,0.036876973,0.058998847007751466
254112,4371211,1413.6484,True,4225789,8.30824,[469.1715   99.92887 219.42258],139.67021,1251.7874,0.0,0.0,22.080683,0.110234916,0.03762673437595368
256507,4371211,1528.0741,True,4555199,13.904174,[-196.38231  -111.46953   -61.863316],134.4268,1360.1415,0.0,0.0,33.420795,0.08497415,0.04160335958003998
284316,4371211,1175.1288,True,3429579,7.5085506,[-321.2785    35.73425 -190.49936],111.40086,1048.4089,0.0,0.0,15.257764,0.061279073,0.04921134412288666
288014,4371211,623.279,True,1622607,2.4584599,[-69.694336 186.99231   92.93194 ],38.55265,577.90027,0.0,0.0,6.81087,0.015224046,0.03609611988067627
291888,4371211,1115.5344,True,3164175,8.503228,[  2.5063844  84.71306   -66.93437  ],82.100105,1011.9939,0.0,0.0,21.349733,0.09073324,0.039828264713287355
294047,4371211,902.87054,True,2571388,6.563159,[-131.05289   -62.420914 -147.74086 ],72.672745,815.02167,0.0,0.0,15.126435,0.049707886,0.04338867068290711
294510,4371211,921.5055,True,2670056,8.76082,[-189.1452    82.70674  299.91965],78.9013,826.7808,0.0,0.0,15.773778,0.049624033,0.055540406703948976
297210,4371211,1003.43634,True,2925235,6.1071362,[-228.26154  -100.32377    55.687256],89.941055,897.69165,0.0,0.0,15.730012,0.07360115,0.03882474005222321
298892,4371211,953.35864,True,2837160,11.647943,[  -7.7230477 -198.908      205.73378  ],95.0344,844.65845,0.0,0.0,13.603284,0.062513165,0.085625958442688
306058,4371211,857.2995,True,2439006,9.034575,[ -1.5342387 130.3379     29.937544 ],55.518894,780.408,0.0,0.0,21.33282,0.039789002,0.042350590229034424
317711,4371211,879.77625,True,2264915,5.6773243,[ 30.968554 226.83423   26.647306],42.553345,823.25446,0.0,0.0,13.933477,0.034967534,0.04074592590332032
318210,4371211,541.49927,True,1526260,6.445079,[ 56.577526   -1.4570825 271.72025  ],35.60223,493.16953,0.0,0.0,12.68913,0.0383809,0.05079212784767151
325808,4371211,634.4363,True,1765811,3.718632,[-193.65573   79.21545  -79.35705],46.232315,578.0615,0.0,0.0,10.114641,0.027800653,0.036764842271804814
326217,4371211,357.1438,True,1048025,3.8818278,[-387.2698  -152.56471   71.86946],31.03769,318.5017,0.0,0.0,7.5770345,0.027384834,0.05123149156570435
327822,4371211,304.52588,True,957233,5.7354865,[  33.893414 -177.78777   271.80685 ],29.223965,266.36282,0.0,0.0,8.924066,0.015022993,0.06426988244056701
333672,4371211,479.59637,True,1336526,3.945649,[-281.8842    -42.20811    11.947542],32.7732,437.60034,0.0,0.0,9.207024,0.015822528,0.04285477101802826
344300,4371211,542.00995,True,1474209,4.920513,[-43.041847  60.75637  -76.80572 ],30.211931,499.87393,0.0,0.0,11.894347,0.02973535,0.04136850237846375
344593,4371211,586.9998,True,1528713,2.8796272,[205.04713  89.9237  337.15775],33.242332,546.2002,0.0,0.0,7.5264845,0.03075853,0.038259923458099365
345812,4371211,504.58652,True,1348862,8.616432,[ -64.68595 -164.80452 -163.06418],29.644846,465.85587,0.0,0.0,9.062656,0.023131832,0.09507623314857483
347785,4371211,341.9836,True,1047031,4.560894,[ 356.54135  -46.50912 -464.97717],29.28568,302.50583,0.0,0.0,10.167055,0.025049236,0.04485953748226166
356176,4371211,427.69055,True,1307534,5.191775,[-372.51242  184.26965 -256.4977 ],34.895954,379.1969,0.0,0.0,13.564121,0.03358511,0.03827579319477081
361752,4371211,320.08185,True,867745,2.427077,[-196.99529   -79.11604   -14.233649],21.765928,293.51773,0.0,0.0,4.7785296,0.019650843,0.05079129338264465
366338,4371211,323.0076,True,1004852,3.1330376,[243.86456  -50.541782  24.026396],38.22841,279.95874,0.0,0.0,4.807468,0.012998072,0.06517022252082826
366792,4371211,428.97617,True,1167434,2.7007625,[-33.08351  -97.37764  -10.817314],28.279308,393.52994,0.0,0.0,7.140373,0.026561003,0.03782382905483246
368170,4371211,394.34027,True,1180418,5.714689,[  48.855675 -162.45615   106.659996],36.77501,349.6476,0.0,0.0,7.9020834,0.015567524,0.07231876254081726
369366,4371211,131.64056,True,369632,2.4265285,[ -6.831012 -12.172606 -83.33433 ],5.2325425,121.13763,0.0,0.0,5.263481,0.006922514,0.046101209521293644
370190,4371211,352.03912,True,1061593,3.1542165,[-85.35681   11.402126 -91.469025],34.908623,310.274,0.0,0.0,6.828448,0.028086195,0.04619229137897492
374789,4371211,265.87738,True,761480,3.8341918,[-14.6600065 155.48079   184.33188  ],19.713623,240.03252,0.0,0.0,6.1094685,0.021763613,0.06275818943977356
381392,4371211,303.9812,True,893531,4.8623667,[-76.50872 213.88092 262.0914 ],19.118534,274.3671,0.0,0.0,10.473623,0.021972423,0.04642487764358521
382921,4371211,278.18384,True,808071,5.3414707,[-295.49585    89.990906 -405.3165  ],23.519833,248.95743,0.0,0.0,5.685875,0.020706544,0.09394280910491944
383118,4371211,86.97763,True,260736,4.702347,[-190.74722     -3.7872238   96.21959  ],8.156941,76.83212,0.0,0.0,1.9800856,0.008475738,0.23748199939727785
386429,4371211,274.2078,True,769045,6.7650137,[-135.25778  228.0225   141.27834],17.51288,249.76735,0.0,0.0,6.9161344,0.0114323795,0.09781495332717896
389345,4371211,200.41573,True,568326,1.5197592,[-70.01726 -49.63652 129.06747],15.033817,181.39702,0.0,0.0,3.9694552,0.015428888,0.03828634023666382
389511,4371211,195.62408,True,526683,4.0258613,[ 134.75435  -51.66729 -334.00006],11.584196,180.1695,0.0,0.0,3.8584535,0.011945754,0.10433872938156129
390305,4371211,300.42294,True,934658,3.8310118,[  9.452116 149.08154  -13.224471],26.170147,263.96185,0.0,0.0,10.26007,0.030878223,0.0373390406370163
390724,4371211,237.45735,True,681760,4.4985166,[-171.48846  -105.796814  -43.10641 ],15.341956,214.73055,0.0,0.0,7.371847,0.013004834,0.061022919416427616
391081,4371211,273.08722,True,783074,4.593853,[327.7871  -92.69763 283.52448],16.518696,247.96094,0.0,0.0,8.584262,0.023323065,0.05351482629776001
395735,4371211,177.63268,True,512840,2.6075928,[-22.50265  -40.73066  -10.032199],10.951194,160.95059,0.0,0.0,5.709051,0.021835689,0.04567471444606781
400547,4371211,197.44664,True,609460,4.975434,[ 97.54887  99.56622 115.53897],20.087362,173.02573,0.0,0.0,4.323015,0.010530031,0.11509175300598146
402017,4371211,211.58751,True,673688,4.0494776,[ -36.825436  233.15009  -103.796005],21.125116,183.90569,0.0,0.0,6.543544,0.013167019,0.061885082721710206
406256,4371211,277.2391,True,778700,4.012717,[ 148.24931 -177.785   -185.65105],20.607979,251.73505,0.0,0.0,4.8885865,0.007476992,0.08208337426185608
407606,4371211,146.29497,True,469672,5.8147917,[  -1.6459186 -135.06859   -268.7618   ],17.474365,125.797,0.0,0.0,3.0135067,0.010099487,0.19295765161514283
407822,4371211,183.11862,True,567273,5.801458,[ 226.82962  -231.49193    22.963043],19.022745,159.93793,0.0,0.0,4.1460776,0.011873707,0.13992642164230348
407926,4371211,250.44354,True,696955,2.7226667,[299.25928 -46.11964 467.89044],15.195304,228.79715,0.0,0.0,6.4367647,0.014338277,0.042298683524131776
408076,4371211,158.1677,True,468945,6.7357073,[ -88.677216 -239.18246  -241.90205 ],14.829928,140.15329,0.0,0.0,3.1803637,0.004116271,0.21179046630859377
409226,4371211,119.185555,True,395004,4.94704,[-19.768631 -35.722385 -77.68473 ],14.030313,101.41618,0.0,0.0,3.7289908,0.010071645,0.13266431093215944
409358,4371211,257.6353,True,754323,8.007195,[ -18.818027 -179.22438   241.37378 ],12.983361,233.77098,0.0,0.0,10.856417,0.024565259,0.07375541925430298
410887,4371211,158.60626,True,469555,4.7396646,[162.7343  201.78499 127.99686],15.861857,140.35097,0.0,0.0,2.3879511,0.0054856963,0.19848247766494753
411452,4371211,217.97311,True,694190,4.7497816,[ 131.98772  -247.73495   -30.713663],22.733824,188.68134,0.0,0.0,6.531768,0.026190119,0.0727181613445282
412332,4371211,101.47,True,315987,1.7005948,[-403.81784   -52.665836   82.227936],10.379789,88.64841,0.0,0.0,2.4362469,0.005559617,0.06980387568473816
413363,4371211,251.96854,True,679263,4.6596675,[162.28174  114.83357  117.386345],13.68928,232.76085,0.0,0.0,5.506466,0.011946035,0.08462174534797669
414277,4371211,216.51978,True,641674,4.478356,[ 174.7218   -117.557365   -8.138423],16.434347,193.68956,0.0,0.0,6.3796506,0.016222863,0.07019751071929932
415496,4371211,100.11521,True,325211,5.0082884,[ 98.491844 -59.29067   25.817327],11.944809,85.648834,0.0,0.0,2.5134642,0.008104669,0.19925838708877563
415628,4371211,100.8242,True,313129,1.0778157,[ 95.74624 193.11133  64.75099],11.58297,87.65091,0.0,0.0,1.5832418,0.0070780735,0.06807650327682495
415972,4371211,92.943535,True,248215,0.8955024,[362.35922 576.7571  151.6993 ],4.606582,85.99768,0.0,0.0,2.3294263,0.009846443,0.03844304382801056
416399,4371211,165.69975,True,494928,2.006557,[109.41463  -94.42651  106.897606],12.616889,147.7288,0.0,0.0,5.3421884,0.0118684005,0.03756058216094971
416522,4371211,213.34956,True,599507,2.2417793,[145.90886 195.11992 132.03387],13.517339,194.54247,0.0,0.0,5.2711406,0.01862625,0.04252930283546448
417281,4371211,178.85991,True,593900,6.205831,[-81.23348  -24.030296 -51.010456],22.195274,151.9448,0.0,0.0,4.7093782,0.010469923,0.13177601099014283
417717,4371211,58.998734,True,168968,2.5193949,[404.5391    29.387638 138.93619 ],2.9969063,53.63183,0.0,0.0,2.3606002,0.009401195,0.10672687292098999
418076,4371211,114.78246,True,373138,1.162335,[ 92.11707   10.160475 318.6533  ],16.237617,96.94337,0.0,0.0,1.5946532,0.006829862,0.07288951873779297
419061,4371211,131.44777,True,413414,6.4059386,[ -49.274033   49.79365  -108.88713 ],14.642684,113.84168,0.0,0.0,2.956587,0.006823871,0.21666667461395264
420304,4371211,165.48058,True,531710,8.356815,[-311.79    -147.4917    86.05864],19.892967,141.9597,0.0,0.0,3.6163344,0.011570739,0.23108525276184083
420435,4371211,142.86449,True,454215,3.323415,[ -14.179622   49.438103 -282.1479  ],16.387924,123.20492,0.0,0.0,3.2641199,0.007531154,0.10181657075881959
423908,4371211,44.24757,True,123108,0.84399563,[-183.41077  -471.7745     44.139446],2.9029226,40.191135,0.0,0.0,1.1486409,0.0048703086,0.07347776293754578
424255,4371211,156.62466,True,532919,19.80501,[  39.165203  -146.59016     -1.5047928],17.922945,132.47159,0.0,0.0,6.2189984,0.011130855,0.3184597969055176
424571,4371211,147.51053,True,429353,2.9459355,[257.7243    33.517056 165.24132 ],11.376134,132.54996,0.0,0.0,3.5677269,0.016719554,0.08257178068161011
425487,4371211,84.973,True,259865,1.5527891,[95.687904 49.60219  41.18913 ],10.088372,73.96552,0.0,0.0,0.9166667,0.002438782,0.1693951725959778
425729,4371211,154.79709,True,505510,5.547003,[-252.05998    82.26641    53.870037],18.340715,132.35176,0.0,0.0,4.0941887,0.010414899,0.13548479080200196
426361,4371211,162.34944,True,511592,9.726834,[-228.32243  253.0913  -194.2198 ],15.642092,141.59064,0.0,0.0,5.1045704,0.012145144,0.1905514717102051
426665,4371211,156.0664,True,475250,4.420284,[ 83.09697  50.88314 265.13712],13.718721,138.00914,0.0,0.0,4.327538,0.011009348,0.1021431565284729
427419,4371211,160.74155,True,513226,4.252018,[ -89.50012    34.008015 -287.82883 ],19.111853,138.38933,0.0,0.0,3.2328348,0.007517397,0.13152599334716797
427607,4371211,184.83615,True,522249,1.7150851,[ 90.80278  153.48338  -16.070171],11.959971,168.14996,0.0,0.0,4.7106514,0.015561155,0.03640866279602051
428037,4371211,58.26576,True,176098,1.034048,[450.77145 427.00565  75.56423],6.8191566,50.75713,0.0,0.0,0.68635213,0.003118411,0.15065852403640748
428289,4371211,146.62978,True,445229,1.9001068,[-191.4703    95.84758   19.26504],12.968935,129.52257,0.0,0.0,4.1261187,0.012145673,0.04605070650577545
428715,4371211,187.3632,True,563359,6.688187,[-235.84386  117.33272 -260.711  ],12.680665,167.47806,0.0,0.0,7.184464,0.020019153,0.09309235811233521
429041,4371211,100.77766,True,302283,1.6417761,[ -14.724276 -330.24915   110.245094],6.875709,90.07716,0.0,0.0,3.8145504,0.010239374,0.043039831519126895
429127,4371211,175.74693,True,528160,3.5574079,[173.6861  116.25792 159.15239],12.0936775,157.32259,0.0,0.0,6.31979,0.010877798,0.05628997087478638
429758,4371211,106.47585,True,310055,1.3603126,[-257.75604    10.750682   33.75053 ],7.5697336,95.76891,0.0,0.0,3.1288662,0.008338105,0.043476215004920965
430070,4371211,176.73344,True,500924,3.9972727,[-237.56961   -47.666897  326.4681  ],10.832996,160.87677,0.0,0.0,5.009854,0.013824207,0.0797882080078125
430183,4371211,173.1568,True,559121,14.716943,[100.87143 -87.82575  32.59223],19.945892,149.02864,0.0,0.0,4.1704845,0.011789067,0.35288329124450685
430285,4371211,95.70431,True,295285,3.0844233,[343.9443   -15.651098  66.52549 ],11.458149,83.21449,0.0,0.0,1.0271007,0.004559593,0.30030388832092286
430470,4371211,139.58751,True,465524,5.974782,[-25.546682 172.36208  -56.99269 ],16.19406,118.99803,0.0,0.0,4.387181,0.008241329,0.13618727922439575
430850,4371211,118.8064,True,371026,4.5446815,[-157.10083    41.929585 -347.18173 ],10.014222,104.44457,0.0,0.0,4.337381,0.01021856,0.1047793984413147
432592,4371211,152.53038,True,479042,6.639756,[-121.4894   -94.90078 -114.7773 ],18.862091,131.77036,0.0,0.0,1.8936003,0.004338462,0.3506418943405152
433317,4371211,164.80336,True,511093,10.306532,[-253.7605  -127.1373   135.40965],17.24827,143.78532,0.0,0.0,3.761124,0.0086291535,0.27402799129486083
433401,4371211,71.65816,True,217697,3.79345,[ 338.27814  -120.327324   65.04925 ],6.079329,63.46575,0.0,0.0,2.1026413,0.010431768,0.180413556098938
433723,4371211,153.99345,True,478742,7.0783176,[  -3.5708177 -175.3733     186.02611  ],16.460072,134.3144,0.0,0.0,3.2102191,0.008752653,0.22049329280853272
434303,4371211,140.40004,True,445096,10.743155,[151.96631   38.612442  21.888203],15.736815,121.3707,0.0,0.0,3.2848554,0.007670154,0.32705106735229494
435126,4371211,163.62975,True,497274,4.547551,[122.91943  68.41787 622.8846 ],15.144982,144.42033,0.0,0.0,4.0506845,0.013750638,0.11226624250411987
435417,4371211,181.00075,True,503838,2.5324411,[217.29752 181.43332 176.03667],8.277975,166.4937,0.0,0.0,6.216654,0.012408796,0.04073640406131745
436003,4371211,185.40659,True,510342,2.4617865,[-166.05644  -59.00491 -243.19972],10.191427,170.45134,0.0,0.0,4.744595,0.019219663,0.05188612341880799
436127,4371211,154.04845,True,512419,4.046518,[ -74.14427 -184.21696 -392.0614 ],19.439125,130.6576,0.0,0.0,3.9383707,0.013361735,0.10274598598480225
436991,4371211,111.08864,True,355365,1.8643132,[185.66621   32.311962  98.24108 ],14.002358,95.26081,0.0,0.0,1.8192123,0.006254821,0.10247914791107178
437239,4371211,163.33128,True,497994,2.4896734,[271.82617 189.06085 109.58052],12.943929,144.63368,0.0,0.0,5.739213,0.01445391,0.04338004887104035
437314,4371211,170.24702,True,472094,3.0214014,[ -90.808586  -25.330719 -121.175125],9.887337,155.97675,0.0,0.0,4.370351,0.012590536,0.0691340684890747
437822,4371211,169.72276,True,496186,4.424673,[  56.422546 -143.44823  -150.20197 ],11.553816,152.74411,0.0,0.0,5.413195,0.011645682,0.08173865675926209
438297,4371211,102.99731,True,330030,3.6256719,[366.16745   87.168945 279.35922 ],8.984525,89.81578,0.0,0.0,4.187806,0.0091936,0.08657687902450562
438787,4371211,152.25482,True,498130,10.370632,[-58.951984 -34.007572  10.730419],18.682064,129.89973,0.0,0.0,3.66401,0.009023506,0.28304049968719486
438996,4371211,145.40717,True,443623,3.8951778,[ -86.63833 -413.8706   150.23091],13.003445,128.1732,0.0,0.0,4.2129016,0.017629806,0.09245831370353699
439392,4371211,161.65909,True,498121,2.6743906,[-78.490486 -34.18364  -57.216278],13.542074,142.67307,0.0,0.0,5.4212527,0.02269003,0.049331596493721014
439630,4371211,110.112976,True,356438,3.517482,[ -92.77995  -115.067184 -136.2308  ],14.336448,93.81133,0.0,0.0,1.9574275,0.007769433,0.1796992301940918
440193,4371211,135.37361,True,384583,1.4410882,[  1.203705  54.884987 -74.85724 ],8.233058,123.19632,0.0,0.0,3.9293869,0.014846754,0.036674633622169495
440289,4371211,171.69398,True,485940,3.9870546,[ 91.16059   -8.9913   -23.361313],8.1119375,157.18407,0.0,0.0,6.382535,0.015446879,0.06246820092201233
440568,4371211,91.53224,True,286929,5.144507,[-387.73593    31.550571 -146.3825  ],8.979189,79.73008,0.0,0.0,2.8127573,0.010215458,0.1828990697860718
441218,4371211,77.35137,True,241065,4.643649,[-471.18506  -92.44213  392.37354],8.741699,67.00326,0.0,0.0,1.6006165,0.0057975366,0.29011628627777103
441327,4371211,145.48428,True,478106,4.404704,[-176.68434  150.96022   65.63242],15.181104,124.89404,0.0,0.0,5.398984,0.010152541,0.08158394694328308
441397,4371211,153.60695,True,482281,8.041269,[211.84444  181.91142    7.935703],13.948464,134.36192,0.0,0.0,5.2842155,0.012345746,0.1521752715110779
441667,4371211,173.51482,True,497401,2.1048794,[180.47292   66.2293   -30.179382],9.937524,157.7326,0.0,0.0,5.8299713,0.014711828,0.03610445559024811
441857,4371211,103.10806,True,329373,5.8856964,[-202.11366 -144.57846 -323.6018 ],10.875584,89.284424,0.0,0.0,2.9369788,0.011082795,0.20039968490600588
442227,4371211,132.93982,True,386733,3.1454039,[ -14.577012  515.54626  -497.52405 ],8.789919,119.80291,0.0,0.0,4.335833,0.011153183,0.0725443959236145
443175,4371211,78.33086,True,256620,0.9639622,[-457.48438 -228.57295  -69.57499],9.549342,66.79648,0.0,0.0,1.976125,0.00891347,0.048780426383018494
444067,4371211,91.21181,True,291415,1.3376269,[ 199.85056   -30.657408 -193.92236 ],12.231886,77.882706,0.0,0.0,1.0942527,0.0029581762,0.12224113941192627
444251,4371211,129.87148,True,414533,2.383587,[-276.80197  -79.14719  146.72997],17.939972,110.86082,0.0,0.0,1.067591,0.0030922075,0.2232677936553955
444442,4371211,128.40506,True,408300,4.413964,[ 10.869394 -35.53487  257.52625 ],15.638502,110.92856,0.0,0.0,1.8285093,0.009478601,0.2413968324661255
444834,4371211,83.97581,True,267464,3.2908747,[-332.39008   -95.337715  -15.08682 ],10.125226,72.124214,0.0,0.0,1.7219661,0.004396216,0.19111146926879885
445185,4371211,100.34816,True,295515,1.761086,[204.78946     1.0154403  58.096962 ],8.191438,89.44924,0.0,0.0,2.6979256,0.009559434,0.06527555584907532
445567,4371211,124.48234,True,406390,2.3076866,[-160.53673  140.16641 -231.16039],13.63899,107.02047,0.0,0.0,3.8158088,0.007067326,0.06047699451446534
446449,4371211,130.86299,True,424476,7.1832466,[ 287.6324  -463.56104 -217.54645],17.23583,111.16264,0.0,0.0,2.4587324,0.0057844534,0.2921524286270142
446548,4371211,80.34113,True,251824,3.8193057,[-255.32484   -71.71626   -77.940544],7.0036316,70.45431,0.0,0.0,2.8761547,0.0070446534,0.13279207944869995
447433,4371211,158.2929,True,426508,2.0609508,[-392.68466  -156.33711    56.919235],9.141984,146.02553,0.0,0.0,3.1150844,0.01028738,0.06616035103797913
448269,4371211,153.3264,True,456189,2.536096,[257.2486    37.193474  41.123924],12.60422,136.7548,0.0,0.0,3.9547594,0.012600734,0.06412769556045532
448525,4371211,119.76436,True,363386,1.9934486,[353.879   335.78598 216.82861],11.45446,105.40971,0.0,0.0,2.8904822,0.0097034285,0.06896595358848571
448732,4371211,104.48231,True,343483,5.318279,[-83.59648  93.11224 380.5466 ],14.54505,87.93504,0.0,0.0,1.9961812,0.0060335654,0.2664226293563843
448840,4371211,143.57333,True,430702,1.7008955,[244.40697   77.10202  -41.598404],12.152735,127.49471,0.0,0.0,3.9131098,0.012777859,0.043466594815254216
449910,4371211,116.561165,True,365644,4.9430547,[ -52.226562  -20.231327 -240.9023  ],11.774095,101.68313,0.0,0.0,3.097537,0.0064057503,0.1595801591873169
449972,4371211,130.52066,True,426677,8.95881,[198.99542  -45.368744  73.21197 ],11.391084,112.72639,0.0,0.0,6.391202,0.011996557,0.14017410278320314
450046,4371211,141.93909,True,421745,2.2192845,[ -61.41232 -313.47052 -148.5529 ],11.649359,126.35262,0.0,0.0,3.9236195,0.013488537,0.056562173366546634
450126,4371211,146.64188,True,444315,4.0917716,[ -97.445984 -184.55186  -480.7635  ],12.574134,129.62572,0.0,0.0,4.424511,0.017515456,0.09247963428497315
450177,4371211,137.81566,True,356664,1.3969799,[175.72359 176.62129 158.29138],4.9572463,129.48213,0.0,0.0,3.3614159,0.0148642305,0.04155927002429963
450767,4371211,147.92784,True,426262,2.158887,[-192.04388  142.93417  250.72598],8.81079,134.07224,0.0,0.0,5.025097,0.019714886,0.04296209514141083
451410,4371211,126.57041,True,384065,2.939602,[-338.0306    -65.888405  -24.529358],9.672062,112.47865,0.0,0.0,4.4135175,0.0061785714,0.06660451292991638
451626,4371211,130.23181,True,413912,9.1837635,[  24.875654 -173.79512  -108.31257 ],14.055196,112.95238,0.0,0.0,3.2156544,0.0085901115,0.2855954885482788
451961,4371211,132.36345,True,413994,4.333949,[188.54915  -44.565475 182.00499 ],12.876406,115.20774,0.0,0.0,4.2659025,0.013393407,0.10159512758255006
452045,4371211,74.161545,True,214959,0.6951617,[  22.737621 -123.73404  -104.269714],6.569199,66.34348,0.0,0.0,1.2407911,0.0080727115,0.056025683879852295
452357,4371211,83.36292,True,265702,2.2861269,[ 377.38266 -534.69226 -223.79515],5.3668795,73.67178,0.0,0.0,4.3138056,0.010454883,0.05299559235572815
452395,4371211,120.787834,True,367500,7.172883,[-12.099032 -29.483889 132.07645 ],10.548903,106.510345,0.0,0.0,3.717948,0.010630698,0.19292585849761965
452577,4371211,102.72956,True,328876,4.926448,[-32.297604 634.94714  382.81058 ],10.617632,88.83143,0.0,0.0,3.2725525,0.007953521,0.15053839683532716
453081,4371211,135.04857,True,426029,9.9790945,[-95.5323  157.71892  97.23952],11.543457,118.25838,0.0,0.0,5.2349687,0.011770422,0.19062377214431764
453313,4371211,135.227,True,396093,6.507198,[ 115.855934 -352.7548    139.67686 ],9.554126,121.43389,0.0,0.0,4.2297816,0.009206611,0.1538424015045166
453393,4371211,135.05673,True,398344,1.7929537,[-254.70494  -435.34473   -29.767118],10.135184,121.00314,0.0,0.0,3.9076028,0.010804712,0.045883724093437196
453961,4371211,104.59061,True,338737,5.5656996,[ -48.78276 -113.15422  197.14153],11.01191,90.04632,0.0,0.0,3.5253127,0.00706236,0.1578781843185425
454015,4371211,89.011955,True,290714,4.4320383,[ -23.331867  406.37823  -544.7627  ],11.310045,75.72037,0.0,0.0,1.9709184,0.010625979,0.22487173080444336
454306,4371211,120.63073,True,378333,4.072193,[201.07727   47.620388 163.64296 ],10.3953905,105.65593,0.0,0.0,4.570108,0.009301285,0.08910496830940247
454462,4371211,117.81154,True,378123,3.8622355,[ 324.53455 -217.02988 -148.01213],12.217322,102.19224,0.0,0.0,3.3904896,0.011486009,0.11391379833221436
454539,4371211,135.8207,True,396235,1.7620413,[-144.5828    -91.38961   -28.035915],9.899011,122.05373,0.0,0.0,3.857767,0.010188181,0.04567516148090363
454795,4371211,75.99093,True,243465,2.6687791,[-103.32272  210.28784 -112.32504],10.130158,64.817154,0.0,0.0,1.039767,0.0038470826,0.256670880317688
455058,4371211,87.300766,True,270081,1.5082887,[ 188.04518 -421.12726 -360.81638],8.8927145,76.18549,0.0,0.0,2.2159398,0.0066165715,0.06806542277336121
455198,4371211,131.9609,True,408533,6.0937343,[ 493.60565 -186.8576    51.44849],12.004798,115.58389,0.0,0.0,4.361825,0.01039772,0.1397060751914978
455335,4371211,106.18191,True,342423,5.2565145,[ 51.119583  68.429085 -24.351372],12.057257,91.087296,0.0,0.0,3.029636,0.00771969,0.17350317239761354
455857,4371211,130.84041,True,381656,1.5692257,[-89.539116  46.65598  241.63705 ],9.80636,117.614784,0.0,0.0,3.41004,0.009228762,0.046017810702323914
455957,4371211,115.521065,True,369904,2.7354584,[444.6125   -75.33586   55.138397],11.356386,100.02939,0.0,0.0,4.125016,0.010270616,0.06631388068199158
456456,4371211,137.11205,True,390895,3.2251785,[-120.69507  -41.27915  284.37485],8.600063,124.52851,0.0,0.0,3.9709299,0.012547475,0.08121972680091859
456584,4371211,111.81196,True,380929,4.0434937,[-186.6048    221.38911    77.975266],15.24777,93.39171,0.0,0.0,3.1641002,0.008384394,0.12779284715652467
457086,4371211,103.1731,True,325760,2.6112823,[ 80.21347 160.14711 117.66116],12.052459,89.245995,0.0,0.0,1.867579,0.007066439,0.13982179164886474
457227,4371211,108.688286,True,324328,1.9298658,[ -59.38833    79.417404 -411.14758 ],9.13043,96.53031,0.0,0.0,3.0169652,0.010577763,0.0639671266078949
457697,4371211,67.97236,True,212085,3.1664696,[-309.39603  451.40546 -229.12228],6.2747207,59.584457,0.0,0.0,2.1073246,0.0058526816,0.1502601742744446
457931,4371211,120.48144,True,382079,3.2683585,[141.40573   83.8506   -14.957939],13.381074,104.224144,0.0,0.0,2.8638544,0.012365759,0.1141244649887085
457998,4371211,106.34076,True,346666,7.2844067,[-64.77516  -25.337008 -18.311483],13.681754,90.33096,0.0,0.0,2.3218672,0.0061792545,0.3137305498123169
458111,4371211,88.93189,True,280064,3.025044,[287.1772   153.50134   23.738832],10.370254,76.6122,0.0,0.0,1.9437134,0.0057269116,0.15563219785690308
458722,4371211,81.07221,True,257166,3.8123472,[240.70538 171.6894   84.2136 ],8.470187,70.20557,0.0,0.0,2.3914168,0.005043735,0.15941792726516724
458945,4371211,85.28045,True,273581,2.8753645,[-246.2948    147.45769   -52.580326],9.212488,73.58887,0.0,0.0,2.4702446,0.008847266,0.11639999151229859
459084,4371211,87.73074,True,284322,4.39572,[262.21365  299.34656  -11.118165],11.481303,74.81135,0.0,0.0,1.434313,0.0037813317,0.3064686536788941
