,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloSFR,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH
498203,4371211,91.866325,True,231237,0.0,1.3559887,87.5776,0.0,0.0,2.9209182,0.011815836
498248,4371211,60.0946,True,184564,2.5099707,5.9018226,52.883575,0.0,0.0,1.3026459,0.006554184
498297,4371211,86.755974,True,245417,0.3980678,4.50288,79.19669,0.0,0.0,3.0468957,0.009497713
498335,4371211,90.07928,True,225779,0.0,1.2134211,85.98251,0.0,0.0,2.86967,0.013668012
498389,4371211,75.65371,True,245618,2.1469212,7.87093,65.06539,0.0,0.0,2.7081428,0.009248108
498415,4371211,67.25072,True,207860,0.61945486,8.182564,58.067738,0.0,0.0,0.9958655,0.004549582
498462,4371211,65.081184,True,200900,2.6303978,6.8605742,56.97822,0.0,0.0,1.2384545,0.0039341752
498520,4371211,66.85319,True,216759,7.544376,7.5199876,57.169834,0.0,0.0,2.1593597,0.004001181
498576,4371211,73.35975,True,232443,6.348744,8.17279,63.46019,0.0,0.0,1.7222083,0.0045594275
498622,4371211,65.8573,True,207127,2.05966,7.889432,57.007042,0.0,0.0,0.9569769,0.0038466305
498677,4371211,77.37926,True,251079,3.9982798,7.6295996,66.898094,0.0,0.0,2.8440502,0.00751479
498710,4371211,76.24675,True,241615,1.9162568,8.330397,66.19333,0.0,0.0,1.7162308,0.006796162
498768,4371211,73.041084,True,236087,4.874214,6.100484,63.478394,0.0,0.0,3.4577272,0.004480337
498803,4371211,73.789734,True,236375,1.3151063,7.815965,63.897007,0.0,0.0,2.0676985,0.00906599
498854,4371211,74.65509,True,238431,4.3657117,8.562653,64.20288,0.0,0.0,1.8817456,0.007810116
498879,4371211,71.15814,True,212428,0.64461565,6.9570985,62.998096,0.0,0.0,1.1987445,0.004201034
498923,4371211,97.318924,True,247941,0.014744357,2.0174434,92.36034,0.0,0.0,2.930226,0.010922089
498958,4371211,103.27351,True,249228,0.0,1.1810197,99.45607,0.0,0.0,2.6221547,0.01427217
498984,4371211,90.48651,True,237097,0.0,1.1363549,85.72973,0.0,0.0,3.6101925,0.010234619
499025,4371211,88.04893,True,242859,0.30292225,3.268662,81.42729,0.0,0.0,3.3411994,0.011778854
499055,4371211,93.888756,True,229121,0.0,0.94439375,90.31428,0.0,0.0,2.617387,0.012701305
499113,4371211,84.209694,True,246694,1.7406921,3.0840318,76.797745,0.0,0.0,4.3170123,0.010903026
499130,4371211,77.98104,True,246666,7.242804,6.8456936,67.98811,0.0,0.0,3.1414816,0.0057513122
499161,4371211,98.58201,True,246649,0.0036022405,2.456375,93.63185,0.0,0.0,2.481266,0.012511696
499195,4371211,96.86997,True,245014,0.0,1.1149031,92.3664,0.0,0.0,3.377543,0.011124067
499223,4371211,77.51604,True,239816,6.601407,7.530899,67.75252,0.0,0.0,2.228348,0.0042717746
499270,4371211,72.532234,True,222960,3.9874935,7.3009863,63.673542,0.0,0.0,1.5526813,0.0050240797
499320,4371211,66.09447,True,205261,4.2874155,6.081324,57.87966,0.0,0.0,2.1299338,0.0035459201
499357,4371211,73.46376,True,225912,0.7417705,7.305303,64.422806,0.0,0.0,1.7257572,0.00989598
499383,4371211,74.60434,True,237004,8.691503,7.5324793,64.686714,0.0,0.0,2.3759408,0.009202007
499436,4371211,61.98461,True,197656,1.0311316,7.5449834,53.13687,0.0,0.0,1.3002174,0.0025398317
499463,4371211,80.922806,True,238402,1.6395403,3.1549373,73.63993,0.0,0.0,4.1184134,0.009527052
499487,4371211,76.33475,True,213875,1.1586707,4.7163153,69.58421,0.0,0.0,2.026461,0.007755093
499522,4371211,89.74125,True,226330,0.0,1.5158256,85.452675,0.0,0.0,2.761089,0.011661771
499574,4371211,58.774975,True,191933,2.2945902,7.763041,49.855186,0.0,0.0,1.1528599,0.0038875462
499609,4371211,77.966415,True,246193,2.628993,6.637565,68.310165,0.0,0.0,3.008695,0.009986427
499636,4371211,84.96191,True,233680,0.68339485,3.2479994,78.57079,0.0,0.0,3.1327517,0.010356741
499679,4371211,73.29633,True,241649,3.4056218,8.209879,62.68666,0.0,0.0,2.3931837,0.0066041057
499716,4371211,72.21964,True,221892,1.859873,7.7983603,63.088593,0.0,0.0,1.3288431,0.00384158
499758,4371211,66.642624,True,222208,2.0162842,9.501118,55.901855,0.0,0.0,1.2353734,0.0042751343
499810,4371211,71.92309,True,231829,1.8228618,7.972022,61.699783,0.0,0.0,2.246103,0.0051848744
499852,4371211,78.62015,True,239218,2.252042,7.161751,69.196945,0.0,0.0,2.2547104,0.006746713
499897,4371211,68.91807,True,215183,2.727503,8.002561,59.829155,0.0,0.0,1.082475,0.0038730926
499960,4371211,75.83378,True,242489,2.5390277,8.417439,65.31363,0.0,0.0,2.0967066,0.0060024178
499996,4371211,72.6489,True,236537,5.932816,9.443408,61.783203,0.0,0.0,1.4187279,0.0035638178
500035,4371211,67.62283,True,203948,3.9071016,7.171521,59.505085,0.0,0.0,0.9441893,0.0020379159
500086,4371211,68.21365,True,214625,1.6029161,5.754983,59.726524,0.0,0.0,2.726817,0.005329448
500114,4371211,76.94623,True,239973,4.6847353,7.6487007,67.06443,0.0,0.0,2.226616,0.006480707
500148,4371211,69.68954,True,218221,3.9787915,7.785627,60.485394,0.0,0.0,1.4121156,0.0064059226
500188,4371211,73.78248,True,227699,4.483299,6.2562366,65.00017,0.0,0.0,2.521614,0.004456217
500239,4371211,70.28231,True,209523,0.8548639,3.8586593,63.245827,0.0,0.0,3.1690817,0.008739775
500268,4371211,85.390396,True,234121,0.4967537,3.346553,78.98082,0.0,0.0,3.0521953,0.01083109
500294,4371211,82.21383,True,243412,1.1608299,6.4255595,73.381584,0.0,0.0,2.4012198,0.0054697823
500330,4371211,39.257492,True,120916,0.73002356,4.480301,34.08936,0.0,0.0,0.6847113,0.0031232117
500366,4371211,71.41975,True,223275,3.9282236,7.0155478,62.447525,0.0,0.0,1.9460828,0.0105871465
500398,4371211,82.42822,True,211145,0.016039995,2.5856047,77.74823,0.0,0.0,2.0832455,0.0111437775
500448,4371211,89.967445,True,238395,0.34543344,2.6265826,84.33536,0.0,0.0,2.9948606,0.0106499065
500494,4371211,76.97944,True,242523,2.1497526,7.336455,67.14481,0.0,0.0,2.4900959,0.008074342
500532,4371211,47.33084,True,142983,0.76324975,4.143079,41.860035,0.0,0.0,1.32357,0.0041586645
500575,4371211,72.54744,True,234366,3.7881155,8.345008,62.425785,0.0,0.0,1.768636,0.008010295
500632,4371211,77.86074,True,243899,2.5644,7.955145,67.68679,0.0,0.0,2.2120008,0.006803228
500665,4371211,67.81734,True,217564,1.5162033,9.050833,57.902412,0.0,0.0,0.8611347,0.002955452
500725,4371211,80.09012,True,237764,1.0265894,5.3447328,72.09035,0.0,0.0,2.648026,0.0070130676
500766,4371211,71.97379,True,226993,2.950532,8.573713,62.24934,0.0,0.0,1.1461135,0.0046228156
500833,4371211,58.542408,True,174631,3.5080361,5.5435386,51.751595,0.0,0.0,1.2436235,0.0036489645
500867,4371211,74.86489,True,233641,3.8809726,8.2542,64.902596,0.0,0.0,1.7042227,0.0038761874
500922,4371211,69.910355,True,220466,2.3260417,6.460609,61.030907,0.0,0.0,2.4120154,0.006819873
500959,4371211,63.63317,True,197198,3.5497067,6.034332,55.72996,0.0,0.0,1.8632134,0.005666305
501007,4371211,63.265717,True,201725,1.042994,8.46013,54.27896,0.0,0.0,0.5253083,0.0013165675
501066,4371211,67.48439,True,210085,1.2527521,7.995353,58.469666,0.0,0.0,1.0131503,0.0062217987
501112,4371211,101.7707,True,238312,0.0,1.7593284,98.29477,0.0,0.0,1.7031852,0.013422087
501156,4371211,100.589554,True,242090,0.0,0.89962506,97.04448,0.0,0.0,2.6319618,0.01348976
501186,4371211,101.059,True,239580,0.0,0.43274316,97.90395,0.0,0.0,2.708736,0.013561823
501215,4371211,75.880295,True,235168,3.0791879,6.3266187,66.83338,0.0,0.0,2.7110202,0.00927522
501244,4371211,89.31691,True,230896,0.29458463,3.7669895,83.59823,0.0,0.0,1.9400691,0.011624263
501292,4371211,77.84657,True,239332,3.759542,7.37578,68.51947,0.0,0.0,1.9422653,0.009053409
501324,4371211,72.67873,True,227396,2.312125,7.706669,63.185665,0.0,0.0,1.7820432,0.0043475865
501368,4371211,84.8311,True,216336,0.0,1.8601865,80.456085,0.0,0.0,2.5034587,0.011372704
501430,4371211,82.98665,True,236043,0.49163812,5.2407756,75.292145,0.0,0.0,2.4461272,0.0075956215
501464,4371211,46.65374,True,148628,0.8020094,6.2421556,39.723476,0.0,0.0,0.68614036,0.001967678
501526,4371211,77.386856,True,231337,1.3197792,5.245396,69.19441,0.0,0.0,2.9395893,0.0074590677
501561,4371211,98.60821,True,238823,0.0,0.69211185,95.10661,0.0,0.0,2.79168,0.017802477
501604,4371211,75.74868,True,238245,3.229759,5.4007983,66.80355,0.0,0.0,3.5338302,0.010499153
501628,4371211,68.75409,True,224612,4.953198,7.741021,58.990913,0.0,0.0,2.0139043,0.00824672
501658,4371211,74.817726,True,237952,2.0765624,7.5265183,64.74688,0.0,0.0,2.5357518,0.008579893
501685,4371211,94.153534,True,232481,0.0,0.67736334,90.48819,0.0,0.0,2.976014,0.011966958
501720,4371211,90.41212,True,221613,0.0,1.146825,86.78638,0.0,0.0,2.4667134,0.012203857
501761,4371211,71.12393,True,230025,4.1161456,8.204055,60.76649,0.0,0.0,2.1473129,0.0060760067
501795,4371211,55.28097,True,173045,1.212872,7.1187406,47.583138,0.0,0.0,0.5769173,0.0021760364
501859,4371211,87.03484,True,220034,0.0017441749,2.122574,82.587585,0.0,0.0,2.3117845,0.012903071
501903,4371211,63.411964,True,202637,1.64338,5.8866525,55.287582,0.0,0.0,2.2310078,0.00672068
501949,4371211,69.59482,True,214206,0.87451243,7.0238676,60.893898,0.0,0.0,1.6709146,0.006141344
501991,4371211,94.67358,True,228206,0.0,0.2706011,91.58327,0.0,0.0,2.8017359,0.017968459
502043,4371211,53.418972,True,169084,1.9335983,6.314795,46.065907,0.0,0.0,1.0326306,0.005639837
502087,4371211,49.683884,True,155318,2.9227614,5.168921,43.136105,0.0,0.0,1.3742136,0.0046447893
502121,4371211,65.59812,True,206690,2.216649,8.052551,56.666283,0.0,0.0,0.8758295,0.003453464
502168,4371211,86.13585,True,229180,0.07797459,2.6508968,80.59562,0.0,0.0,2.8778496,0.011479179
502209,4371211,90.43438,True,221297,0.0,0.44838652,87.13978,0.0,0.0,2.8301737,0.01604743
502232,4371211,63.70102,True,202824,3.0853398,6.375512,55.389202,0.0,0.0,1.9285637,0.0077407276
502279,4371211,73.87427,True,238417,5.407703,8.797605,63.21954,0.0,0.0,1.8520577,0.0050672838
502312,4371211,77.44551,True,236237,2.372391,7.0722685,68.33898,0.0,0.0,2.0290437,0.005216076
502347,4371211,85.78259,True,229668,0.4004138,3.4908328,79.753334,0.0,0.0,2.5276036,0.010825906
502380,4371211,52.28565,True,156315,0.9338548,4.8262997,46.41172,0.0,0.0,1.0417091,0.0059202365
502427,4371211,78.94526,True,225795,0.91626257,4.944475,71.58983,0.0,0.0,2.402118,0.008843602
502461,4371211,74.27979,True,205860,0.0,2.4789796,68.77833,0.0,0.0,3.0105999,0.011883947
502503,4371211,74.75878,True,217933,5.5282245,4.488834,67.5427,0.0,0.0,2.7143404,0.012903807
502521,4371211,65.326294,True,207201,3.900736,7.8341494,56.236042,0.0,0.0,1.2516733,0.004432872
502560,4371211,96.72223,True,234955,0.0,0.5300376,93.370476,0.0,0.0,2.8060465,0.015670398
502595,4371211,77.88332,True,237787,0.80284774,6.9182763,68.67822,0.0,0.0,2.2772853,0.009536302
502619,4371211,71.50428,True,230060,1.356244,7.0389094,61.626472,0.0,0.0,2.829665,0.00923433
502648,4371211,76.11949,True,231348,5.774861,6.13677,67.2793,0.0,0.0,2.6936355,0.0097881025
502685,4371211,74.88017,True,223843,1.6019487,6.2878857,66.622055,0.0,0.0,1.9637213,0.006516061
502730,4371211,72.53046,True,230733,5.7121296,7.4565415,63.01933,0.0,0.0,2.0478776,0.006709952
502767,4371211,81.703316,True,225785,0.66601884,3.890452,75.172325,0.0,0.0,2.6310334,0.009505537
502796,4371211,71.22715,True,228080,4.27439,8.2366295,61.335262,0.0,0.0,1.6463737,0.008880472
502847,4371211,88.45875,True,224507,0.0,1.3741051,84.18571,0.0,0.0,2.8864124,0.01252615
502881,4371211,83.26709,True,217771,0.0,1.6241045,78.58495,0.0,0.0,3.0468626,0.011167254
502919,4371211,73.964584,True,231318,6.5377126,7.241896,64.51027,0.0,0.0,2.2052152,0.0072063194
502956,4371211,80.803474,True,232681,0.5062751,3.5713603,73.79615,0.0,0.0,3.426396,0.009567217
502976,4371211,66.03481,True,204338,2.0711045,7.2169237,57.52475,0.0,0.0,1.2886863,0.0044557163
503033,4371211,83.63751,True,221475,0.0,1.4834272,78.790215,0.0,0.0,3.351974,0.011896282
503091,4371211,71.42191,True,227162,2.6269863,7.861598,61.66692,0.0,0.0,1.884426,0.008966973
503114,4371211,77.53617,True,224930,3.38101,3.6072772,70.4715,0.0,0.0,3.4473534,0.010044138
503137,4371211,89.95542,True,209793,0.0,0.20717101,87.516426,0.0,0.0,2.218838,0.012986716
503194,4371211,48.746902,True,153423,4.4005027,4.9814973,42.301907,0.0,0.0,1.4601972,0.003301068
503240,4371211,38.858784,True,115380,0.6176389,4.4028726,34.16216,0.0,0.0,0.29251042,0.0012414231
503289,4371211,94.409195,True,233103,0.0,0.61884195,90.73138,0.0,0.0,3.046245,0.012735379
503322,4371211,91.59793,True,230507,0.0,1.0680771,87.47042,0.0,0.0,3.0472782,0.012154416
503364,4371211,73.60607,True,229662,2.905876,7.783515,63.82218,0.0,0.0,1.9960407,0.0043331096
503393,4371211,81.51584,True,228065,0.6552029,4.2496066,74.64754,0.0,0.0,2.6094458,0.009247363
503432,4371211,76.67643,True,203871,0.027328951,2.099796,71.86991,0.0,0.0,2.6932282,0.013494114
503467,4371211,37.656975,True,108820,1.1032591,3.399386,33.57721,0.0,0.0,0.6771949,0.0031817625
503503,4371211,69.98537,True,216320,2.5286605,5.341863,61.94094,0.0,0.0,2.6953459,0.007219476
503530,4371211,56.176483,True,176646,1.9373648,7.1139164,48.27527,0.0,0.0,0.7842619,0.0030383288
503582,4371211,59.28852,True,186928,1.4052322,7.058068,51.178276,0.0,0.0,1.0469131,0.005263807
503636,4371211,78.54306,True,219403,0.5665456,4.365385,71.85778,0.0,0.0,2.3083375,0.0115547925
503664,4371211,72.81935,True,228943,2.2343633,6.270341,63.836845,0.0,0.0,2.7054424,0.0067229797
503706,4371211,56.12342,True,166782,1.3596259,5.903509,49.471455,0.0,0.0,0.74453354,0.0039221556
503750,4371211,65.31458,True,213273,2.257269,5.979911,56.380634,0.0,0.0,2.945014,0.00902508
503778,4371211,75.677444,True,207501,0.5082107,3.9254186,69.63174,0.0,0.0,2.1110032,0.009286615
503826,4371211,67.04458,True,207240,4.2149997,6.8803296,58.751778,0.0,0.0,1.4057506,0.006717609
503880,4371211,72.06118,True,220326,2.0320265,7.706814,62.997086,0.0,0.0,1.350463,0.0068148514
503916,4371211,41.593487,True,134637,1.7956476,5.091466,35.360878,0.0,0.0,1.1372733,0.003868407
503951,4371211,75.409706,True,198364,0.8870784,3.2016265,70.284935,0.0,0.0,1.9144788,0.008660275
504000,4371211,88.22595,True,228927,0.30329618,2.903037,82.89497,0.0,0.0,2.4160023,0.011937546
504030,4371211,76.80067,True,232751,0.86950713,6.587759,67.87689,0.0,0.0,2.3281567,0.007865301
504065,4371211,83.182686,True,223704,0.31572732,2.4094965,77.660255,0.0,0.0,3.102368,0.010565948
504093,4371211,38.083187,True,115609,2.3396685,3.979698,33.257183,0.0,0.0,0.84416103,0.0021464915
504142,4371211,80.43654,True,228223,0.19864856,2.392028,74.24156,0.0,0.0,3.791571,0.011375833
504177,4371211,66.580284,True,204711,2.956364,6.678513,58.38119,0.0,0.0,1.5146248,0.0059522768
504227,4371211,72.07825,True,221536,1.8062282,6.9746227,63.452606,0.0,0.0,1.6437712,0.0072450833
504295,4371211,69.64895,True,219803,2.4422064,7.454716,60.319057,0.0,0.0,1.8683815,0.006795511
504350,4371211,74.31769,True,227771,3.3277993,6.4544163,65.53153,0.0,0.0,2.3264844,0.005256483
504383,4371211,66.877914,True,202542,1.0988753,6.9620323,58.75582,0.0,0.0,1.1580769,0.0019811185
504426,4371211,65.54693,True,203905,1.6564717,6.6171894,57.408466,0.0,0.0,1.5138735,0.0073997704
504488,4371211,49.9357,True,153342,1.8920654,5.690116,43.586067,0.0,0.0,0.65603864,0.0034789317
504549,4371211,73.61285,True,226102,1.7443346,6.66651,64.97995,0.0,0.0,1.9578689,0.00852048
504593,4371211,62.4617,True,198874,6.1331477,7.5592875,53.565598,0.0,0.0,1.3327953,0.0040219403
504650,4371211,73.267334,True,227261,3.5956626,6.0377474,64.57246,0.0,0.0,2.6478477,0.009283809
504691,4371211,34.63095,True,106964,0.93513966,4.255411,29.929493,0.0,0.0,0.4443127,0.0017347952
504730,4371211,70.52996,True,213801,0.24866875,4.6492434,62.952087,0.0,0.0,2.9175656,0.0110629285
504757,4371211,69.18102,True,212479,4.3660417,7.6378646,60.420174,0.0,0.0,1.1195878,0.003399668
504785,4371211,72.01848,True,219186,4.6267786,7.134637,63.48193,0.0,0.0,1.3918223,0.010088991
504837,4371211,71.99275,True,230294,5.551644,5.9347663,62.917206,0.0,0.0,3.135311,0.005467378
504863,4371211,72.512566,True,218072,4.1414146,6.8566856,64.09671,0.0,0.0,1.5504515,0.008721196
504912,4371211,52.65146,True,164280,3.6109366,5.2427773,46.04063,0.0,0.0,1.3632628,0.0047905263
504954,4371211,65.90941,True,202080,1.5372922,6.0065923,58.185535,0.0,0.0,1.7110524,0.0062292116
504994,4371211,67.07758,True,213401,4.7093787,8.236641,57.52222,0.0,0.0,1.3145878,0.0041338764
505030,4371211,59.196507,True,192773,3.5524385,7.011435,50.31627,0.0,0.0,1.8651565,0.0036442978
505067,4371211,64.71213,True,198904,2.800277,6.4901285,56.87913,0.0,0.0,1.3333386,0.00953047
505106,4371211,66.9237,True,209167,2.073911,7.3968844,58.327095,0.0,0.0,1.1930022,0.006718067
505164,4371211,68.08947,True,211973,1.2209615,8.229674,58.71487,0.0,0.0,1.1411883,0.0037339514
505211,4371211,93.27926,True,218194,0.0,0.62303364,90.52712,0.0,0.0,2.1141915,0.0149105815
505253,4371211,61.17206,True,160006,0.0,1.2413143,57.67238,0.0,0.0,2.2462513,0.012117491
505333,4371211,88.33333,True,219227,0.0,1.0776799,84.55528,0.0,0.0,2.6883152,0.012050894
505379,4371211,57.03327,True,183460,2.2373939,7.951052,48.375877,0.0,0.0,0.703997,0.0023470966
505455,4371211,66.628426,True,206800,1.4985362,6.2225866,58.26137,0.0,0.0,2.138781,0.005687207
505481,4371211,85.674095,True,217765,0.0,0.98049426,81.66997,0.0,0.0,3.012019,0.011613163
505530,4371211,69.90678,True,216497,1.6591288,8.174266,60.735146,0.0,0.0,0.99383736,0.0035254946
505572,4371211,60.40882,True,190044,0.91311455,6.807991,52.285988,0.0,0.0,1.3105547,0.0042866343
505616,4371211,75.622025,True,219984,0.059855573,4.2200913,68.45021,0.0,0.0,2.9404492,0.011271437
505642,4371211,72.051796,True,223068,3.3641343,7.2956095,63.137634,0.0,0.0,1.6104466,0.008105541
505680,4371211,31.91036,True,100998,0.428478,4.4841504,27.19029,0.0,0.0,0.23536791,0.0005502082
505752,4371211,62.325764,True,189471,1.4291499,5.157035,55.384148,0.0,0.0,1.7758485,0.008732818
505793,4371211,73.82345,True,225954,1.2198215,6.536865,65.00725,0.0,0.0,2.2715502,0.0077828374
505831,4371211,75.084435,True,225244,4.1360903,5.975495,67.0073,0.0,0.0,2.0915692,0.0100679435
505860,4371211,60.411015,True,193447,1.4639912,5.6815114,52.444233,0.0,0.0,2.2780786,0.00719047
505892,4371211,77.20499,True,210939,0.18528984,3.687138,71.23845,0.0,0.0,2.2686605,0.010736241
505928,4371211,72.6377,True,198469,0.4486494,3.0247881,67.16352,0.0,0.0,2.4403312,0.00906366
505967,4371211,63.771713,True,211003,0.70030326,8.200243,53.90433,0.0,0.0,1.6625503,0.0045895665
506022,4371211,71.09115,True,214094,0.5198833,5.9731383,63.263523,0.0,0.0,1.8469992,0.0074906563
506063,4371211,75.60801,True,212776,0.00048759594,4.209377,69.03111,0.0,0.0,2.3560066,0.011513764
506106,4371211,71.74144,True,222531,4.887164,7.1353755,62.959167,0.0,0.0,1.6372954,0.009602537
506138,4371211,71.93258,True,217650,2.9300575,6.868637,63.641186,0.0,0.0,1.4156926,0.0070624505
506174,4371211,59.77949,True,179024,0.9560304,5.176759,53.178833,0.0,0.0,1.4142957,0.009603173
506207,4371211,75.359055,True,217686,0.2533271,3.314986,68.85517,0.0,0.0,3.180279,0.008616748
506244,4371211,68.07353,True,215586,3.2359374,6.82852,59.186573,0.0,0.0,2.0500646,0.008374318
506279,4371211,63.566647,True,195499,3.1283998,6.726341,55.66474,0.0,0.0,1.1709291,0.0046373205
506313,4371211,74.50052,True,212709,0.0,3.9338973,68.0958,0.0,0.0,2.459938,0.010880679
506356,4371211,91.76806,True,219783,0.0,0.7515409,88.66459,0.0,0.0,2.3380635,0.013867832
506393,4371211,76.07107,True,212592,1.7106487,4.5045476,69.40221,0.0,0.0,2.153699,0.010618883
506409,4371211,72.34745,True,217973,1.1181899,6.011377,64.30905,0.0,0.0,2.0187094,0.008314384
506435,4371211,60.63454,True,184291,2.0443192,6.718956,53.23748,0.0,0.0,0.6761418,0.0019649572
506481,4371211,67.3062,True,218612,2.9779084,8.993188,57.18298,0.0,0.0,1.1254718,0.0045551993
506526,4371211,68.64294,True,206033,1.1755277,6.1995296,61.02484,0.0,0.0,1.4106376,0.007931006
506566,4371211,67.38515,True,214240,2.8164763,7.0435796,58.25126,0.0,0.0,2.0852473,0.005061675
506609,4371211,71.56272,True,216490,0.69847757,5.1987963,63.83381,0.0,0.0,2.5230913,0.007025249
506653,4371211,71.092445,True,197156,0.0,3.4064822,65.309586,0.0,0.0,2.365518,0.010861875
506719,4371211,88.90957,True,218886,0.0,0.8528717,85.31263,0.0,0.0,2.7327344,0.011330314
506753,4371211,71.20799,True,221242,9.045137,6.7274065,62.156315,0.0,0.0,2.3152435,0.009027209
506782,4371211,67.986595,True,208684,2.4554179,7.9645147,59.32308,0.0,0.0,0.696076,0.0029285306
506823,4371211,65.90545,True,205670,1.0946734,7.4958305,57.11675,0.0,0.0,1.2892908,0.0035748726
506877,4371211,55.335827,True,164009,3.0240302,4.500479,49.198444,0.0,0.0,1.6324098,0.004491314
506903,4371211,65.71096,True,205838,1.3834544,6.155671,57.591484,0.0,0.0,1.9562804,0.007520958
506943,4371211,80.91636,True,210631,0.08758738,2.903373,75.87254,0.0,0.0,2.1295352,0.010901174
506992,4371211,69.895996,True,224123,3.5810192,6.735769,60.518253,0.0,0.0,2.6366847,0.005287655
507025,4371211,69.51636,True,217750,1.5340416,7.6110578,60.319565,0.0,0.0,1.5808836,0.0048516616
507070,4371211,65.59393,True,183425,0.049752343,2.8880086,60.279118,0.0,0.0,2.4178257,0.008983063
507096,4371211,68.212296,True,221204,2.9570444,5.3234324,59.508118,0.0,0.0,3.373227,0.007515547
507130,4371211,72.372154,True,210383,2.4172482,4.6649604,65.266106,0.0,0.0,2.431274,0.009814894
507157,4371211,73.45689,True,223831,2.5583003,7.0142617,64.77115,0.0,0.0,1.6631523,0.008327652
507200,4371211,54.37067,True,162907,2.5635197,5.922356,47.762108,0.0,0.0,0.68489677,0.0013090818
507256,4371211,73.87493,True,220392,1.9385943,6.3052907,65.6468,0.0,0.0,1.9152489,0.007593426
507299,4371211,74.53171,True,217055,0.92051554,5.4452233,66.84855,0.0,0.0,2.2275712,0.010363439
507327,4371211,70.77958,True,219602,3.031227,6.2975016,62.369667,0.0,0.0,2.1026819,0.009731344
507361,4371211,71.28803,True,201560,0.4207423,3.4866252,65.168526,0.0,0.0,2.6218045,0.011076077
507397,4371211,71.037735,True,171881,0.0,1.6867152,67.98205,0.0,0.0,1.3567038,0.0122704925
507458,4371211,36.22033,True,112590,1.0601543,4.8307056,31.082708,0.0,0.0,0.30566475,0.0012521384
507516,4371211,60.399586,True,203855,2.2623668,8.836764,50.294025,0.0,0.0,1.2656142,0.0031834396
507556,4371211,58.932404,True,199672,3.410953,6.5562787,50.061966,0.0,0.0,2.3070483,0.007108517
507587,4371211,69.25196,True,200003,0.45765913,4.3707037,62.617905,0.0,0.0,2.2537198,0.009636102
507624,4371211,73.21124,True,218979,3.0972872,6.446177,65.08915,0.0,0.0,1.6686062,0.007308519
507666,4371211,53.880142,True,165027,1.0000224,6.211637,47.130646,0.0,0.0,0.53559047,0.0022677365
507701,4371211,75.32695,True,212909,0.90477103,5.145806,68.28489,0.0,0.0,1.8871324,0.0091260625
507742,4371211,69.21991,True,210895,2.2975192,6.0915284,61.33678,0.0,0.0,1.780539,0.011065404
507775,4371211,77.87788,True,213811,0.19408606,3.0402977,72.05698,0.0,0.0,2.7703416,0.010263682
507807,4371211,54.78065,True,148035,0.93137395,3.8657117,50.104942,0.0,0.0,0.80710864,0.002889536
507865,4371211,86.69102,True,221295,0.0,1.7133769,82.23216,0.0,0.0,2.7345169,0.010961377
507900,4371211,63.176567,True,210183,2.5755818,8.6215,53.036766,0.0,0.0,1.5143447,0.0039559524
507933,4371211,77.53807,True,213996,0.0,1.802083,72.29459,0.0,0.0,3.4255803,0.015813952
507965,4371211,69.621414,True,214930,1.0050633,4.9437404,61.635574,0.0,0.0,3.0348105,0.00728649
507984,4371211,76.63325,True,216917,2.783073,5.807943,69.301094,0.0,0.0,1.5190367,0.005175456
508020,4371211,88.77429,True,222695,0.0,0.5045461,85.11849,0.0,0.0,3.1379492,0.013311826
508058,4371211,68.92353,True,205465,2.9028194,6.361025,61.20179,0.0,0.0,1.3557025,0.0050124805
508114,4371211,53.18294,True,163008,4.6864796,5.4538083,46.528507,0.0,0.0,1.196117,0.0045090555
508156,4371211,81.29459,True,217766,0.98523456,2.663092,75.86648,0.0,0.0,2.7517338,0.013288243
508188,4371211,62.67502,True,198618,4.354874,7.3801994,53.886635,0.0,0.0,1.4051347,0.003046904
508239,4371211,63.862305,True,213513,5.5108585,7.6574354,53.958935,0.0,0.0,2.2398002,0.0061350996
508263,4371211,66.52338,True,209060,2.032735,7.0811605,57.671364,0.0,0.0,1.76395,0.0069017424
508294,4371211,66.90164,True,214537,5.3490176,6.697244,57.931736,0.0,0.0,2.2661197,0.006542673
508327,4371211,64.994415,True,195418,1.871484,6.210936,57.525253,0.0,0.0,1.2537665,0.0044600824
508360,4371211,40.083412,True,122983,1.0946693,3.1289127,35.493843,0.0,0.0,1.4517592,0.008896646
508386,4371211,34.47039,True,108735,0.81350917,2.1830053,30.501297,0.0,0.0,1.7786152,0.0074744113
508433,4371211,64.05049,True,198065,1.248824,5.6945662,56.209244,0.0,0.0,2.1363897,0.010290401
508463,4371211,57.050404,True,166401,3.3539069,3.1019466,51.581722,0.0,0.0,2.3607974,0.0059361975
508523,4371211,62.89388,True,178121,0.0015697014,4.6476865,56.96255,0.0,0.0,1.2761836,0.0074576163
508564,4371211,66.13793,True,208669,3.1531084,7.410095,57.223934,0.0,0.0,1.494911,0.008996287
508596,4371211,65.93322,True,210175,3.1706972,7.88399,56.628365,0.0,0.0,1.4159222,0.0049409643
508627,4371211,74.8945,True,187262,0.0,2.034043,71.13329,0.0,0.0,1.7159774,0.011188185
508677,4371211,45.53784,True,145282,2.0021055,5.765199,38.942368,0.0,0.0,0.8277798,0.002495306
508709,4371211,65.75334,True,211801,3.1521695,8.099022,56.14706,0.0,0.0,1.5039244,0.0033326582
