,Unnamed: 0,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloSFR,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH,SubhalosSFR
735,429862,4371211,178.19738999999998,True,490178,0.016299758,9.342239,163.99112,0.0,0.0,4.8501415,0.013892733,0.0003360676796749126
736,429989,4371211,198.48923,True,580856,0.07144716,10.159583,180.06483,0.0,0.0,8.24045,0.024351334,0.0008670298345357354
740,430394,4371211,204.30472,True,536102,0.46230119999999997,8.938042,190.79515,0.0,0.0,4.54742,0.024117427,0.010166230521922321
742,430589,4371211,166.0738,True,426754,0.009517328,7.5805607,155.68706,0.0,0.0,2.787467,0.018730605,0.0003414328492498746
743,430683,4371211,157.476,True,427208,0.0,5.603919,146.63322,0.0,0.0,5.2285533,0.010292834,0.0
745,430972,4371211,218.75023,True,528432,0.0,5.237903,209.51453999999998,0.0,0.0,3.9792924,0.018488754,0.0
746,431106,4371211,173.89157,True,435319,0.0,2.8807142000000003,165.98256999999998,0.0,0.0,5.0114727,0.016814146000000002,0.0
748,431282,4371211,189.73705,True,559794,0.54004306,12.917282,170.56256000000002,0.0,0.0,6.2371016,0.020100513,0.008658558007135879
749,431390,4371211,163.54169,True,395562,0.0,3.5679230000000004,156.75685,0.0,0.0,3.199815,0.017102782,0.0
750,431536,4371211,232.8694,True,573331,0.0,3.5082242,223.1792,0.0,0.0,6.158178299999999,0.023789513999999998,0.0
752,431751,4371211,212.39687999999998,True,554136,0.19371377,7.1725574000000005,199.37221,0.0,0.0,5.830228,0.021886318999999998,0.0033225762354405354
753,431868,4371211,227.98183999999998,True,558853,0.019613959,5.4359827,217.75945,0.0,0.0,4.758211599999999,0.028207151,0.000412212836436278
754,431986,4371211,204.91895,True,512458,0.0,7.140769000000001,194.06216,0.0,0.0,3.6998384,0.016165242,0.0
755,432130,4371211,193.01366000000002,True,497596,0.0,2.2954092,183.5442,0.0,0.0,7.151613,0.022435062999999998,0.0
756,432254,4371211,205.77051,True,529815,0.0025317753,4.9484377,194.5541,0.0,0.0,6.2506260000000005,0.01735901,4.050434788451589e-05
757,432379,4371211,174.71057,True,451811,0.08727389,5.6207414,164.49164,0.0,0.0,4.5843834999999995,0.013810329,0.0019037214055063244
758,432485,4371211,174.69312,True,448379,0.0,4.091168,165.43452,0.0,0.0,5.151829,0.01559774,0.0
761,432831,4371211,225.1139,True,552271,0.36214724,6.8446145000000005,214.22801,0.0,0.0,4.018181299999999,0.02310253,0.009012715279920298
762,432927,4371211,252.92305,True,560709,0.0,1.6514240000000002,247.7036,0.0,0.0,3.5433366000000004,0.024692787,0.0
763,433038,4371211,136.88585,True,394406,0.33754059999999997,7.669200999999999,124.51738999999999,0.0,0.0,4.68469,0.014574680500000001,0.007205185401808871
765,433217,4371211,207.9155,True,517446,0.0,2.8820553,198.9991,0.0,0.0,6.002873999999999,0.031467516,0.0
768,433537,4371211,203.43184,True,495693,0.0,4.842549,194.51111,0.0,0.0,4.0562415000000005,0.021939514,0.0
769,433656,4371211,226.28125,True,569324,0.0,2.1209222999999997,216.4399,0.0,0.0,7.681433,0.03900172,0.0
771,433813,4371211,227.57654,True,546248,0.0,5.6700306,218.29384,0.0,0.0,3.5899522000000004,0.022724408999999997,0.0
773,434026,4371211,186.93794,True,519721,0.12003179,6.5645039999999995,173.25576999999998,0.0,0.0,7.1049595000000005,0.012723958999999998,0.0016894085040175108
774,434152,4371211,190.42291,True,479212,0.0,6.444081,180.21751,0.0,0.0,3.7429742999999993,0.018334337,0.0
777,434541,4371211,204.92096,True,509836,0.0,8.21499,193.87865,0.0,0.0,2.8020525000000003,0.025276981,0.0
778,434681,4371211,212.18094,True,523039,0.14157023,3.395643,203.06188999999998,0.0,0.0,5.703963,0.01943484,0.00248196262843921
779,434787,4371211,140.15616,True,320188,0.0,0.8390369000000001,136.62943,0.0,0.0,2.6740246,0.013667003,0.0
781,435020,4371211,163.08116,True,437806,0.05555759,7.290828,151.58128,0.0,0.0,4.190974,0.018071938,0.0013256486439667725
783,435223,4371211,156.6268,True,450567,0.008567943,12.486513,141.07545,0.0,0.0,3.0434415,0.02139867,0.000281521527520736
784,435309,4371211,171.40582,True,511152,0.66951805,8.603629,155.02121,0.0,0.0,7.7678975999999995,0.01307889,0.008619038052200895
786,435547,4371211,109.58084,True,254575,0.0,0.2952877,106.67263999999999,0.0,0.0,2.6002793,0.012633439,0.0
787,435685,4371211,158.53915,True,407819,0.106036596,5.3588862,149.2344,0.0,0.0,3.9342027,0.011650369499999999,0.002695249942256407
788,435782,4371211,214.41248,True,549495,0.0024174482,7.088686500000001,202.0831,0.0,0.0,5.219821,0.020860076,4.631285632208462e-05
789,435868,4371211,144.79143,True,390188,0.0,8.414297999999999,133.60358,0.0,0.0,2.7597127,0.01384144,0.0
792,436233,4371211,207.13766,True,515995,0.10578631,6.910089500000001,196.42674,0.0,0.0,3.7821784,0.01865984,0.0027969677474758993
794,436458,4371211,153.1257,True,446365,0.38146862,10.218584,138.04555,0.0,0.0,4.8463097,0.015269945,0.007871321554212682
795,436551,4371211,148.57675,True,395114,0.011072075,7.481552000000001,137.8418,0.0,0.0,3.2401369,0.013264234,0.0003417162713094006
796,436642,4371211,217.46282999999997,True,522706,0.0,2.9303029,209.44376,0.0,0.0,5.06541,0.023361588,0.0
797,436797,4371211,217.96703,True,515045,0.0,4.1572466,210.0459,0.0,0.0,3.7404047999999994,0.02347136,0.0
800,437121,4371211,186.75806,True,482795,0.0,5.720504,175.96716,0.0,0.0,5.0564537000000005,0.013949805,0.0
803,437408,4371211,145.18442,True,449525,0.0024365303,13.522398999999998,127.84608999999999,0.0,0.0,3.8025334,0.013393418,6.407649963048319e-05
804,437507,4371211,199.00159,True,501067,0.010164938,6.2281466,188.48619,0.0,0.0,4.269148,0.018104786,0.00023810226302765797
805,437645,4371211,105.2551,True,283647,0.051607408,4.4864120000000005,97.64915,0.0,0.0,3.1073735,0.012159868999999998,0.0016608047922143895
806,437749,4371211,212.04779,True,521029,0.0,4.2963176,202.85461,0.0,0.0,4.877576400000001,0.019294245,0.0
808,437945,4371211,195.7105,True,498721,0.0,4.814843700000001,185.55334,0.0,0.0,5.3149347,0.02737272,0.0
809,438038,4371211,200.30176,True,496540,0.0,5.207480400000001,190.69353,0.0,0.0,4.376638,0.024117244,0.0
812,438368,4371211,198.74722,True,537053,0.084264934,4.3173885,186.26973999999998,0.0,0.0,8.140678,0.019400107,0.0010351095326458068
813,438453,4371211,86.2016,True,250281,0.0143609205,6.864577000000001,77.2927,0.0,0.0,2.0333538,0.010960516000000002,0.0007062676696991937
814,438568,4371211,184.40521,True,453264,0.0,4.208895,176.09506000000002,0.0,0.0,4.084089,0.017162435,0.0
817,438890,4371211,221.63705,True,520228,0.0,5.43878,213.27853,0.0,0.0,2.8983247000000003,0.02141622,0.0
820,439201,4371211,186.86655,True,512431,0.0,7.563542999999999,172.88719,0.0,0.0,6.389973,0.025825453999999998,0.0
821,439283,4371211,154.94273,True,441829,0.23262164,10.166208000000001,140.6806,0.0,0.0,4.0768094,0.01911075,0.005705972911071094
824,439518,4371211,173.12132,True,499750,0.73118126,8.356564,157.84131000000002,0.0,0.0,6.9081850000000005,0.015263124,0.010584274451248772
826,439732,4371211,211.88089,True,497119,0.0,2.1744087000000003,205.30006,0.0,0.0,4.3785419999999995,0.027869245,0.0
827,439827,4371211,177.90625,True,458604,0.0,7.649356,166.95074,0.0,0.0,3.291956,0.014191085,0.0
829,440024,4371211,218.00238,True,508616,0.0,5.4173903,209.98372,0.0,0.0,2.58019,0.02108456,0.0
830,440144,4371211,194.27159,True,475575,0.004909163,0.4335183,187.45937,0.0,0.0,6.355224,0.02348954,7.724610493666314e-05
833,440377,4371211,167.23604,True,460873,0.20420538,8.892215,153.6506,0.0,0.0,4.679305599999999,0.013919228999999998,0.004364010335208712
834,440477,4371211,82.50667,True,213737,0.004003711,2.3582728,77.66127,0.0,0.0,2.4767778,0.010346948,0.00016164998733435033
836,440642,4371211,169.71243,True,495240,0.47449714,10.679725,153.2785,0.0,0.0,5.7362400000000004,0.017965816000000003,0.008271919236294157
837,440726,4371211,196.94922,True,479041,0.051034592000000004,4.583279,188.33806,0.0,0.0,4.0029243999999995,0.02496205,0.001274932696705439
839,440923,4371211,155.42503,True,430844,0.0035058102000000003,10.296720500000001,142.0679,0.0,0.0,3.0456536,0.014761063,0.0001151086321832529
841,441141,4371211,118.98418000000001,True,324740,0.07540342,3.559165,110.73948,0.0,0.0,4.674474,0.011057523,0.0016130888737427998
845,441494,4371211,223.07031,True,511198,0.0,4.360551,216.06274,0.0,0.0,2.6239228,0.02310346,0.0
846,441574,4371211,200.63002,True,513407,0.0,3.8161552000000003,190.53528,0.0,0.0,6.2508087,0.02778063,0.0
848,441763,4371211,197.9376,True,462808,0.0,1.6471595,191.9701,0.0,0.0,4.300082700000001,0.020268645,0.0
850,441939,4371211,119.56489599999999,True,283080,0.0,0.46195227,115.96105,0.0,0.0,3.1245917999999997,0.017306842,0.0
851,442084,4371211,199.45085,True,493368,0.0,2.8524234,190.97614,0.0,0.0,5.5921574,0.03013353,0.0
852,442154,4371211,181.01776,True,506709,0.08297688,8.648789,166.23535,0.0,0.0,6.1138244,0.019793289,0.0013572009035784543
854,442299,4371211,129.1497,True,320492,0.010104121,4.739542,122.24533999999998,0.0,0.0,2.1530603999999998,0.011759122,0.00046929110767166595
856,442439,4371211,168.68982,True,477836,0.02850992,9.283355,153.9777,0.0,0.0,5.40753,0.021219721,0.0005272262937052592
858,442637,4371211,164.79405,True,462611,0.070773534,7.229364,151.67532,0.0,0.0,5.876723,0.012648188500000001,0.0012043027040750433
859,442761,4371211,203.71846000000002,True,506727,0.0,3.1291184,194.81497,0.0,0.0,5.7565126,0.017862543,0.0
860,442855,4371211,166.37045,True,470036,0.62679386,7.1642003,152.94533,0.0,0.0,6.244174,0.016756002,0.010038058836925429
861,442979,4371211,148.7914,True,410891,0.14038804,7.165708,137.089,0.0,0.0,4.5235275999999995,0.013156053000000001,0.0031035079790383067
862,443097,4371211,200.22302,True,484080,0.0,5.250365,191.53986,0.0,0.0,3.4096394,0.023159675,0.0
864,443249,4371211,176.16862,True,468683,0.16759808,7.315169999999999,164.14684,0.0,0.0,4.6886,0.01801875,0.0035745868702811074
866,443421,4371211,170.65896999999998,True,444065,0.0004920754,5.0084147,160.69376,0.0,0.0,4.9384747,0.018321011,9.964117058248775e-06
867,443498,4371211,182.19138,True,479888,0.023343006,6.8064632,170.43617,0.0,0.0,4.925318700000001,0.02341722,0.00047393899606943193
868,443587,4371211,186.5705,True,470281,0.0,4.6739707,177.14969,0.0,0.0,4.7257940000000005,0.0210324,0.0
869,443683,4371211,190.42288,True,496524,0.0,2.3248167,180.67253,0.0,0.0,7.407669,0.017857928000000002,0.0
870,443746,4371211,186.47513,True,480239,0.0,3.37699,176.81804,0.0,0.0,6.260781,0.019314038000000002,0.0
871,443801,4371211,146.49216,True,334943,0.0,0.48876184,142.92282,0.0,0.0,3.0524666000000003,0.028109787,0.0
872,443914,4371211,76.37871,True,215643,0.020937532,1.897946,70.67524,0.0,0.0,3.794492,0.011026178999999999,0.0005517874856502531
874,444184,4371211,182.93855,True,485479,0.225505,3.0927274,172.37607,0.0,0.0,7.455385000000001,0.014382048500000001,0.003024726422579116
876,444340,4371211,154.08945,True,417268,0.002118343,8.190168,142.49864,0.0,0.0,3.3885345,0.012102548999999999,6.251501939850398e-05
878,444545,4371211,206.42825,True,481565,0.0,1.662279,200.26707,0.0,0.0,4.474778,0.024118757,0.0
882,444929,4371211,168.17522,True,466857,0.009490247,7.328444500000001,154.97773999999998,0.0,0.0,5.8518724,0.017173469,0.00016217453750358603
883,444997,4371211,159.57048,True,409413,0.0,5.2906227,150.4756,0.0,0.0,3.7909381,0.013331416,0.0
884,445092,4371211,176.36033999999998,True,474479,0.30584459999999997,4.338629,165.14735,0.0,0.0,6.861233,0.013114825,0.004457574899438628
886,445271,4371211,168.12746,True,485750,0.41358122,5.4994335,154.23353999999998,0.0,0.0,8.380891,0.013601552,0.004934812062345161
887,445342,4371211,178.78433,True,440618,0.044705,4.0944595,170.57217,0.0,0.0,4.095781,0.02191639,0.0010914890224843566
888,445420,4371211,186.45818,True,460336,0.0,2.2067025,178.76299,0.0,0.0,5.466578500000001,0.021910956000000002,0.0
889,445515,4371211,194.19182,True,484816,0.0,1.4710869,186.2197,0.0,0.0,6.479211299999999,0.021817846000000002,0.0
891,445658,4371211,172.3741,True,461896,0.01730165,6.8075833,160.56938,0.0,0.0,4.974487,0.022647087000000003,0.0003478077236909052
892,445753,4371211,158.96751,True,436750,0.41450748,8.607163,146.20096,0.0,0.0,4.142135,0.017247882,0.010007097306099392
893,445878,4371211,159.67139,True,448462,0.2315988,8.719444000000001,146.15495,0.0,0.0,4.779093,0.01789465,0.004846082719043133
894,445939,4371211,185.07173,True,467885,0.0,2.7339653999999998,176.46465,0.0,0.0,5.855084400000001,0.0180416,0.0
895,446011,4371211,108.75753,True,268637,0.0,4.0982847,103.06435400000001,0.0,0.0,1.5793391,0.015554023,0.0
896,446112,4371211,167.19302,True,475810,0.05084182,4.4227099999999995,154.49542,0.0,0.0,8.25763,0.017272336,0.0006156950602049257
897,446172,4371211,195.38086,True,455682,0.00056894333,4.312911,188.42803999999998,0.0,0.0,2.6202054,0.019694526,2.1713691987658676e-05
898,446253,4371211,162.97665,True,441517,0.0037160315999999996,7.609139999999999,150.78955,0.0,0.0,4.5629363,0.015026699,8.143948009968932e-05
899,446330,4371211,147.29793999999998,True,436483,0.17626455,11.974938,131.33,0.0,0.0,3.981414,0.011584489,0.004427184663539134
903,446682,4371211,127.39455,True,334256,0.035967294,5.120444,119.0951,0.0,0.0,3.1662135,0.01278922,0.00113597184776074
904,446786,4371211,169.16394,True,429666,0.0020460223000000003,7.448092,159.04811,0.0,0.0,2.6495154,0.018216103,7.722251019941234e-05
905,446937,4371211,167.69356000000002,True,439331,0.13067229,7.941395299999999,156.27705,0.0,0.0,3.4559968,0.019106245,0.0037810304106763062
906,447042,4371211,150.07831000000002,True,414061,0.41627303,7.102311599999999,138.29023999999998,0.0,0.0,4.670934,0.014824923,0.008911986981618665
907,447153,4371211,156.26198,True,412311,0.04245629,6.5093894,145.84302,0.0,0.0,3.8927104,0.016859813,0.0010906614065099732
909,447350,4371211,141.21497,True,417866,0.024380155,12.044813000000001,126.05736499999999,0.0,0.0,3.101891,0.01089064,0.0007859771668314586
911,447532,4371211,171.40572,True,445356,0.12997943,5.6936860000000005,161.07343999999998,0.0,0.0,4.621924400000001,0.016660655,0.002812236175909757
913,447695,4371211,136.14899,True,375749,0.09668910000000001,8.8719845,124.58362,0.0,0.0,2.6814047999999997,0.011973346999999999,0.0036059120950331716
914,447767,4371211,163.51018,True,448107,0.06692544,5.5846114,151.96552,0.0,0.0,5.9448989999999995,0.015141981,0.00112576243936188
915,447886,4371211,161.50996,True,417429,0.10872701,7.532864599999999,151.08177,0.0,0.0,2.8759797000000002,0.019346993,0.0037805207734950283
916,448021,4371211,173.0425,True,461687,0.078643136,3.5545647000000002,162.7115,0.0,0.0,6.761934299999999,0.014499698,0.001163027212494508
917,448111,4371211,150.04216,True,431657,0.64101815,7.076969,136.94846,0.0,0.0,6.004262000000001,0.0124802,0.010676052277532192
918,448196,4371211,165.87997,True,448027,0.0,3.248477,155.5738,0.0,0.0,7.0388546000000005,0.018839024,0.0
921,448447,4371211,181.79277,True,442150,0.0,2.235578,174.79321000000002,0.0,0.0,4.745476200000001,0.018507438,0.0
923,448642,4371211,128.47752,True,355982,0.20759231,6.1580977,118.23108,0.0,0.0,4.07413,0.014221676,0.005095377663452074
926,448928,4371211,127.502075,True,322228,0.0,2.5394267999999998,121.32418,0.0,0.0,3.6227443,0.01572465,0.0
927,449034,4371211,162.80357,True,438099,0.0,3.0582182,153.04391,0.0,0.0,6.6828303,0.01861124,0.0
929,449201,4371211,175.26693999999998,True,451517,0.024218986,4.6262145,165.5766,0.0,0.0,5.0494959999999995,0.014639942,0.00047963174938647356
931,449361,4371211,107.146576,True,264140,0.0,2.1139104,102.39447,0.0,0.0,2.6258466,0.012351353999999998,0.0
932,449465,4371211,171.42703,True,438276,0.018513933,2.7046645000000002,162.98148,0.0,0.0,5.725528,0.01535447,0.00032335765365220466
933,449549,4371211,161.953,True,410387,0.0,1.1231178,154.84628,0.0,0.0,5.9681487,0.015449438000000001,0.0
934,449651,4371211,156.54633,True,410953,0.11381543400000001,2.13062,148.18483999999998,0.0,0.0,6.2170977999999995,0.013770603000000001,0.001830684310611939
935,449733,4371211,142.33774,True,354528,0.0,3.253812,135.43475,0.0,0.0,3.638783,0.010382816,0.0
943,450337,4371211,166.45062,True,416261,0.0,5.7326217,157.66435,0.0,0.0,3.0365037999999998,0.017141094,0.0
944,450420,4371211,144.23286000000002,True,389125,0.019756077,5.891492400000001,134.03381000000002,0.0,0.0,4.2895265,0.018031077,0.0004605654493567064
947,450683,4371211,150.01448,True,375575,0.0,1.4251314,143.60231000000002,0.0,0.0,4.9675455,0.019488,0.0
950,450920,4371211,183.40743999999998,True,444447,0.0,2.988296,176.18051,0.0,0.0,4.211610299999999,0.027024483,0.0
951,451005,4371211,169.56577,True,430817,0.06960064,2.2439156000000002,161.58255,0.0,0.0,5.7257546999999995,0.013539958999999999,0.001215571459950948
952,451090,4371211,164.59741,True,433540,0.0126685435,4.565540299999999,154.67085,0.0,0.0,5.343348000000001,0.017673984,0.00023708999488710077
953,451179,4371211,137.52936,True,394619,0.0,7.4442573,125.35462,0.0,0.0,4.7127504,0.017724078,0.0
954,451243,4371211,120.0664,True,297202,0.0,1.5859424,115.0495,0.0,0.0,3.4167511,0.014206232,0.0
955,451323,4371211,148.16111999999998,True,420020,0.33762482,7.4897943,135.46104,0.0,0.0,5.1962895,0.013978863000000001,0.006497421284938032
957,451503,4371211,102.545784,True,256713,0.021614851,2.0061874,97.66027,0.0,0.0,2.8667027999999997,0.01262357,0.0007539969263643236
959,451693,4371211,151.42508,True,391778,0.0,6.5159125,141.87021000000001,0.0,0.0,3.0246994,0.014254423,0.0
961,451860,4371211,168.6711,True,419105,0.006123696,4.1151876000000005,160.5795,0.0,0.0,3.9593475,0.017064048000000002,0.0001546642723327518
964,452112,4371211,181.98666,True,431946,0.0,2.9221342,175.49799,0.0,0.0,3.5419476000000003,0.024601076,0.0
965,452185,4371211,173.80777,True,433470,0.0,3.8606324,165.4962,0.0,0.0,4.433498999999999,0.017431858999999997,0.0
969,452500,4371211,151.02716,True,381997,0.0,0.35406098,144.72974,0.0,0.0,5.913801,0.029550066,0.0
971,452651,4371211,135.42299,True,412418,0.21229196,12.423774,119.32716,0.0,0.0,3.6609312999999997,0.011116329,0.005798851237661849
972,452737,4371211,175.88817,True,414630,0.0,2.4306924,169.93666000000002,0.0,0.0,3.5000324000000003,0.02078066,0.0
974,452895,4371211,137.84445,True,405248,0.009642811500000001,9.937103,123.65185,0.0,0.0,4.235162,0.020344235,0.00022768459624448843
975,452955,4371211,160.86106999999998,True,420381,0.0,3.087017,152.0085,0.0,0.0,5.748169,0.017381261999999998,0.0
976,453019,4371211,159.19096000000002,True,431665,0.013987155,2.9637082,149.21165,0.0,0.0,6.996009,0.019589892,0.0001999304889401943
979,453231,4371211,161.31186,True,408453,0.026975889,5.264765000000001,152.42003,0.0,0.0,3.6049974000000002,0.022070894,0.0007482914966873485
982,453450,4371211,172.67953,True,418626,0.0,3.2005775,165.61806,0.0,0.0,3.8452163,0.015684409,0.0
983,453526,4371211,142.14302,True,385902,0.27807787,5.1834664,132.15358,0.0,0.0,4.7928963,0.013079643,0.005801875371265596
984,453609,4371211,159.95533999999998,True,379724,0.0,3.3556788,153.89075,0.0,0.0,2.693967,0.014940353,0.0
985,453713,4371211,155.45956,True,422693,0.022624372,0.7903677,146.80714,0.0,0.0,7.8463073,0.015739933,0.00028834419982505657
986,453753,4371211,174.1049,True,425450,0.0,1.7687784,167.41132,0.0,0.0,4.9104852999999995,0.014311239,0.0
987,453835,4371211,126.12308999999999,True,326327,0.0,4.384256400000001,118.62138,0.0,0.0,3.1058366000000004,0.011619259,0.0
990,454074,4371211,132.16086,True,404818,0.11585879,11.270275,116.54701000000001,0.0,0.0,4.3296847000000005,0.01389497,0.0026759174865550834
991,454151,4371211,112.65983999999999,True,310321,0.009196332,8.285727,102.78831,0.0,0.0,1.5752211999999999,0.01058717,0.0005838121020717599
992,454247,4371211,181.8485,True,435292,0.0,2.1664064,175.34328,0.0,0.0,4.319792,0.019019622,0.0
997,454633,4371211,163.94057,True,411737,0.012196761,5.0288634000000005,155.32051,0.0,0.0,3.5715766,0.019613253,0.0003414951537088691
998,454729,4371211,157.81273000000002,True,411713,0.054333907,3.8824248,148.73692,0.0,0.0,5.1769004,0.016474064,0.0010495451486762235
1000,454898,4371211,154.97845,True,429052,0.10889097,6.0908666,143.20645,0.0,0.0,5.6588373,0.02230867,0.0019242640179812202
1003,455109,4371211,157.33993999999998,True,373436,0.0,1.7478755000000001,151.94276000000002,0.0,0.0,3.631045,0.018245205,0.0
1005,455258,4371211,140.94475,True,388476,0.30718958,6.0465160000000004,130.23695,0.0,0.0,4.6472454,0.014041814,0.006610143290474827
1007,455413,4371211,119.022255,True,368328,0.13822411,11.516602,104.36874,0.0,0.0,3.1215096,0.015405054,0.004428117408320642
1008,455479,4371211,171.89778,True,421162,0.0,2.0381896,165.08366,0.0,0.0,4.757893599999999,0.018033504,0.0
1009,455551,4371211,121.2934,True,295409,0.0,1.3400988999999999,116.62285,0.0,0.0,3.314836,0.015622003,0.0
1010,455637,4371211,178.62366,True,416998,0.0,2.9873872,172.67183,0.0,0.0,2.9388208,0.025629764,0.0
1011,455730,4371211,142.95764,True,357204,0.0,4.6386623,135.51717,0.0,0.0,2.7882514,0.013553913999999999,0.0
1014,456014,4371211,140.69756,True,374594,0.11701131,6.282547,130.87296,0.0,0.0,3.53051,0.011531723,0.0033142891536916763
1015,456114,4371211,158.97794,True,398426,0.08450371,5.779079,150.36539,0.0,0.0,2.8113593999999997,0.022113796,0.003005795345838743
1017,456234,4371211,146.22791999999998,True,407696,0.0,3.9030578,135.66783,0.0,0.0,6.6385765,0.01845634,0.0
1018,456283,4371211,142.89693,True,362198,0.0,2.3553425999999997,136.07076999999998,0.0,0.0,4.455255,0.015564535,0.0
1019,456381,4371211,130.40953000000002,True,322433,0.0,3.436193,124.19231,0.0,0.0,2.7691293,0.011904188999999999,0.0
1021,456538,4371211,149.01623999999998,True,416638,0.030811606000000002,5.414782499999999,137.66637,0.0,0.0,5.921629,0.013462092,0.000520323140811422
1023,456634,4371211,151.02727,True,380688,0.0,4.0639086,143.30453,0.0,0.0,3.6431622999999997,0.015670845,0.0
1024,456725,4371211,143.9836,True,409774,0.44579226,8.2043085,131.04436,0.0,0.0,4.7236705,0.011259854,0.009437412283519776
1025,456786,4371211,119.926056,True,294577,0.0,2.5972169999999997,114.54038,0.0,0.0,2.7737656000000004,0.01468738,0.0
1026,456872,4371211,167.04785,True,410419,0.0,2.5978165,160.08706999999998,0.0,0.0,4.344564,0.018407226999999998,0.0
1027,456921,4371211,119.27453999999999,True,316048,0.0,2.8489206,112.12324,0.0,0.0,4.290012,0.012374339,0.0
1028,457000,4371211,130.8837,True,350937,0.24123716,3.7784812000000003,122.42987,0.0,0.0,4.661737400000001,0.013602635,0.005174833743316386
1032,457296,4371211,122.51708,True,326943,0.08926917,6.6605490000000005,113.43925,0.0,0.0,2.4043467,0.012942825,0.0037128243609792218
1033,457361,4371211,130.88123000000002,True,327904,0.0,3.3794756,124.336395,0.0,0.0,3.152562,0.012794241000000001,0.0
1034,457452,4371211,155.5806,True,405849,0.0,5.965592,145.75859,0.0,0.0,3.8349263999999996,0.021487894,0.0
1035,457514,4371211,151.19003,True,399034,0.008211878,3.2862440000000004,142.4213,0.0,0.0,5.466709,0.015791934,0.00015021611722884832
1036,457604,4371211,138.18059,True,383637,0.02644607,6.3618283,127.28288,0.0,0.0,4.522032299999999,0.013842219499999999,0.0005848270920134738
1038,457781,4371211,160.82675,True,396410,0.0,3.9140995000000003,153.50499,0.0,0.0,3.3899527000000003,0.017700623999999998,0.0
1042,458028,4371211,140.207,True,375010,0.1364205,5.4458269999999995,130.64798000000002,0.0,0.0,4.0997353,0.013454087,0.0033275440977860206
1044,458174,4371211,155.37668,True,380127,0.0,3.4103991999999996,148.55441000000002,0.0,0.0,3.3945727,0.017300466,0.0
1045,458231,4371211,145.35881,True,391822,0.35119528,5.2775073,135.321,0.0,0.0,4.7502116999999995,0.010090577,0.007393255336388483
1047,458378,4371211,156.15837,True,395962,0.0,2.390818,148.7718,0.0,0.0,4.977297,0.018446784,0.0
1048,458447,4371211,135.79198,True,391963,0.027455281,9.2545805,122.526436,0.0,0.0,3.9903296999999998,0.020637244,0.0006880454264217818
1049,458509,4371211,137.05801,True,327317,0.001244355,2.6989386000000004,131.7476,0.0,0.0,2.595686,0.015776966,4.793935013711211e-05
1050,458604,4371211,132.43416000000002,True,385715,0.45858469999999996,5.641996,120.75136599999999,0.0,0.0,6.0268435,0.013952758999999999,0.007609036139730523
1051,458658,4371211,126.50431,True,308864,0.0,3.069616,120.85703000000001,0.0,0.0,2.565811,0.011852729,0.0
1053,458784,4371211,153.0214,True,379282,0.0,1.892657,146.5938,0.0,0.0,4.5155163,0.019431889,0.0
1054,458864,4371211,134.75659,True,352481,0.0,3.908814,126.79955,0.0,0.0,4.0328617,0.01537333,0.0
1058,459169,4371211,145.51663,True,356517,0.0,3.7006834000000004,138.92726000000002,0.0,0.0,2.8712107999999996,0.017477775,0.0
1059,459243,4371211,102.02903,True,296204,0.002232188,5.393218,92.51250999999999,0.0,0.0,4.1119633,0.011338721999999999,5.4285212127258046e-05
1060,459270,4371211,164.50935,True,387576,0.0,2.410262,158.89998,0.0,0.0,3.179119,0.019995328,0.0
1061,459360,4371211,140.89546,True,399590,0.0829432,3.0935479999999997,130.67831,0.0,0.0,7.109288,0.014305218,0.001166687859600005
1064,459576,4371211,80.26985,True,215408,0.0032862748,1.8906466,75.17182,0.0,0.0,3.1950533,0.0123313675,0.00010285508539090724
1066,459730,4371211,173.61487,True,400163,0.0,1.4764436,168.84918000000002,0.0,0.0,3.2649133,0.02433101,0.0
1067,459786,4371211,147.01683,True,362912,0.1309794,3.512564,140.1538,0.0,0.0,3.3292615,0.021221023,0.003934187807115783
1069,459906,4371211,134.70346,True,333009,0.0,2.696328,128.63377,0.0,0.0,3.3570724000000003,0.016287753000000002,0.0
1072,460076,4371211,78.726555,True,259537,0.0,5.6600779999999995,68.51594,0.0,0.0,4.5387807,0.011763243999999999,0.0
1073,460117,4371211,140.96068,True,377826,0.4793558,5.0135937,131.47156,0.0,0.0,4.460483999999999,0.015043663999999998,0.010746721656214889
1074,460193,4371211,128.97871,True,330917,0.002293338,5.486559,121.07948,0.0,0.0,2.3995043999999996,0.013168414,9.557548633792878e-05
1075,460273,4371211,131.57895,True,375928,0.29213434,6.663455,120.0653,0.0,0.0,4.8340316,0.016158356999999998,0.0060432856913885296
1076,460351,4371211,122.31361000000001,True,300313,0.0,1.9766991000000003,117.17594,0.0,0.0,3.1447527,0.016213177,0.0
1077,460434,4371211,117.24421000000001,True,287823,0.0,2.2138294999999997,112.15862,0.0,0.0,2.8588028,0.012953483,0.0
1079,460595,4371211,172.5216,True,390601,0.0,1.6430095,168.16666,0.0,0.0,2.6931032999999998,0.018847015,0.0
1084,460939,4371211,80.803825,True,202627,0.0,1.4512907,76.99694000000001,0.0,0.0,2.3436449,0.011947473500000002,0.0
