S05_err,V_rot_err,V_rot,Morph_dilyar,M_tot_dilyar,MSAMI,INCMGE,Re_dilyar,SPAXNUM,Sig_err,EPSMGE,Z_dilyar,Sig_dilyar,S05,cataid
3.382522453,5.794081088,157.0833929,2.5,10.27586,10.27586,0.506097762,8.172749082,184,1.776054316,0.880000055,0.05096,69.17826336,130.8557537,600026
2.087875642,5.60788218,161.4304843,2,10.942109,10.942109,1.026573959,10.42478682,149,1.794376747,0.545293868,0.05665,145.8679703,185.2224754,601255
1.782175179,3.291412287,112.9299735,2,10.708887,10.708887,0.511114871,14.85577624,497,0.949948172,0.877669096,0.05404,88.39615276,119.1237562,601323
0.828022085,1.534078814,59.10530616,3,10.250094,10.250094,1.211337314,6.570696276,296,0.771627985,0.398485899,0.0206,58.53715068,71.92577158,610398
3.090541195,4.93679695,105.9525807,3,9.302614,9.302614,0.423983366,3.872899798,247,1.344659724,0.915163636,0.02035,46.4225945,88.13643945,610997
1.458928002,3.435642809,111.3485442,2,10.510836,10.510836,0.914617606,7.930316695,565,0.784652942,0.630337715,0.0211,101.0062087,128.0683542,611220
1.802536347,3.772260006,87.15312933,2,10.230475,10.230475,0.748088108,10.13463427,238,1.086064395,0.745509505,0.051,86.08696645,105.8716193,618116
1.932413931,4.762235597,158.5014975,2,10.922445,10.922445,0.943514841,12.44875606,257,2.266851054,0.608872175,0.05445,161.2183615,196.348472,618993
0.825084837,0.983881166,30.30854482,3,9.405699,9.405699,1.440312302,2.530894858,290,0.818988793,0.237176061,0.00558,49.65370696,54.0813698,619104
2.368299213,4.179369252,152.1474958,2,11.104848,11.104848,0.337071875,17.09667021,395,1.864200376,0.946042299,0.07774,96.60873971,144.5948783,621988
2.14471034,5.265160921,122.8408671,2,10.887788,10.887788,0.603436039,10.2208945,212,1.199346766,0.831175804,0.05814,156.5955343,179.0728921,622228
2.25419269,5.918294997,126.9378351,2,10.628877,10.628877,0.820301549,6.436654607,126,1.067599812,0.697509825,0.04265,123.0977589,152.3471865,622305
3.062632565,6.70069582,153.5312734,2,10.612382,10.612382,0.41628823,8.552366328,197,1.385932366,0.918164849,0.0524,117.977497,160.3265909,622694
1.507876528,2.840293483,107.877856,2,10.500202,10.500202,0.323720956,10.56670476,489,1.056023299,0.950190544,0.03936,77.65688796,108.8549868,623144
3.113782227,5.716851427,198.0376924,2,10.481115,10.481115,0.502072515,10.11922897,478,1.070719366,0.881855249,0.03809,112.5765582,179.6745538,623432
1.48886476,1.945899796,57.60747505,3,10.024158,10.024158,0.816668475,11.26527552,324,1.445481634,0.700000048,0.04701,66.41865657,77.91500839,751043
1.893850433,4.226724795,98.46769274,2.5,10.3622675,10.3622675,0.621798841,6.302734301,267,0.751143235,0.821138203,0.03066,84.40893089,109.4203403,3895257
1.387657759,2.104662701,48.70394417,0,11.73385307,11.73385307,0.754273413,30.41846587,628,1.376468411,0.741525769,0.05534,369.6292542,371.2301479,9008500001
1.079516546,1.497795909,38.08053729,0,11.73398265,11.73398265,0.768111762,30.43691803,670,1.077620811,0.732524157,0.05539,352.7120211,353.7383687,9008500002
1.97940682,4.194902472,137.6709589,3,10.72768688,10.72768688,0.756576687,9.991068066,294,1.610882586,0.740036011,0.04471,103.6518505,142.1982861,9008500074
1.928874139,5.925033094,139.4630748,0,11.13250285,11.13250285,0.530394107,8.84453206,146,1.836299924,0.868520856,0.0578,292.6463489,308.8152525,9008500114
3.713804013,9.001968976,193.1873436,1,11.1406446,11.1406446,1.035340759,11.49813599,151,2.818567902,0.538446009,0.05719,218.8286323,257.9663645,9008500220
1.810148544,3.113251247,156.3824304,2,10.65350597,10.65350597,0.767417984,16.27233143,546,0.949149424,0.732978344,0.05278,77.44147347,134.9996818,9008500268
2.968900739,5.667963845,141.3302685,2,10.54117549,10.54117549,0.833917115,9.82129006,169,1.827482214,0.688109636,0.05716,92.50289467,136.1760181,9008500316
2.479268092,4.206263517,122.3191633,1.5,11.04151341,11.04151341,1.163914978,10.67551527,134,2.896350497,0.436292589,0.05449,157.364147,179.5674348,9008500511
2.042025009,4.042852402,104.0893545,2,10.77187964,10.77187964,0.495526944,11.85863518,346,1.231935753,0.884843528,0.05423,78.39627129,107.5326565,9008500673
1.82877832,4.241962586,89.68058612,2,10.43187141,10.43187141,1.01211972,7.444990016,94,1.615370345,0.556533575,0.05076,93.54589711,113.0138869,9008500701
1.922993023,4.97117643,115.82896,1.5,10.89273058,10.89273058,0.735230532,10.57023813,227,0.750692663,0.753710926,0.05492,110.0863125,137.2121357,9008500724
1.848842435,4.559012109,135.6444542,0.5,10.99516624,10.99516624,0.663654785,11.23124131,163,2.075530242,0.797321916,0.05465,252.2125339,269.8348963,9008500893
0.587978373,1.585210166,37.67329741,0,11.59188155,11.59188155,0.601987719,32.59190398,611,0.588373905,0.831956625,0.04453,262.6607314,264.0081409,9011900001
2.723385056,6.715817303,180.3236434,2,11.18251902,11.18251902,1.018632288,8.767488831,138,2.874298194,0.551477432,0.04982,200.4699425,237.5847344,9011900030
2.079536601,6.643352763,142.8489232,1,10.8944829,10.8944829,1.05169521,5.517390355,83,1.925664275,0.525614381,0.03907,189.6400123,214.8633093,9011900048
2.23555029,4.32217174,222.1756782,2,10.84383941,10.84383941,0.597122951,10.49839436,387,1.967218613,0.834567606,0.04345,144.5316598,213.4722855,9011900147
1.570898752,2.603311551,152.4638862,3,10.62781159,10.62781159,0.460220764,16.45973688,672,0.834511597,0.900347173,0.05002,70.64284102,128.8915408,9011900166
1.106367944,2.851260638,81.46508649,0,11.3428183,11.3428183,0.52814102,11.73046313,346,1.138255028,0.869605541,0.04493,266.2202305,272.3811507,9011900254
1.037470099,3.052653895,67.44608041,1.5,10.67708898,10.67708898,0.933730688,6.246503149,80,1.127972585,0.616182089,0.04323,126.4902897,135.1823963,9011900265
1.645811838,4.848149953,110.4630318,1,10.75789947,10.75789947,0.696839729,8.134710837,163,1.159216506,0.777542472,0.04851,143.4973184,163.3784597,9011900279
1.540212835,5.461144804,202.0001453,0.5,11.26401663,11.26401663,0.844435796,14.11787774,451,1.274210768,0.680775642,0.04498,258.8178077,295.6157758,9011900413
2.744028797,4.774020923,205.8895849,0,11.08933013,11.08933013,0.672998848,19.32125598,566,2.693113459,0.791831315,0.04572,146.6384577,206.6351806,9011900418
1.872032134,3.41071295,84.98665653,2,10.49545205,10.49545205,1.078059504,7.819971685,114,1.315814629,0.504792213,0.04718,81.47125699,101.2370071,9011900441
1.203711912,3.177380695,68.83006073,0.5,10.38162192,10.38162192,0.619745462,5.922079218,96,0.776877941,0.822273254,0.04685,80.22783502,93.83652883,9011900498
4.229611506,7.372306329,211.1157427,2,10.31816106,10.31816106,0.428863361,9.213928085,224,1.594280424,0.913233876,0.05331,104.5669782,182.2612996,9011900519
1.485829654,3.247664487,66.21449738,2,10.75314763,10.75314763,0.926523884,12.83367719,434,1.240010513,0.621539235,0.04331,107.1281136,116.9128417,9011900521
0.684733217,2.547343948,62.94474526,0,11.47079262,11.47079262,0.619261665,18.89919913,591,0.655521726,0.822540224,0.04419,297.7684818,301.0765504,9011900547
1.352340471,3.105625397,75.15652555,1,10.83335612,10.83335612,0.49299484,9.391571141,295,1.185684472,0.885990024,0.04501,126.4485384,137.1622562,9011900680
2.107765112,6.030765337,133.7343204,0.5,10.87117327,10.87117327,0.584386795,7.909641312,220,1.084546905,0.841317236,0.04364,149.7659784,177.1222248,9011900757
1.256166258,2.525092041,83.88967942,2,10.90868217,10.90868217,0.86640501,8.585341617,170,1.442241723,0.665261745,0.04468,133.3458028,145.9446548,9016800008
2.786203003,7.440185043,208.8755316,0.5,10.98269027,10.98269027,0.634375628,7.479831525,181,2.021279018,0.814117432,0.04437,227.7394126,271.4401111,9016800061
4.295335088,7.975635803,204.0666609,2,10.8488002,10.8488002,0.53739769,12.06932182,419,1.648254702,0.865123034,0.04363,116.505896,185.4594965,9016800089
2.41599216,4.597230682,130.5036865,2,10.42021867,10.42021867,0.873774323,9.711168288,244,1.172048667,0.659999967,0.04515,77.71772567,120.6468026,9016800093
1.232239717,2.367168296,112.4208852,2.5,10.46248604,10.46248604,0.708624378,12.7469799,561,0.732411689,0.770333409,0.04103,77.13405585,110.7650229,9016800109
2.002214261,3.802847166,93.84335868,3,10.15452036,10.15452036,0.914914465,7.881712529,157,0.725170242,0.630119145,0.04474,58.11848518,88.21023922,9016800185
1.470675796,5.176019531,132.0527989,0,10.8247188,10.8247188,0.589333807,6.50684598,136,0.683042965,0.838710368,0.04496,196.0459074,217.1473432,9016800236
1.960666061,5.401077734,147.9870137,2.5,10.74403605,10.74403605,0.786848939,7.16195498,170,1.400556876,0.720143914,0.04145,181.3184098,209.3476626,9016800318
2.056474642,4.823897411,123.4090602,2,10.84342959,10.84342959,1.035376642,10.89591109,258,1.352647114,0.538417935,0.04422,116.71163,145.7274945,9016800343
1.770235179,3.372040233,116.2017572,2,10.67138845,10.67138845,0.566658165,15.92182887,559,1.525246285,0.850503325,0.04315,114.6065466,141.0180298,9016800559
1.406648165,2.514845969,90.11696335,1,10.8063156,10.8063156,1.022477803,5.991638613,66,1.740895988,0.548485637,0.0484,178.6472267,189.67173,9044200015
2.428043191,4.902210407,124.1532352,0.5,11.09176525,11.09176525,0.816755565,8.602746205,123,2.472384728,0.699940443,0.04828,118.8167104,147.7309161,9044200027
1.20997871,4.163039524,100.2544837,2.5,10.67045117,10.67045117,0.908439858,6.297180186,90,1.294760453,0.634876788,0.04771,150.6244252,166.4728152,9044200305
1.041801113,3.768242533,95.95507619,0,11.59325,11.59325,0.31957519,15.48939664,527,1.034040645,0.951445937,0.0521,296.4563462,304.1217742,9091700037
1.865077944,4.168498347,101.9468781,3,10.26879646,10.26879646,0.926973117,7.555631605,126,1.516653227,0.621205986,0.04675,89.21536543,114.6994525,9091700089
1.479419819,4.019459156,109.4988326,2,10.79797149,10.79797149,0.993576358,8.409148441,126,1.017938932,0.570853055,0.05077,143.1226077,162.7239318,9091700393
1.361625963,5.671302109,150.3168283,1,11.32389086,11.32389086,0.976245629,13.63468025,229,1.1344091,0.584125757,0.05798,286.4589757,305.5426634,9239900004
0.891480041,2.604969074,102.500786,0,11.36941778,11.36941778,0.73906408,17.46072352,393,0.766230754,0.75127697,0.06208,253.5973923,263.7514795,9239900108
1.596359032,4.925414189,134.6461854,1,11.02927655,11.02927655,0.987520771,9.263546807,114,1.286716066,0.57550329,0.05937,209.2883942,229.9270092,9239900167
2.447026309,5.414830479,117.7928092,2,10.8198873,10.8198873,0.604283315,10.57402398,214,1.719167234,0.830718279,0.05992,110.417473,138.3097657,9239900212
4.63256266,8.456348028,260.5324464,0,11.02458079,11.02458079,0.322781034,9.774203918,245,1.315586716,0.950476527,0.05526,144.7966031,234.317379,9239900256
1.32866441,2.378038565,109.8580515,2,10.80254696,10.80254696,0.694780036,12.34924939,292,1.31882209,0.77879262,0.05791,83.61283437,114.1293206,9239900408
1.461879454,4.339427751,106.0545091,0.5,10.92325023,10.92325023,0.630283485,10.11686705,251,1.369515067,0.816414714,0.05212,205.9441167,219.1728967,9239900555
2.266945543,3.606673217,171.2399532,3,10.5380906,10.5380906,0.484044444,16.19550499,510,1.246156755,0.889999986,0.0606,76.15168465,143.040693,9239900615
2.621699847,5.647019049,158.0480861,2.5,10.72944184,10.72944184,0.806047179,9.677452099,197,1.641064837,0.707235873,0.05244,111.6446541,157.968755,9239900630
1.531390766,3.353228548,102.9325029,0,11.55296471,11.55296471,0.469941408,22.6546516,680,1.401967121,0.896182835,0.05759,306.97846,315.4890252,9388000001
1.977934717,5.182755745,105.8618332,1.5,10.70265278,10.70265278,1.339131403,9.19794739,62,1.663641873,0.301009566,0.06038,104.2091531,128.3078776,9388000046
3.404568878,8.748058639,188.7031866,2,11.23107305,11.23107305,0.691303765,9.574090246,128,2.62392974,0.780895889,0.06013,184.6071818,227.7811622,9388000063
2.123030714,5.698696822,133.7242827,2.5,11.07404581,11.07404581,1.076230937,15.54416626,295,1.678327508,0.506241202,0.05809,173.5594452,197.6460799,9388000139
2.104843319,5.053501701,141.9782914,2.5,11.11928229,11.11928229,0.766191537,10.63066982,239,1.182341599,0.733780503,0.0529,123.5297766,159.1807882,9388000219
1.904100324,3.655603885,179.243415,2.5,10.81700999,10.81700999,1.100968646,18.25944397,435,1.346675092,0.486588299,0.05384,97.5614073,159.9447689,9388000343
1.895916888,3.983162594,87.68435862,1.5,10.24699775,10.24699775,0.968209442,6.01300207,56,1.062063021,0.590241671,0.05581,62.63295941,88.13149822,9388000496
1.298441825,2.764576283,163.5530383,0,10.97147845,10.97147845,0.599095242,7.810395336,423,1.080709674,0.833511233,0.02698,181.5595267,215.264163,9403800002
1.421812097,4.487040471,98.42022413,0.5,10.67239213,10.67239213,0.811456583,3.893019858,88,1.48700851,0.703558981,0.02818,169.5403138,183.2680776,9403800025
1.514143442,3.513836174,133.608445,0.5,11.03964516,11.03964516,0.895299801,5.698202824,169,1.734773838,0.644470274,0.02792,264.0105196,280.4053543,9403800029
0.722020261,1.99679054,43.0831679,0,11.03298387,11.03298387,0.606147601,8.29840686,300,0.763371454,0.829709649,0.03416,223.4675039,225.5344874,9403800117
3.430390136,5.223722636,282.5564901,0,11.04139803,11.04139803,0.67321104,5.386774008,230,4.04397075,0.791705906,0.02692,252.7301285,322.1670419,9403800123
1.977210522,4.997431873,146.3592729,0.5,10.84464085,10.84464085,0.814010232,8.283189926,319,1.584126009,0.701817214,0.03392,161.9769847,192.2161854,9403800149
1.44140106,3.562270254,103.7211835,1.5,10.53216276,10.53216276,0.962406388,6.357697964,180,1.286356663,0.594642222,0.03227,99.97036361,123.9883686,9403800169
1.367754493,3.282441189,125.4988422,0,11.08738382,11.08738382,0.560828254,6.808010808,267,1.413788575,0.853470325,0.02852,218.390892,235.7319694,9403800184
1.292547736,3.373469324,90.98500212,0.5,10.59445837,10.59445837,0.538505779,5.369823753,161,1.176010691,0.864581823,0.0293,114.3557069,131.211139,9403800215
0.844649481,1.219131554,28.66759395,2,9.979474353,9.979474353,0.594626101,6.242953051,419,0.829341684,0.835900664,0.02423,52.05218175,55.8600492,9403800272
1.572989581,4.448948734,112.3279696,3,10.98448682,10.98448682,1.184242011,7.160699823,205,1.357380548,0.420051515,0.02798,138.9263914,160.0291492,9403800352
1.529292809,4.077264223,103.5518938,2,10.50905755,10.50905755,1.177824274,9.13388755,226,0.780448456,0.425175369,0.03399,95.96105007,120.7063399,9403800397
2.712718785,5.644704319,157.2922912,1.5,10.66318887,10.66318887,0.522161478,8.44862086,428,1.770205968,0.872464299,0.0288,130.124126,171.1803745,9403800560
2.545275725,5.760259909,137.951102,2,10.98532546,10.98532546,1.158704955,8.083693719,238,2.305880334,0.440459549,0.02982,157.6355845,185.3759175,9403800586
1.861361422,4.602951554,108.9441529,1,10.87044387,10.87044387,1.101382012,4.365909622,77,2.036241641,0.486259073,0.02916,179.6127818,195.435835,9403800813
1.772412936,4.016840069,131.5471448,2.5,10.73483205,10.73483205,1.132830671,7.858465483,241,0.871902767,0.461155891,0.02997,101.0812689,137.3672034,9403800881
2.13879729,3.105624164,63.9992843,3,9.648343043,9.648343043,0.587798321,7.718634151,444,1.84182221,0.839521527,0.02887,54.46444944,70.81193719,9403800992
2.160656453,4.518957863,90.63014948,1.5,10.27061068,10.27061068,0.654452484,6.057181314,251,0.579532084,0.802667916,0.02989,67.44601878,93.03696817,9403801061
1.495633885,3.722952357,75.10400847,2.5,10.24059526,10.24059526,1.109163174,5.595318171,150,0.680764668,0.480057538,0.02767,70.32484309,88.12428496,9403801088
1.686197283,2.283555802,125.5621437,1.5,10.71965815,10.71965815,1.032152197,6.715614671,248,2.043111957,0.540939212,0.0275,125.2762783,153.5482721,9403801183
1.528202071,3.812571413,106.4250105,1.5,10.49167287,10.49167287,1.321533105,6.817322157,120,1.096215985,0.313722372,0.0304,95.22315869,121.3696477,9403801268
1.013692683,1.546395429,39.42880242,2.5,10.2484137,10.2484137,0.695682718,8.754147974,374,1.003444066,0.778245091,0.03504,77.89406797,82.73331285,9403801272
1.03508395,2.340922323,72.67544034,0,11.45416635,11.45416635,0.352535384,11.88134348,730,1.074304667,0.941037476,0.0275,276.3587846,281.0961359,9403801368
