,Unnamed: 0,Unnamed: 0_x_x,cataid,ra,dec,z_spec,z_tonry,m_r,mu_within_1re,mu_1re,mu_2re,r_petro,r_auto,r_e,ellip,pa,g_i,a_g,mstar,morph,morph_flag,Unnamed: 0_y_x,pa_stelkin,e_pa_stelkin,sigma_re,e_sigma_re,sigma_3kpc_round,e_sigma_3kpc_round,sigma_1_4_arcsecond,e_sigma_1_4_arcsecond,sigma_2_arcsecond,e_sigma_2_arcsecond,sigma_3_arcsecond,e_sigma_3_arcsecond,sigma_4_arcsecond,e_sigma_4_arcsecond,aper_corr_flag,rmax_aper_corr,lambdar_re,e_lambdar_re,lambdar_max,e_lambdar_max,vsigma_re,e_vsigma_re,vsigma_max,e_vsigma_max,mean_k51_re,e_mean_k51_re,Unnamed: 0_x_y,ra_x,dec_x,z_x,r_e_x,ellip_x,pa_x,npix_re_x,area_cov_re_x,v_gas_1_comp_re_x,v_gas_1_comp_err_re_x,vdisp_gas_1_comp_re_x,vdisp_gas_err_1_comp_re_x,oii3727_re_x,oii3727_err_re_x,hbeta_re_x,hbeta_err_re_x,oiii5007_re_x,oiii5007_err_re_x,oi6300_re_x,oi6300_err_re_x,halpha_total_re_x,halpha_total_err_re_x,halpha_1_comp_re_x,halpha_1_comp_err_re_x,nii6583_re_x,nii6583_err_re_x,sii6716_re_x,sii6716_err_re_x,sii6731_re_x,sii6731_err_re_x,extinction_corr_re_x,extinction_corr_err_re_x,sfr_re_x,sfr_err_re_x,npix_3kpc_round_x,area_cov_3kpc_round_x,v_gas_1_comp_3kpc_round_x,v_gas_1_comp_err_3kpc_round_x,vdisp_gas_1_comp_3kpc_round_x,vdisp_gas_err_1_comp_3kpc_round_x,oii3727_3kpc_round_x,oii3727_err_3kpc_round_x,hbeta_3kpc_round_x,hbeta_err_3kpc_round_x,oiii5007_3kpc_round_x,oiii5007_err_3kpc_round_x,oi6300_3kpc_round_x,oi6300_err_3kpc_round_x,halpha_total_3kpc_round_x,halpha_total_err_3kpc_round_x,halpha_1_comp_3kpc_round_x,halpha_1_comp_err_3kpc_round_x,nii6583_3kpc_round_x,nii6583_err_3kpc_round_x,sii6716_3kpc_round_x,sii6716_err_3kpc_round_x,sii6731_3kpc_round_x,sii6731_err_3kpc_round_x,extinction_corr_3kpc_round_x,extinction_corr_err_3kpc_round_x,sfr_3kpc_round_x,sfr_err_3kpc_round_x,npix_1_4_arcsecond_x,area_cov_1_4_arcsecond_x,v_gas_1_comp_1_4_arcsecond_x,v_gas_1_comp_err_1_4_arcsecond_x,vdisp_gas_1_comp_1_4_arcsecond_x,vdisp_gas_err_1_comp_1_4_arcsecond_x,oii3727_1_4_arcsecond_x,oii3727_err_1_4_arcsecond_x,hbeta_1_4_arcsecond_x,hbeta_err_1_4_arcsecond_x,oiii5007_1_4_arcsecond_x,oiii5007_err_1_4_arcsecond_x,oi6300_1_4_arcsecond_x,oi6300_err_1_4_arcsecond_x,halpha_total_1_4_arcsecond_x,halpha_total_err_1_4_arcsecond_x,halpha_1_comp_1_4_arcsecond_x,halpha_1_comp_err_1_4_arcsecond_x,nii6583_1_4_arcsecond_x,nii6583_err_1_4_arcsecond_x,sii6716_1_4_arcsecond_x,sii6716_err_1_4_arcsecond_x,sii6731_1_4_arcsecond_x,sii6731_err_1_4_arcsecond_x,extinction_corr_1_4_arcsecond_x,extinction_corr_err_1_4_arcsecond_x,sfr_1_4_arcsecond_x,sfr_err_1_4_arcsecond_x,npix_2_arcsecond_x,area_cov_2_arcsecond_x,v_gas_1_comp_2_arcsecond_x,v_gas_1_comp_err_2_arcsecond_x,vdisp_gas_1_comp_2_arcsecond_x,vdisp_gas_err_1_comp_2_arcsecond_x,oii3727_2_arcsecond_x,oii3727_err_2_arcsecond_x,hbeta_2_arcsecond_x,hbeta_err_2_arcsecond_x,oiii5007_2_arcsecond_x,oiii5007_err_2_arcsecond_x,oi6300_2_arcsecond_x,oi6300_err_2_arcsecond_x,halpha_total_2_arcsecond_x,halpha_total_err_2_arcsecond_x,halpha_1_comp_2_arcsecond_x,halpha_1_comp_err_2_arcsecond_x,nii6583_2_arcsecond_x,nii6583_err_2_arcsecond_x,sii6716_2_arcsecond_x,sii6716_err_2_arcsecond_x,sii6731_2_arcsecond_x,sii6731_err_2_arcsecond_x,extinction_corr_2_arcsecond_x,extinction_corr_err_2_arcsecond_x,sfr_2_arcsecond_x,sfr_err_2_arcsecond_x,npix_3_arcsecond_x,area_cov_3_arcsecond_x,v_gas_1_comp_3_arcsecond_x,v_gas_1_comp_err_3_arcsecond_x,vdisp_gas_1_comp_3_arcsecond_x,vdisp_gas_err_1_comp_3_arcsecond_x,oii3727_3_arcsecond_x,oii3727_err_3_arcsecond_x,hbeta_3_arcsecond_x,hbeta_err_3_arcsecond_x,oiii5007_3_arcsecond_x,oiii5007_err_3_arcsecond_x,oi6300_3_arcsecond_x,oi6300_err_3_arcsecond_x,halpha_total_3_arcsecond_x,halpha_total_err_3_arcsecond_x,halpha_1_comp_3_arcsecond_x,halpha_1_comp_err_3_arcsecond_x,nii6583_3_arcsecond_x,nii6583_err_3_arcsecond_x,sii6716_3_arcsecond_x,sii6716_err_3_arcsecond_x,sii6731_3_arcsecond_x,sii6731_err_3_arcsecond_x,extinction_corr_3_arcsecond_x,extinction_corr_err_3_arcsecond_x,sfr_3_arcsecond_x,sfr_err_3_arcsecond_x,npix_4_arcsecond_x,area_cov_4_arcsecond_x,v_gas_1_comp_4_arcsecond_x,v_gas_1_comp_err_4_arcsecond_x,vdisp_gas_1_comp_4_arcsecond_x,vdisp_gas_err_1_comp_4_arcsecond_x,oii3727_4_arcsecond_x,oii3727_err_4_arcsecond_x,hbeta_4_arcsecond_x,hbeta_err_4_arcsecond_x,oiii5007_4_arcsecond_x,oiii5007_err_4_arcsecond_x,oi6300_4_arcsecond_x,oi6300_err_4_arcsecond_x,halpha_total_4_arcsecond_x,halpha_total_err_4_arcsecond_x,halpha_1_comp_4_arcsecond_x,halpha_1_comp_err_4_arcsecond_x,nii6583_4_arcsecond_x,nii6583_err_4_arcsecond_x,sii6716_4_arcsecond_x,sii6716_err_4_arcsecond_x,sii6731_4_arcsecond_x,sii6731_err_4_arcsecond_x,extinction_corr_4_arcsecond_x,extinction_corr_err_4_arcsecond_x,sfr_4_arcsecond_x,sfr_err_4_arcsecond_x,Unnamed: 0_y_y,ra_y,dec_y,z_y,r_e_y,ellip_y,pa_y,npix_re_y,area_cov_re_y,v_gas_1_comp_re_y,v_gas_1_comp_err_re_y,v_gas_2_comp_re,v_gas_2_comp_err_re,v_gas_3_comp_re,v_gas_3_comp_err_re,vdisp_gas_1_comp_re_y,vdisp_gas_err_1_comp_re_y,vdisp_gas_2_comp_re,vdisp_gas_err_2_comp_re,vdisp_gas_3_comp_re,vdisp_gas_err_3_comp_re,oii3727_re_y,oii3727_err_re_y,hbeta_re_y,hbeta_err_re_y,oiii5007_re_y,oiii5007_err_re_y,oi6300_re_y,oi6300_err_re_y,halpha_total_re_y,halpha_total_err_re_y,halpha_1_comp_re_y,halpha_1_comp_err_re_y,halpha_2_comp_re,halpha_2_comp_err_re,halpha_3_comp_re,halpha_3_comp_err_re,nii6583_re_y,nii6583_err_re_y,sii6716_re_y,sii6716_err_re_y,sii6731_re_y,sii6731_err_re_y,extinction_corr_re_y,extinction_corr_err_re_y,sfr_re_y,sfr_err_re_y,npix_3kpc_round_y,area_cov_3kpc_round_y,v_gas_1_comp_3kpc_round_y,v_gas_1_comp_err_3kpc_round_y,v_gas_2_comp_3kpc_round,v_gas_2_comp_err_3kpc_round,v_gas_3_comp_3kpc_round,v_gas_3_comp_err_3kpc_round,vdisp_gas_1_comp_3kpc_round_y,vdisp_gas_err_1_comp_3kpc_round_y,vdisp_gas_2_comp_3kpc_round,vdisp_gas_err_2_comp_3kpc_round,vdisp_gas_3_comp_3kpc_round,vdisp_gas_err_3_comp_3kpc_round,oii3727_3kpc_round_y,oii3727_err_3kpc_round_y,hbeta_3kpc_round_y,hbeta_err_3kpc_round_y,oiii5007_3kpc_round_y,oiii5007_err_3kpc_round_y,oi6300_3kpc_round_y,oi6300_err_3kpc_round_y,halpha_total_3kpc_round_y,halpha_total_err_3kpc_round_y,halpha_1_comp_3kpc_round_y,halpha_1_comp_err_3kpc_round_y,halpha_2_comp_3kpc_round,halpha_2_comp_err_3kpc_round,halpha_3_comp_3kpc_round,halpha_3_comp_err_3kpc_round,nii6583_3kpc_round_y,nii6583_err_3kpc_round_y,sii6716_3kpc_round_y,sii6716_err_3kpc_round_y,sii6731_3kpc_round_y,sii6731_err_3kpc_round_y,extinction_corr_3kpc_round_y,extinction_corr_err_3kpc_round_y,sfr_3kpc_round_y,sfr_err_3kpc_round_y,npix_1_4_arcsecond_y,area_cov_1_4_arcsecond_y,v_gas_1_comp_1_4_arcsecond_y,v_gas_1_comp_err_1_4_arcsecond_y,v_gas_2_comp_1_4_arcsecond,v_gas_2_comp_err_1_4_arcsecond,v_gas_3_comp_1_4_arcsecond,v_gas_3_comp_err_1_4_arcsecond,vdisp_gas_1_comp_1_4_arcsecond_y,vdisp_gas_err_1_comp_1_4_arcsecond_y,vdisp_gas_2_comp_1_4_arcsecond,vdisp_gas_err_2_comp_1_4_arcsecond,vdisp_gas_3_comp_1_4_arcsecond,vdisp_gas_err_3_comp_1_4_arcsecond,oii3727_1_4_arcsecond_y,oii3727_err_1_4_arcsecond_y,hbeta_1_4_arcsecond_y,hbeta_err_1_4_arcsecond_y,oiii5007_1_4_arcsecond_y,oiii5007_err_1_4_arcsecond_y,oi6300_1_4_arcsecond_y,oi6300_err_1_4_arcsecond_y,halpha_total_1_4_arcsecond_y,halpha_total_err_1_4_arcsecond_y,halpha_1_comp_1_4_arcsecond_y,halpha_1_comp_err_1_4_arcsecond_y,halpha_2_comp_1_4_arcsecond,halpha_2_comp_err_1_4_arcsecond,halpha_3_comp_1_4_arcsecond,halpha_3_comp_err_1_4_arcsecond,nii6583_1_4_arcsecond_y,nii6583_err_1_4_arcsecond_y,sii6716_1_4_arcsecond_y,sii6716_err_1_4_arcsecond_y,sii6731_1_4_arcsecond_y,sii6731_err_1_4_arcsecond_y,extinction_corr_1_4_arcsecond_y,extinction_corr_err_1_4_arcsecond_y,sfr_1_4_arcsecond_y,sfr_err_1_4_arcsecond_y,npix_2_arcsecond_y,area_cov_2_arcsecond_y,v_gas_1_comp_2_arcsecond_y,v_gas_1_comp_err_2_arcsecond_y,v_gas_2_comp_2_arcsecond,v_gas_2_comp_err_2_arcsecond,v_gas_3_comp_2_arcsecond,v_gas_3_comp_err_2_arcsecond,vdisp_gas_1_comp_2_arcsecond_y,vdisp_gas_err_1_comp_2_arcsecond_y,vdisp_gas_2_comp_2_arcsecond,vdisp_gas_err_2_comp_2_arcsecond,vdisp_gas_3_comp_2_arcsecond,vdisp_gas_err_3_comp_2_arcsecond,oii3727_2_arcsecond_y,oii3727_err_2_arcsecond_y,hbeta_2_arcsecond_y,hbeta_err_2_arcsecond_y,oiii5007_2_arcsecond_y,oiii5007_err_2_arcsecond_y,oi6300_2_arcsecond_y,oi6300_err_2_arcsecond_y,halpha_total_2_arcsecond_y,halpha_total_err_2_arcsecond_y,halpha_1_comp_2_arcsecond_y,halpha_1_comp_err_2_arcsecond_y,halpha_2_comp_2_arcsecond,halpha_2_comp_err_2_arcsecond,halpha_3_comp_2_arcsecond,halpha_3_comp_err_2_arcsecond,nii6583_2_arcsecond_y,nii6583_err_2_arcsecond_y,sii6716_2_arcsecond_y,sii6716_err_2_arcsecond_y,sii6731_2_arcsecond_y,sii6731_err_2_arcsecond_y,extinction_corr_2_arcsecond_y,extinction_corr_err_2_arcsecond_y,sfr_2_arcsecond_y,sfr_err_2_arcsecond_y,npix_3_arcsecond_y,area_cov_3_arcsecond_y,v_gas_1_comp_3_arcsecond_y,v_gas_1_comp_err_3_arcsecond_y,v_gas_2_comp_3_arcsecond,v_gas_2_comp_err_3_arcsecond,v_gas_3_comp_3_arcsecond,v_gas_3_comp_err_3_arcsecond,vdisp_gas_1_comp_3_arcsecond_y,vdisp_gas_err_1_comp_3_arcsecond_y,vdisp_gas_2_comp_3_arcsecond,vdisp_gas_err_2_comp_3_arcsecond,vdisp_gas_3_comp_3_arcsecond,vdisp_gas_err_3_comp_3_arcsecond,oii3727_3_arcsecond_y,oii3727_err_3_arcsecond_y,hbeta_3_arcsecond_y,hbeta_err_3_arcsecond_y,oiii5007_3_arcsecond_y,oiii5007_err_3_arcsecond_y,oi6300_3_arcsecond_y,oi6300_err_3_arcsecond_y,halpha_total_3_arcsecond_y,halpha_total_err_3_arcsecond_y,halpha_1_comp_3_arcsecond_y,halpha_1_comp_err_3_arcsecond_y,halpha_2_comp_3_arcsecond,halpha_2_comp_err_3_arcsecond,halpha_3_comp_3_arcsecond,halpha_3_comp_err_3_arcsecond,nii6583_3_arcsecond_y,nii6583_err_3_arcsecond_y,sii6716_3_arcsecond_y,sii6716_err_3_arcsecond_y,sii6731_3_arcsecond_y,sii6731_err_3_arcsecond_y,extinction_corr_3_arcsecond_y,extinction_corr_err_3_arcsecond_y,sfr_3_arcsecond_y,sfr_err_3_arcsecond_y,npix_4_arcsecond_y,area_cov_4_arcsecond_y,v_gas_1_comp_4_arcsecond_y,v_gas_1_comp_err_4_arcsecond_y,v_gas_2_comp_4_arcsecond,v_gas_2_comp_err_4_arcsecond,v_gas_3_comp_4_arcsecond,v_gas_3_comp_err_4_arcsecond,vdisp_gas_1_comp_4_arcsecond_y,vdisp_gas_err_1_comp_4_arcsecond_y,vdisp_gas_2_comp_4_arcsecond,vdisp_gas_err_2_comp_4_arcsecond,vdisp_gas_3_comp_4_arcsecond,vdisp_gas_err_3_comp_4_arcsecond,oii3727_4_arcsecond_y,oii3727_err_4_arcsecond_y,hbeta_4_arcsecond_y,hbeta_err_4_arcsecond_y,oiii5007_4_arcsecond_y,oiii5007_err_4_arcsecond_y,oi6300_4_arcsecond_y,oi6300_err_4_arcsecond_y,halpha_total_4_arcsecond_y,halpha_total_err_4_arcsecond_y,halpha_1_comp_4_arcsecond_y,halpha_1_comp_err_4_arcsecond_y,halpha_2_comp_4_arcsecond,halpha_2_comp_err_4_arcsecond,halpha_3_comp_4_arcsecond,halpha_3_comp_err_4_arcsecond,nii6583_4_arcsecond_y,nii6583_err_4_arcsecond_y,sii6716_4_arcsecond_y,sii6716_err_4_arcsecond_y,sii6731_4_arcsecond_y,sii6731_err_4_arcsecond_y,extinction_corr_4_arcsecond_y,extinction_corr_err_4_arcsecond_y,sfr_4_arcsecond_y,sfr_err_4_arcsecond_y,mstarhalf,r_e_angles,r_e_circ,r_petro_angles,r_auto_angles
30,30,30,136602,175.8722467,-1.66796358,0.04461,0.04588,-22.96,20.24,21.55,23.14,13.063147933778314,12.921940081247673,7.742739311556741,0.2395,80.72,1.25,0.071,234422881531.9918,0.0,1,344,,,,,,,,,,,,,,,,,,,,,,,,,,,30,175.87225,-1.6679636000000002,0.04461,8.17,0.2395,80.72,2500,25.329466,-193.37634,5.8026876,245.2962,3.9112754,73.60558,10.268233,4.545255,1.1599623,24.80521,1.1809716,5.1475344000000005,0.9598938,53.420795,1.070806,53.420795,1.070806,61.569912,1.5087487,,,,,28.088919,16.969465,0.0,2.1874092000000003,32,2.1753693,-188.17868,14.266053,249.37715,9.205433,9.291151,2.1472511,0.08258569,0.44949788,3.749495,0.318016,1.0855654,0.2628094,7.1108327000000005,0.51035804,7.1108327000000005,0.51035804,8.058113,0.55966586,,,,,3087.5427,9262.628,0.0,158.88815,4,3.0787609,-190.54187,22.78561,261.27127,14.315243,1.2739059,0.42604476,0.035634533,69.08943000000001,0.5786811,0.06705743,0.045393325,0.05899091,1.1381159,48.22156,1.1381159,48.22156,1.2622167,0.13554665,,,,,,,0.0,0.0,12,2.0943952,-180.15215,18.590784,246.86581,11.937275,3.478477,1.0592061000000002,0.21397714,0.17132102,1.4471196000000002,0.17111948,0.31031886,0.13706468,3.0185587000000003,0.19561553,3.0185587000000003,0.19561556,3.2445853,0.30339047,,,,,43.215164,129.6455,0.0,0.94399774,32,1.7671458999999998,-188.17868,14.266053,249.37715,9.205433,9.291151,2.1472511,0.08258569,2.8616104,3.749495,0.318016,1.0855654,0.2628094,7.1108327000000005,1.2387223,7.1108327000000005,1.2387223,8.058113,0.55966586,,,,,3087.5427,9262.628,0.0,159.11028000000005,52,1.9332877,-191.42973,11.986386,252.99284,7.738255,14.642477,2.962747,0.4381546,66.94558,6.0288353,0.42718,1.4594516000000002,0.35045123,11.317823,46.743065,11.317823,46.743065,13.144044,0.723396,,,,,,,0.0,0.0,30,175.87225,-1.6679636000000002,0.04461,8.17,0.2395,80.72,2500,25.329466,-193.37634,5.8026876,,,,,245.2962,3.9112754,,,,,73.60558,10.268233,4.545255,1.1599623,24.80521,1.1809716,5.1475344000000005,0.9598938,53.420795,1.070806,53.420795,1.070806,,,,,61.569912,1.5087487,,,,,28.088919,16.969465,0.0,2.1874092000000003,32,2.1753693,-188.17868,14.266053,,,,,249.37715,9.205433,,,,,9.291151,2.1472511,0.08258569,0.44949788,3.749495,0.318016,1.0855654,0.2628094,7.1108327000000005,0.51035804,7.1108327000000005,0.51035804,,,,,8.058113,0.55966586,,,,,3087.5427,9262.628,0.0,158.88815,4,3.0787609,-190.54187,22.78561,,,,,261.27127,14.315243,,,,,1.2739059,0.42604476,0.035634533,69.08943000000001,0.5786811,0.06705743,0.045393325,0.05899091,1.1381159,48.22156,1.1381159,48.22156,,,,,1.2622167,0.13554665,,,,,,,0.0,0.0,12,2.0943952,-180.15215,18.590784,,,,,246.86581,11.937275,,,,,3.478477,1.0592061000000002,0.21397714,0.17132102,1.4471196000000002,0.17111948,0.31031886,0.13706468,3.0185587000000003,0.19561553,3.0185587000000003,0.19561556,,,,,3.2445853,0.30339047,,,,,43.215164,129.6455,0.0,0.94399774,32,1.7671458999999998,-188.17868,14.266053,,,,,249.37715,9.205433,,,,,9.291151,2.1472511,0.08258569,2.8616104,3.749495,0.318016,1.0855654,0.2628094,7.1108327000000005,1.2387223,7.1108327000000005,1.2387223,,,,,8.058113,0.55966586,,,,,3087.5427,9262.628,0.0,159.11028000000005,52,1.9332877,-191.42973,11.986386,,,,,252.99284,7.738255,,,,,14.642477,2.962747,0.4381546,66.94558,6.0288353,0.42718,1.4594516000000002,0.35045123,11.317823,46.743065,11.317823,46.743065,,,,,13.144044,0.723396,,,,,,,0.0,0.0,117211440765.9959,8.17,6.752183658753312,13.784,13.635
31,31,31,136605,175.8810789,-1.75237351,0.10361,0.10495,-22.08,19.71,21.18,22.75,35.945293642014384,35.75651901083099,4.0358714381937375,0.1103,42.41,1.39,0.067,104712854805.08984,0.0,1,345,293.0,5.75,242.16232,2.7376838,244.55432,3.8812156,244.55432,3.219938,239.65619,3.2943926,244.4114,2.8951943,240.35724,2.9538536,0.0,,0.07323379,0.009282043,,,0.07588207,0.00894533,,,0.07165632400000001,0.05166358,31,175.88107,-1.7523735,0.10361,1.86,0.1103,42.41,38,2.0403063,452.60004,176.05817,776.62964,130.86151,,,1.7358221,0.42629853,2.6228592,0.4928667000000001,,,3.8437343,1.1295198,3.8437343,1.1295198,0.59635484,1.1797853,,,,,1.0,,0.054284178,,4,3.816571,435.3944,85.95674,653.4835,77.217964,,,0.35822940000000003,0.077292986,0.4015088,0.07882196,,,0.79173,0.09356119,0.79173,0.09356118,,,,,,,1.0,,0.011181422,,4,3.0787609,435.3944,85.95674,653.4835,77.217964,,,0.35822940000000003,0.22074084,0.4015088,0.07882196,,,0.79173,0.27053940000000004,0.79173,0.27053940000000004,,,,,,,,,0.0,0.0,12,2.0943952,399.44638,131.88329,699.69147,105.458084,,,0.84844637,0.19223551,1.1670005,0.21543145,,,2.0373168,0.4709755,2.0373168,0.47097543,0.020624371,0.48830396,,,,,1.0,,0.0,,32,1.7671458999999998,486.645,115.668816,826.79974,112.11504,,,1.6977303,0.4089063,2.4960241,0.4429136,,,4.1886415,0.54654145,4.1886415,0.54654145,,,,,,,1.0,,0.059155226,,52,1.9332877,413.15192,138.51768,686.44073,117.906586,,,1.8547245,0.50066733,3.0257266,0.5379782,,,3.0415144,0.90766686,3.0415144,0.90766686,1.6918833,0.89571065,,,,,1.0,,0.042954613,,31,175.88107,-1.7523735,0.10361,1.86,0.1103,42.41,38,2.0403063,452.60004,176.05817,,,,,776.62964,130.86151,,,,,,,1.7358221,0.42629853,2.6228592,0.4928667000000001,,,3.8437343,1.1295198,3.8437343,1.1295198,,,,,0.59635484,1.1797853,,,,,1.0,,0.054284178,,4,3.816571,435.3944,85.95674,,,,,653.4835,77.217964,,,,,,,0.35822940000000003,0.077292986,0.4015088,0.07882196,,,0.79173,0.09356119,0.79173,0.09356118,,,,,,,,,,,1.0,,0.011181422,,4,3.0787609,435.3944,85.95674,,,,,653.4835,77.217964,,,,,,,0.35822940000000003,0.22074084,0.4015088,0.07882196,,,0.79173,0.27053940000000004,0.79173,0.27053940000000004,,,,,,,,,,,,,0.0,0.0,12,2.0943952,399.44638,131.88329,,,,,699.69147,105.458084,,,,,,,0.84844637,0.19223551,1.1670005,0.21543145,,,2.0373168,0.4709755,2.0373168,0.47097543,,,,,0.020624371,0.48830396,,,,,1.0,,0.0,,32,1.7671458999999998,486.645,115.668816,,,,,826.79974,112.11504,,,,,,,1.6977303,0.4089063,2.4960241,0.4429136,,,4.1886415,0.54654145,4.1886415,0.54654145,,,,,,,,,,,1.0,,0.059155226,,52,1.9332877,413.15192,138.51768,,,,,686.44073,117.906586,,,,,,,1.8547245,0.50066733,3.0257266,0.5379782,,,3.0415144,0.90766686,3.0415144,0.90766686,,,,,1.6918833,0.89571065,,,,,1.0,,0.042954613,,52356427402.54492,1.86,3.806791743572168,16.566,16.479
36,36,36,136842,176.2912254,-1.76259733,0.02709,0.02834,-21.59,19.78,21.06,22.66,8.169860273552006,8.037519748703401,3.513669837652427,0.1898,96.58,1.19,0.063,63095734448.019424,0.0,1,350,250.0,3.0833333,,,179.06682,0.9548239,184.11783,1.7542319,184.1332,1.3148589,181.86475,1.1408266000000002,180.74713,1.1016293,1.0,0.87183976,0.10909638,0.003234688,0.09894377,0.003234688,0.11506773,0.002658555,0.10539816,0.002658555,,,36,176.29123,-1.7625973,0.02709,6.08,0.1898,96.58,750,1.9928182,42.37192,1.7979889,117.15308,1.7976724999999998,60.430145,6.4795237,12.573816,0.71446615,27.645277,0.7286706000000001,,,30.421394,0.543886,30.421394,0.543886,28.278637,0.54996413,12.476802,0.67000854,14.053694,0.6812113000000001,1.0,,0.0,,88,1.9874688000000005,-4.934642299999998,2.4478953,101.675896,2.5119784,18.023743,2.2002528,3.7928662,0.43132156,9.654342,0.34037009999999995,,,7.993448,0.29928377,7.993448,0.29928377,9.846271,0.2709401,3.6001540000000003,0.37340668,4.2053885000000015,0.38944048,1.0,,0.0,,4,3.0787609,-23.139269,3.5903041,91.213264,3.7498925,1.2859396,0.19173431,0.30893463,18.791988,0.67823434,0.037559483,,,0.5831381,13.238966,0.5831381,13.238966,0.7167492,0.032016027999999995,0.26441664,0.049696743,0.27773595,0.05203628,,,0.0,0.0,12,2.0943952,-20.618061,3.4691277,88.09826,3.6323173,3.619052,0.57040036,0.78020567,0.095515735,1.8195376,0.09921423,,,1.4822637,0.08074315,1.4822637,0.08074315,2.000445,0.08672052599999999,0.72172743,0.12873831,0.8328711999999999,0.13593504,1.0,,0.0,,32,1.7671458999999998,-18.239805,2.846036,90.054726,2.9561536,7.9772134,1.1226237,1.7109429,1.6336452,4.2793470000000005,0.19598944,,,3.3666687000000004,2.083968,3.3666687000000004,2.083968,4.671875,0.15945016,1.5909726999999998,0.22749628,1.8420528000000005,0.24092622,,,0.0,0.0,52,1.9332877,-13.682088,2.613795,93.99776,2.7085137,11.694912,1.5736082,2.5091944,19.335331,6.3904934,0.25664386,,,5.1123977,13.610561,5.1123977,13.610561,6.809369,0.20878275,2.4387684,0.29287508,2.7005448,0.30809683,,,0.0,0.0,36,176.29123,-1.7625973,0.02709,6.08,0.1898,96.58,750,1.9928182,42.37192,1.7979889,,,,,117.15308,1.7976724999999998,,,,,60.430145,6.4795237,12.573816,0.71446615,27.645277,0.7286706000000001,,,30.421394,0.543886,30.421394,0.543886,,,,,28.278637,0.54996413,12.476802,0.67000854,14.053694,0.6812113000000001,1.0,,0.0,,88,1.9874688000000005,-4.934642299999998,2.4478953,,,,,101.675896,2.5119784,,,,,18.023743,2.2002528,3.7928662,0.43132156,9.654342,0.34037009999999995,,,7.993448,0.29928377,7.993448,0.29928377,,,,,9.846271,0.2709401,3.6001540000000003,0.37340668,4.2053885000000015,0.38944048,1.0,,0.0,,4,3.0787609,-23.139269,3.5903041,,,,,91.213264,3.7498925,,,,,1.2859396,0.19173431,0.30893463,18.791988,0.67823434,0.037559483,,,0.5831381,13.238966,0.5831381,13.238966,,,,,0.7167492,0.032016027999999995,0.26441664,0.049696743,0.27773595,0.05203628,,,0.0,0.0,12,2.0943952,-20.618061,3.4691277,,,,,88.09826,3.6323173,,,,,3.619052,0.57040036,0.78020567,0.095515735,1.8195376,0.09921423,,,1.4822637,0.08074315,1.4822637,0.08074315,,,,,2.000445,0.08672052599999999,0.72172743,0.12873831,0.8328711999999999,0.13593504,1.0,,0.0,,32,1.7671458999999998,-18.239805,2.846036,,,,,90.054726,2.9561536,,,,,7.9772134,1.1226237,1.7109429,1.6336452,4.2793470000000005,0.19598944,,,3.3666687000000004,2.083968,3.3666687000000004,2.083968,,,,,4.671875,0.15945016,1.5909726999999998,0.22749628,1.8420528000000005,0.24092622,,,0.0,0.0,52,1.9332877,-13.682088,2.613795,,,,,93.99776,2.7085137,,,,,11.694912,1.5736082,2.5091944,19.335331,6.3904934,0.25664386,,,5.1123977,13.610561,5.1123977,13.610561,,,,,6.809369,0.20878275,2.4387684,0.29287508,2.7005448,0.30809683,,,0.0,0.0,31547867224.009712,6.08,3.162693237550654,14.137,13.908
