,S05_err,V_rot_err,V_rot,Morph_dilyar,M_tot_dilyar,MSAMI,INCMGE,Re_dilyar,SPAXNUM,Sig_err,EPSMGE,Z_dilyar,Sig_dilyar,S05,cataid
227,1.20997871,4.163039523999999,100.25448370000001,2.5,10.67045117,10.67045117,0.9084398579999999,6.297180186,90,1.2947604529999999,0.634876788,0.04771,150.6244252,166.47281519999999,9044200305
230,1.479419819,4.019459156,109.49883259999999,2.0,10.79797149,10.79797149,0.993576358,8.409148441000001,126,1.017938932,0.570853055,0.050769999999999996,143.12260769999997,162.72393180000003,9091700393
231,1.361625963,5.671302109,150.3168283,1.0,11.32389086,11.32389086,0.9762456290000001,13.63468025,229,1.1344091,0.584125757,0.05798,286.4589757,305.5426634,9239900004
233,1.5963590319999998,4.925414189,134.6461854,1.0,11.02927655,11.02927655,0.9875207709999999,9.263546807,114,1.2867160659999999,0.57550329,0.059370000000000006,209.28839419999997,229.92700919999996,9239900167
234,2.447026309,5.414830479,117.7928092,2.0,10.819887300000001,10.819887300000001,0.604283315,10.57402398,214,1.7191672340000002,0.8307182790000001,0.05992000000000001,110.417473,138.30976569999999,9239900212
236,1.32866441,2.378038565,109.85805149999999,2.0,10.80254696,10.80254696,0.6947800359999999,12.34924939,292,1.31882209,0.77879262,0.05791,83.61283437,114.1293206,9239900408
239,2.621699847,5.647019049,158.0480861,2.5,10.72944184,10.72944184,0.8060471790000001,9.677452099,197,1.6410648369999998,0.707235873,0.05244,111.6446541,157.96875500000002,9239900630
241,1.977934717,5.182755745,105.86183319999999,1.5,10.70265278,10.70265278,1.3391314029999999,9.19794739,62,1.6636418730000002,0.301009566,0.060379999999999996,104.2091531,128.30787759999998,9388000046
242,3.404568878,8.748058639,188.70318659999998,2.0,11.23107305,11.23107305,0.691303765,9.574090246,128,2.62392974,0.7808958890000001,0.060129999999999996,184.6071818,227.7811622,9388000063
243,2.123030714,5.6986968220000005,133.7242827,2.5,11.07404581,11.07404581,1.076230937,15.54416626,295,1.6783275080000002,0.506241202,0.058089999999999996,173.55944519999997,197.64607990000002,9388000139
244,2.104843319,5.053501701,141.97829140000002,2.5,11.11928229,11.11928229,0.766191537,10.63066982,239,1.1823415990000001,0.733780503,0.0529,123.52977659999998,159.1807882,9388000219
245,1.904100324,3.655603885,179.243415,2.5,10.81700999,10.81700999,1.1009686459999999,18.25944397,435,1.346675092,0.486588299,0.05384,97.5614073,159.9447689,9388000343
246,1.8959168880000001,3.983162594,87.68435862,1.5,10.24699775,10.24699775,0.968209442,6.01300207,56,1.062063021,0.590241671,0.055810000000000005,62.63295941,88.13149822,9388000496
253,1.44140106,3.562270254,103.7211835,1.5,10.53216276,10.53216276,0.962406388,6.357697964,180,1.286356663,0.594642222,0.03227,99.97036361,123.9883686,9403800169
256,0.8446494809999999,1.219131554,28.66759395,2.0,9.979474352999999,9.979474352999999,0.594626101,6.242953051000001,419,0.8293416840000001,0.8359006640000001,0.02423,52.05218175,55.860049200000006,9403800272
258,1.529292809,4.077264223,103.5518938,2.0,10.50905755,10.50905755,1.177824274,9.13388755,226,0.7804484559999999,0.42517536899999997,0.03399,95.96105007,120.7063399,9403800397
