,cataid,ra,dec,z,r_e,ellip,pa,npix_re,area_cov_re,v_gas_1_comp_re,v_gas_1_comp_err_re,vdisp_gas_1_comp_re,vdisp_gas_err_1_comp_re,oii3727_re,oii3727_err_re,hbeta_re,hbeta_err_re,oiii5007_re,oiii5007_err_re,oi6300_re,oi6300_err_re,halpha_total_re,halpha_total_err_re,halpha_1_comp_re,halpha_1_comp_err_re,nii6583_re,nii6583_err_re,sii6716_re,sii6716_err_re,sii6731_re,sii6731_err_re,extinction_corr_re,extinction_corr_err_re,sfr_re,sfr_err_re,npix_3kpc_round,area_cov_3kpc_round,v_gas_1_comp_3kpc_round,v_gas_1_comp_err_3kpc_round,vdisp_gas_1_comp_3kpc_round,vdisp_gas_err_1_comp_3kpc_round,oii3727_3kpc_round,oii3727_err_3kpc_round,hbeta_3kpc_round,hbeta_err_3kpc_round,oiii5007_3kpc_round,oiii5007_err_3kpc_round,oi6300_3kpc_round,oi6300_err_3kpc_round,halpha_total_3kpc_round,halpha_total_err_3kpc_round,halpha_1_comp_3kpc_round,halpha_1_comp_err_3kpc_round,nii6583_3kpc_round,nii6583_err_3kpc_round,sii6716_3kpc_round,sii6716_err_3kpc_round,sii6731_3kpc_round,sii6731_err_3kpc_round,extinction_corr_3kpc_round,extinction_corr_err_3kpc_round,sfr_3kpc_round,sfr_err_3kpc_round,npix_1_4_arcsecond,area_cov_1_4_arcsecond,v_gas_1_comp_1_4_arcsecond,v_gas_1_comp_err_1_4_arcsecond,vdisp_gas_1_comp_1_4_arcsecond,vdisp_gas_err_1_comp_1_4_arcsecond,oii3727_1_4_arcsecond,oii3727_err_1_4_arcsecond,hbeta_1_4_arcsecond,hbeta_err_1_4_arcsecond,oiii5007_1_4_arcsecond,oiii5007_err_1_4_arcsecond,oi6300_1_4_arcsecond,oi6300_err_1_4_arcsecond,halpha_total_1_4_arcsecond,halpha_total_err_1_4_arcsecond,halpha_1_comp_1_4_arcsecond,halpha_1_comp_err_1_4_arcsecond,nii6583_1_4_arcsecond,nii6583_err_1_4_arcsecond,sii6716_1_4_arcsecond,sii6716_err_1_4_arcsecond,sii6731_1_4_arcsecond,sii6731_err_1_4_arcsecond,extinction_corr_1_4_arcsecond,extinction_corr_err_1_4_arcsecond,sfr_1_4_arcsecond,sfr_err_1_4_arcsecond,npix_2_arcsecond,area_cov_2_arcsecond,v_gas_1_comp_2_arcsecond,v_gas_1_comp_err_2_arcsecond,vdisp_gas_1_comp_2_arcsecond,vdisp_gas_err_1_comp_2_arcsecond,oii3727_2_arcsecond,oii3727_err_2_arcsecond,hbeta_2_arcsecond,hbeta_err_2_arcsecond,oiii5007_2_arcsecond,oiii5007_err_2_arcsecond,oi6300_2_arcsecond,oi6300_err_2_arcsecond,halpha_total_2_arcsecond,halpha_total_err_2_arcsecond,halpha_1_comp_2_arcsecond,halpha_1_comp_err_2_arcsecond,nii6583_2_arcsecond,nii6583_err_2_arcsecond,sii6716_2_arcsecond,sii6716_err_2_arcsecond,sii6731_2_arcsecond,sii6731_err_2_arcsecond,extinction_corr_2_arcsecond,extinction_corr_err_2_arcsecond,sfr_2_arcsecond,sfr_err_2_arcsecond,npix_3_arcsecond,area_cov_3_arcsecond,v_gas_1_comp_3_arcsecond,v_gas_1_comp_err_3_arcsecond,vdisp_gas_1_comp_3_arcsecond,vdisp_gas_err_1_comp_3_arcsecond,oii3727_3_arcsecond,oii3727_err_3_arcsecond,hbeta_3_arcsecond,hbeta_err_3_arcsecond,oiii5007_3_arcsecond,oiii5007_err_3_arcsecond,oi6300_3_arcsecond,oi6300_err_3_arcsecond,halpha_total_3_arcsecond,halpha_total_err_3_arcsecond,halpha_1_comp_3_arcsecond,halpha_1_comp_err_3_arcsecond,nii6583_3_arcsecond,nii6583_err_3_arcsecond,sii6716_3_arcsecond,sii6716_err_3_arcsecond,sii6731_3_arcsecond,sii6731_err_3_arcsecond,extinction_corr_3_arcsecond,extinction_corr_err_3_arcsecond,sfr_3_arcsecond,sfr_err_3_arcsecond,npix_4_arcsecond,area_cov_4_arcsecond,v_gas_1_comp_4_arcsecond,v_gas_1_comp_err_4_arcsecond,vdisp_gas_1_comp_4_arcsecond,vdisp_gas_err_1_comp_4_arcsecond,oii3727_4_arcsecond,oii3727_err_4_arcsecond,hbeta_4_arcsecond,hbeta_err_4_arcsecond,oiii5007_4_arcsecond,oiii5007_err_4_arcsecond,oi6300_4_arcsecond,oi6300_err_4_arcsecond,halpha_total_4_arcsecond,halpha_total_err_4_arcsecond,halpha_1_comp_4_arcsecond,halpha_1_comp_err_4_arcsecond,nii6583_4_arcsecond,nii6583_err_4_arcsecond,sii6716_4_arcsecond,sii6716_err_4_arcsecond,sii6731_4_arcsecond,sii6731_err_4_arcsecond,extinction_corr_4_arcsecond,extinction_corr_err_4_arcsecond,sfr_4_arcsecond,sfr_err_4_arcsecond
328,230901,181.499,1.8857883,0.01948,9.91,0.826,143.13,118,2.2268121,42.190998,0.75638753,66.7006,0.79228383,3.840891,0.778702,1.6080226,0.08492863,0.6803424,0.08300423,0.54870087,0.06078133,7.6487474,0.07335746,7.6487474,0.07335746,2.5899177,0.060929347,2.7974987,0.062652156,1.9009938,0.08608376,3.3220024,0.42084172,0.01125841,0.0014303323,148,2.05847,41.70295,0.5627372,47.989166,0.6471651,7.57178,1.3447975,2.991073,0.15318216,1.1233915,0.14482561,1.0476704,0.106010206,13.497564,0.12588868,13.497564,0.12588869,4.881859,0.10520393,5.012266,0.104485296,3.498058,0.1503839,2.9337773,0.3604172,0.017545646,0.0021617012,4,3.0787609,37.755013,0.83700943,34.395004,1.0931306,0.35407516,0.08426686,0.09377251,0.016905699,0.04345057,0.012102033,0.031392984,0.0067205383,0.51998526,0.010528875,0.51998526,0.010528875,0.18347675,0.007043334,0.17499451,0.006882141,0.09986439,0.0094948225,4.7710805,2.042718,0.0010992452,0.00047116322,12,2.0943952,40.390694,0.83549,34.97195,1.0819287,0.9988353,0.2684831,0.2925047,0.031461325,0.1230055,0.029912433,0.09342568,0.020460228,1.5227073,0.025495924,1.5227073,0.025495926,0.5590095,0.020814745,0.54023236,0.020515481,0.33955556,0.029425828,4.110337,1.0559251,0.0027731964,0.00071393204,32,1.7671459,41.091496,0.7015781,37.33076,0.8823874,2.6540306,0.5561826,0.811256,0.06400273,0.29096648,0.056853414,0.26426393,0.041559532,3.7883048,0.053430658,3.7883048,0.05343066,1.3795862,0.042241964,1.3596712,0.041887093,0.9008774,0.060024496,3.1804857,0.601558,0.005338573,0.0010125428,52,1.9332877,40.93961,0.61804485,39.706673,0.7585382,3.799333,0.7455578,1.2410829,0.08589984,0.43608013,0.07999359,0.44109675,0.05502553,5.8150783,0.06736848,5.8150783,0.06736848,2.0919728,0.055193003,2.1148481,0.054900985,1.4068578,0.07823325,3.2059548,0.530959,0.008260375,0.0013713974
329,231024,182.1302,1.909425,0.02067,14.3,0.8438,35.61,404,1.9840095,11.6405525,0.34019798,68.241005,0.3515767,11.794669,3.0987563,11.188383,0.37865204,3.6983643,0.35679308,3.3451867,0.2461829,80.63527,0.33899248,80.63527,0.33899245,27.19623,0.26707765,18.161398,0.25905523,13.677469,0.35168922,8.856952,0.7128438,0.35692507,0.028765954,140,1.9851685,-9.268997,0.29677448,38.02415,0.36531073,5.8939676,1.992496,5.206001,0.26672745,1.9093056,0.22370766,nan,nan,35.822178,0.21548113,35.822178,0.21548113,13.311621,0.1608407,8.605549,0.1539728,6.889349,0.21071848,7.94008,0.96665865,0.14214925,0.017326958,4,3.0787609,-15.8582,0.6171492,27.848495,0.878389,nan,nan,0.1966932,0.06482926,0.052803688,0.018455295,0.038813703,0.013905311,1.5232857,0.045244094,1.5232857,0.045244094,0.5484202,0.016250173,0.34109786,0.015529836,0.28570727,0.021124052,10.49536,8.196857,0.0,0.006244682,12,2.0943952,-14.798902,0.5113264,28.377535,0.72336924,0.78084034,0.4901662,0.6188747,0.055421207,0.18505704,0.051612362,0.13041379,0.03257441,4.241985,0.048194613,4.241985,0.048194613,1.5556115,0.03714004,0.9757929,0.035875376,0.731051,0.04786415,7.867863,1.6761365,0.016679907,0.003558467,32,1.7671459,-13.927229,0.39417884,29.53814,0.54586536,1.9801204,0.8878025,1.5265576,0.45164987,0.5080571,0.09854562,0.38024992,0.06241471,10.667493,0.28862503,10.667493,0.28862503,3.9091103,0.07131452,2.453944,0.06866333,1.8635268,0.09239088,8.234556,5.773635,0.043900583,0.030803675,52,1.9332877,-13.0147915,0.34883344,31.318754,0.4690823,2.8968189,1.150276,2.3695467,0.15354024,0.86520976,0.13146153,0.6446345,0.08403677,16.542038,0.12816899,16.542038,0.12816899,5.9937468,0.095236294,3.819802,0.09189763,2.9381444,0.124205284,8.215541,1.2652836,0.067919254,0.01047354
330,23117,180.40771,1.1979921,0.08191,7.31,0.2802,120.6,560,1.9910593,-6.765659,1.6734725,198.30806,1.260779,60.208817,4.784835,12.748712,0.70654565,19.587576,0.7467726,12.390541,0.51535904,69.22136,0.55233246,69.22136,0.55233246,66.36296,0.5691251,22.604652,0.6282995,18.639414,0.71680975,4.5398602,0.5999065,2.6934109,0.35656115,12,1.9254743,27.475857,2.8650565,250.8677,1.8886068,10.362362,0.8286582,1.7416922,0.12575161,2.8803496,0.13380045,2.3473825,0.0987119,8.788481,0.107180364,8.788481,0.10718035,12.815764,0.11728155,5.134004,0.13889338,4.525401,0.14804211,3.8187416,0.65990764,0.2876432,0.049830563,4,3.0787609,47.39535,2.6599398,227.25179,1.8059642,3.7780428,0.30346054,0.5942777,0.16347009,0.9213457,0.044403613,0.7550821,0.034796197,3.0750215,0.13995077,3.0750215,0.13995077,4.201234,0.04262419,1.8064688,0.051361058,1.4544848,0.054064523,4.0521245,2.6662946,0.106795006,0.07043892,12,2.0943952,27.475857,2.8650565,250.8677,1.8886068,10.362362,0.8286582,1.7416922,0.1254699,2.8803496,0.13380045,2.3473825,0.0987119,8.788481,0.10464982,8.788481,0.104649805,12.815764,0.11728155,5.134004,0.13889338,4.525401,0.14804211,3.8187416,0.6580421,0.2876432,0.049684614,32,1.7671459,26.140148,2.4725428,251.07338,1.6317781,22.550777,1.5539224,3.4777253,0.5859315,6.537022,0.24529395,4.898196,0.18098252,18.267645,0.6423258,18.267645,0.6423258,26.738436,0.21050869,10.46155,0.24595952,9.242317,0.26495296,4.198461,1.7053418,0.0,0.26800027,52,1.9332877,25.512499,2.3207567,246.9201,1.5447726,30.658863,2.0443995,4.4649544,0.33820418,8.912738,0.31072056,6.265541,0.22571906,23.805693,0.273517,23.805693,0.273517,34.504326,0.2629894,13.376556,0.3022387,11.516824,0.32674384,4.348853,0.7862999,0.0,0.16075487
331,23265,180.9158,1.2045819,0.07798,3.02,0.1177,17.07,228,1.978506,-65.695465,13.450741,234.29472,9.639624,nan,nan,nan,nan,3.2195575,0.42038518,1.0783232,0.31273293,4.905195,0.31312945,4.905195,0.31312945,5.9671097,0.32499447,4.536797,0.47906497,2.8061996,0.41040665,nan,nan,nan,nan,12,2.1022127,-44.766373,14.348153,241.49722,9.908848,1.0989466,0.52865374,nan,nan,0.60598105,0.093047105,0.2628467,0.06654881,0.9760207,0.080996335,0.9760207,0.080996335,1.4448708,0.07107179,0.7878642,0.10851507,0.45390728,0.09462461,nan,nan,nan,nan,4,3.0787609,-30.229921,14.152362,240.78612,9.681202,0.4190606,0.1808447,nan,nan,0.20669504,0.034476906,0.081709325,0.024255605,0.37244827,0.08766944,0.37244827,0.08766944,0.5210565,0.025759658,0.34070846,0.039599653,0.17876942,0.034569748,nan,nan,nan,nan,12,2.0943952,-44.766373,14.348153,241.49722,9.908848,1.0989466,0.52865374,nan,nan,0.60598105,0.093047105,0.2628467,0.06654881,0.9760207,0.0666746,0.9760207,0.0666746,1.4448708,0.07107179,0.7878642,0.10851507,0.45390728,0.09462461,nan,nan,nan,nan,32,1.7671459,-68.77787,13.168787,233.03929,9.3725605,nan,nan,0.02948806,0.18474925,1.1526881,0.1725312,0.43081006,0.12877089,2.158943,0.15901555,2.158943,0.15901555,2.596557,0.13444239,1.3978564,0.20047143,0.9682362,0.17636052,2105.8142,6317.4424,0.0,105.407295,52,1.9332877,-77.43988,13.009968,232.15619,9.270164,nan,nan,0.010515189,0.21465816,1.427681,0.21946666,0.56076694,0.16381073,2.759176,0.18080725,2.759176,0.18080725,3.29473,0.17166469,2.029967,0.25366217,1.4281453,0.22312841,42827.934,128483.8,0.0,2739.6096
332,23337,181.22757,1.215606,0.02128,6.26,0.2991,50.48,342,1.9817992,-3.3420658,0.32894915,56.452515,0.35626495,19.931824,3.9422781,17.496115,0.3978777,4.4671545,0.35440892,2.7692018,0.24850209,67.774826,0.322158,67.774826,0.32215798,25.715784,0.258464,15.573631,0.24977753,10.474796,0.30098,2.0462348,0.11219183,0.07352788,0.00404654,124,2.1390812,0.33281055,0.31902555,37.756153,0.39436474,8.47784,2.1394339,7.670232,0.34368908,2.1023874,0.2068768,1.1372603,0.13583218,30.032894,0.23877709,30.032894,0.23877709,11.624215,0.14558369,6.6526294,0.13950223,4.589878,0.16389324,2.0987346,0.22540203,0.033418186,0.003598901,4,3.0787609,-0.97218657,0.48484105,26.926561,0.6909772,0.36147785,0.20142028,0.41688848,0.060823392,0.085828505,0.020463103,0.06747343,0.012082125,1.7590384,0.040750634,1.7590384,0.040750634,0.6053016,0.013893182,0.3562696,0.013414102,0.26899448,0.015722277,2.5036812,0.8728683,0.0023349766,0.00081584736,12,2.0943952,0.57292557,0.4714448,27.725328,0.67037743,0.96978784,0.44853586,1.0928572,0.052666023,0.3055664,0.04719937,0.17276768,0.03259434,4.6761055,0.049628668,4.6761055,0.049628668,1.6549151,0.03659259,0.97215176,0.035427626,0.7285941,0.041443437,2.587578,0.3013403,0.0064151366,0.0007501805,32,1.7671459,0.34621233,0.3904293,29.57732,0.539495,2.5839648,0.94148743,2.5039918,0.37499186,0.79033744,0.09266507,0.37807703,0.062358987,10.489291,0.2633253,10.489291,0.2633253,3.9290462,0.06880212,2.2646136,0.06678433,1.6235846,0.07771723,2.4612937,0.88202757,0.013687929,0.0049172183,52,1.9332877,-0.035738047,0.3633722,31.342564,0.4878671,4.2649055,1.3404579,3.7364743,0.1523404,1.0953126,0.12529178,0.57794595,0.084096335,15.314509,0.12322483,15.314509,0.12322484,5.8640594,0.09236371,3.3798597,0.0891358,2.3860373,0.103674605,2.3378098,0.22928262,0.018981932,0.0018679233
333,23519,181.78339,1.0772287,0.02125,3.59,0.1557,139.82,112,1.9671004,6.3312182,1.166246,16.590857,2.4926558,3.5574684,1.5814985,0.800367,0.14990942,0.7536194,0.13581616,0.17074735,0.09046518,3.4713924,0.10401907,3.4713924,0.104019076,0.75016075,0.08415553,1.5673783,0.08914398,0.8945693,0.10080742,2.671791,1.1960299,0.0049033095,0.002199883,124,2.1438463,6.2876625,1.1766902,15.970592,2.5917215,3.9204056,1.6628399,0.79718655,0.1569961,0.78230095,0.14227462,0.18625145,0.095199645,3.5832987,0.10874416,3.5832987,0.10874416,0.73413825,0.08783769,1.6274985,0.09322579,0.9345877,0.105529085,2.9067159,1.3669088,0.0055064117,0.002594825,4,3.0787609,4.6984363,1.4135277,11.326128,4.0824656,nan,nan,0.035824742,0.05355281,0.068671376,0.012835979,0.004191306,0.006980889,0.25150385,0.042918906,0.25150385,0.042918906,0.048160695,0.0072765336,0.10386236,0.008321236,0.058925442,0.009100826,8.3251,24.9753,0.0011069224,0.0033261355,12,2.0943952,5.0100274,1.3010526,15.629306,2.8814614,nan,nan,0.12702243,0.033738315,0.16561499,0.034108847,0.02487683,0.021347638,0.75995845,0.02527066,0.75995845,0.025270656,0.15448979,0.019747091,0.2919123,0.02181368,0.17939375,0.024080446,5.7079797,3.6059062,0.0022932708,0.0014507354,32,1.7671459,4.8162603,1.1357975,15.277261,2.5672286,1.6103747,0.80096483,0.26397476,0.07083034,0.3295494,0.066009305,0.08142259,0.043491922,1.7452277,0.051101435,1.7452277,0.051101442,0.3520493,0.040150285,0.7105016,0.043331914,0.43246993,0.048418198,7.2253666,4.602559,0.006666457,0.0042510172,52,1.9332877,5.327203,1.095014,15.505905,2.457251,2.3293962,1.0121167,0.41077513,0.11539568,0.45979637,0.08743052,0.12377178,0.057410024,2.4169166,0.084803164,2.4169166,0.084803164,0.47693595,0.053830024,0.9901476,0.05712494,0.5919471,0.064981304,5.4874163,3.6662889,0.0070115277,0.004691044
334,23565,182.20692,1.1918103,0.0371,4.65,0.4506,129.87,146,1.9773148,6.34462,0.45734668,109.15605,0.42825243,12.541206,2.1426582,15.54859,0.32171258,8.420932,0.31020397,1.8071445,0.24520417,82.007195,0.31589928,82.007195,0.3158993,43.95454,0.30672824,17.898123,0.24046174,13.3043165,0.24317838,4.239123,0.21055426,0.57353836,0.02857279,52,1.884205,8.99482,0.46502066,97.98456,0.4411429,6.323767,1.1118289,7.67935,0.5308648,4.6526175,0.1835057,1.0908654,0.14334224,44.40245,0.26233447,44.40245,0.26233447,24.616182,0.18581916,9.575893,0.14509287,7.298159,0.14546534,5.2661214,0.86226875,0.38577342,0.06320721,4,3.0787609,4.3779106,0.6982938,96.23725,0.65966916,0.62717164,0.14552963,0.83164877,0.4886102,0.53924114,0.026107635,0.13048409,0.022407915,4.6943216,0.17545578,4.6943216,0.17545578,2.6604953,0.030134792,0.96091336,0.023333907,0.76455545,0.023420038,4.9754205,14.926262,0.038533382,0.11560912,12,2.0943952,6.6249404,0.6056179,96.57117,0.57281446,1.8299026,0.38967913,2.2781143,0.083224736,1.4218364,0.07943046,0.35374233,0.05714997,13.472971,0.08057846,13.472971,0.08057846,7.6061144,0.07371321,2.8331964,0.056943074,2.2038984,0.057130862,5.5543284,0.48524785,0.1234609,0.010811271,32,1.7671459,9.086398,0.48845056,97.2938,0.462609,4.2836027,0.85515666,5.1894455,14.237187,3.2341204,0.14082637,0.7329813,0.10552924,31.453407,9.97793,31.453407,9.97793,17.483713,0.13863905,6.73367,0.108158566,5.134291,0.10820275,5.8855424,17.656628,0.3054138,0.92134976,52,1.9332877,8.99482,0.46502066,97.98456,0.4411429,6.323767,1.1118289,7.67935,0.5308648,4.6526175,0.1835057,1.0908654,0.14334224,44.40245,0.26233447,44.40245,0.26233447,24.616182,0.18581916,9.575893,0.14509287,7.298159,0.14546534,5.2661214,0.86226875,0.38577342,0.06320721
335,23578,182.14188,1.2016423,0.02076,4.81,0.8466,133.77,28,1.8759986,-30.459427,0.7243503,35.52843,0.92637366,2.3836052,0.5651034,0.8614573,0.058158997,0.967286,0.053832293,0.103760704,0.035029825,3.6231356,0.048934247,3.6231356,0.048934247,0.40395108,0.034630336,0.88134044,0.03614876,0.6274546,0.052077446,2.484644,0.40372014,0.004538882,0.0007400487,140,1.9708093,-31.37298,0.61041,34.816692,0.79757196,7.3754053,1.7236109,2.9476516,0.21934465,3.09395,0.16502324,0.5102903,0.102656215,11.732558,0.1623639,11.732558,0.1623639,1.2185264,0.09690876,2.8466208,0.10035892,2.213125,0.14665772,2.1816208,0.3896954,0.01290542,0.0023121585,4,3.0787609,-33.860683,1.0006062,26.593685,1.4965823,0.3337713,0.11826022,0.13446549,0.047401413,0.14357832,0.0143323755,0.0144906845,0.009125811,0.58119375,0.022841882,0.58119375,0.022841882,0.062557764,0.008596631,0.15433222,0.009086954,0.07771687,0.012620691,2.6500378,7.9501133,0.00077655667,0.00232987,12,2.0943952,-31.901234,0.85963047,24.918022,1.3408145,0.85432875,0.36003098,0.36874825,0.036117144,0.43348533,0.03316452,0.04806072,0.02151146,1.6163807,0.031097656,1.6163807,0.031097656,0.18062164,0.020775266,0.4224745,0.022130564,0.24210694,0.030478446,2.7394066,0.64531624,0.0022325455,0.00052766706,32,1.7671459,-31.777824,0.6909496,26.255165,1.0441691,2.1253355,0.7123966,0.9449244,0.07822535,1.0929583,0.06880974,0.14364882,0.04291286,3.9703937,0.060922187,3.9703937,0.06092218,0.45475227,0.040767856,1.0247302,0.043227755,0.6608844,0.06076118,2.4790561,0.4925876,0.0049627237,0.0009890273,52,1.9332877,-31.80351,0.65315104,28.400179,0.944498,3.3941846,1.0026447,1.4234061,0.10895354,1.5839249,0.09357056,0.27112892,0.058747806,5.862957,0.08145929,5.862957,0.08145929,0.64423114,0.055622466,1.4826157,0.058462076,1.007694,0.083318144,2.365242,0.43424934,0.0069918553,0.0012873483
336,23591,182.27582,1.1057634,0.02519,1.48,0.1544,176.0,20,2.3334596,-7.0018654,0.1319086,32.994865,0.16047569,21.967411,0.7319198,8.057593,0.091145135,11.593548,0.10229006,1.3389251,0.040907975,31.67117,0.08875623,31.67117,0.08875623,5.307661,0.048015673,6.8159404,0.06711567,4.893896,0.06750313,2.1178677,0.05824706,0.05012421,0.0013856888,96,2.0797226,-9.038376,0.14163004,34.093098,0.17440517,44.864834,1.36663,15.381963,0.17535666,21.219856,0.19404627,3.0018656,0.091501445,57.967876,0.1671953,57.967876,0.1671953,10.019519,0.09875613,13.447522,0.1296177,9.489308,0.14008895,1.9175678,0.053216487,0.08306589,0.0023176675,4,3.0787609,-4.4460363,0.18024342,32.441547,0.21995981,5.9557495,0.17038217,2.1695204,0.03737922,3.1248348,0.04083094,0.31164256,0.014221042,7.8423414,0.030988086,7.8423414,0.030988088,1.2973031,0.0161885,1.6384182,0.022620229,1.2159363,0.022339934,1.7379999,0.072503574,0.0101854475,0.0004268048,12,2.0943952,-5.8671823,0.14441478,32.797974,0.17577666,16.083237,0.52876294,5.3771544,0.06735271,7.6881437,0.07763169,0.88966244,0.03007237,21.453705,0.066272676,21.453705,0.066272676,3.606336,0.03552417,4.5868044,0.050204746,3.340192,0.05013805,2.1939044,0.06679647,0.03517261,0.0010763768,32,1.7671459,-7.9210033,0.12931448,33.244865,0.15760054,29.7047,0.90988505,10.947936,0.114998974,15.6063595,0.12932204,1.8789644,0.054994673,42.846523,0.11693031,42.846523,0.11693031,7.2458262,0.064456284,9.356759,0.08840809,6.683298,0.08954752,2.0963938,0.053694572,0.067123264,0.0017289481,52,1.9332877,-8.580482,0.13054727,33.388058,0.15986475,37.743607,1.0767074,13.725607,0.14447488,19.439262,0.16252695,2.4589562,0.07080312,52.487347,0.14345312,52.487347,0.1434531,8.924718,0.08045205,11.705199,0.10890447,8.255508,0.111813806,1.9848634,0.050941426,0.07785201,0.0020093657
337,23593,182.32195,1.1515819,0.01982,2.42,0.3895,159.62,44,1.95595,71.874794,0.11188716,18.347832,0.203057,21.350637,0.87654495,11.430424,0.12159968,38.630154,0.18393943,0.70933443,0.045685686,38.30495,0.111660965,38.30495,0.11166096,3.421579,0.05119072,4.424919,0.058197267,3.4380977,0.0609058,1.4535522,0.03783852,0.02555195,0.00066931965,148,2.0036716,72.29192,0.13122138,18.87609,0.2423143,29.701565,1.5358055,14.03472,0.18255383,47.97746,0.2489785,0.9592716,0.08085923,46.08179,0.15063253,46.08179,0.15063253,4.36793,0.08307718,5.6631117,0.09045756,4.587752,0.09886917,1.3851748,0.04384317,0.029293578,0.0009321237,4,3.0787609,72.10095,0.13602877,11.657372,0.35261145,2.9400835,0.13652644,1.476229,0.025232578,4.986788,0.03885231,0.10582569,0.007671483,5.6552215,0.021075005,5.6552215,0.021075005,0.51889986,0.008991448,0.68305796,0.010575075,0.51331216,0.010643055,1.9932165,0.082292214,0.0051730014,0.00021444155,12,2.0943952,71.31918,0.13133211,17.48101,0.24210396,8.671135,0.4262338,4.366267,0.062152766,14.758791,0.09790635,0.3108187,0.021331806,16.53623,0.057317104,16.53623,0.057317104,1.5027056,0.024789935,1.9724969,0.028706793,1.4892476,0.029104257,1.9401083,0.067080446,0.014723158,0.0005116139,32,1.7671459,71.52188,0.11217583,17.959833,0.20611878,18.53067,0.7524813,9.681774,0.10238113,32.373463,0.15611774,0.5993922,0.038594436,32.367912,0.09551687,32.367912,0.095516875,2.911577,0.043253284,3.7387269,0.04995882,2.9133615,0.051333945,1.4454173,0.03745023,0.021470712,0.00055989483,52,1.9332877,71.84074,0.11253481,18.404785,0.20488027,23.93548,0.97009003,12.6016655,0.13317417,42.46929,0.19915129,0.739098,0.04955062,39.91084,0.11665088,39.91084,0.11665088,3.5861511,0.054669928,4.6352572,0.06215071,3.6299434,0.06487878,1.2721567,0.032919243,0.023300754,0.00060678105
338,23619,182.39664,1.1311454,0.07649,3.79,0.624,161.09,64,2.0509732,24.045006,6.2048597,251.40451,4.1561728,nan,nan,0.6276803,0.24038778,3.0851536,0.2519588,nan,nan,9.401959,0.21903144,9.401959,0.21903144,11.721051,0.23451787,3.3736386,0.2668804,0.5952948,0.31043962,49.78616,149.35847,0.0,10.417542,12,2.1764681,14.038352,7.770811,245.2903,5.1891184,1.4413898,0.6278193,0.3251071,0.09460749,0.6614672,0.0924508,0.053896938,0.07739561,2.8455606,0.08667363,2.8455606,0.08667363,3.3208048,0.088568516,1.3457758,0.10353788,0.5041991,0.11750128,14.00973,9.674018,0.0,0.20440935,4,3.0787609,13.571524,7.6939316,245.86447,5.1236544,0.5196943,0.24010947,0.095467724,0.06987169,0.2376894,0.03862542,0.016248034,0.026390908,0.9734157,0.07866875,0.9734157,0.07866875,1.1746347,0.030310333,0.44593605,0.037077207,0.20259756,0.040483974,20.086243,60.258728,0.0,0.43529105,12,2.0943952,14.038352,7.770811,245.2903,5.1891184,1.4413898,0.6278193,0.3251071,0.0872645,0.6614672,0.0924508,0.053896938,0.07739561,2.8455606,0.08312449,2.8455606,0.08312449,3.3208048,0.088568516,1.3457758,0.10353788,0.5041991,0.11750128,14.00973,8.927085,0.0,0.18864153,32,1.7671459,21.306578,6.398265,236.33644,4.354729,3.3777347,1.2186328,0.69703144,0.19084725,1.4636555,0.1782102,0.17608212,0.14570783,6.1520095,0.15604523,6.1520095,0.15604524,7.1516223,0.16764915,3.0448263,0.19290364,1.2001786,0.2211254,14.288305,9.27218,0.0,0.42348132,52,1.9332877,17.350822,5.5470295,228.98015,3.8531492,nan,nan,0.95380926,0.22543105,1.9644967,0.23175742,0.31459576,0.18709902,8.748024,0.21174209,8.748024,0.21174209,9.956498,0.21456748,3.8879108,0.24374801,1.659853,0.28179863,15.6442375,8.771708,0.0,0.5697736
